Type,Comment,Value
url,Unknown malware botnet C2 (confidence level: 50%),https://u6re.dezceccc.ru/zldat!voguciearvyb/
url,Unknown malware botnet C2 (confidence level: 50%),https://0spw.dezceccc.ru/@3zm8siv4yqu01/
url,Unknown malware botnet C2 (confidence level: 50%),https://wqngm.dezceccc.ru/t0v!rb7kxfpoxpiw/
domain,Unknown malware botnet C2 domain (confidence level: 50%),s8os.tvknzupwbdfg.es
domain,Unknown malware botnet C2 domain (confidence level: 50%),ug1fyhmfbjfgalckjkoq1i7mdmejkiantb82qxx7zffn9hfl5jnz.rcxpffxvge.es
domain,ACR Stealer botnet C2 domain (confidence level: 75%),b1.hashgranite.top
domain,ACR Stealer botnet C2 domain (confidence level: 75%),b1.husbandlandside.top
domain,ACR Stealer botnet C2 domain (confidence level: 75%),b1.crushedwildly.top
domain,ACR Stealer botnet C2 domain (confidence level: 75%),b1.encountergulf.world
domain,ACR Stealer botnet C2 domain (confidence level: 75%),b1.wreckermodule.life
domain,Unknown malware payload delivery domain (confidence level: 100%),security.gyaerdfiared.com
domain,Unknown malware payload delivery domain (confidence level: 100%),popcies.com
url,Unknown malware payload delivery URL (confidence level: 100%),https://popcies.com/shield.msi
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 75%),122.10.117.18|443
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 75%),47.98.130.151|443
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 75%),38.207.178.63|443
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 75%),39.105.201.242|443
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 75%),107.175.30.227|443
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 75%),43.153.162.106|443
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 75%),47.92.141.198|443
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 75%),114.96.89.69|443
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 75%),117.72.79.68|443
domain,Unknown malware payload delivery domain (confidence level: 100%),ananalyticsnodes.com
url,Unknown malware botnet C2 (confidence level: 100%),http://134.209.111.11:8080/build.apk
url,Unknown malware botnet C2 (confidence level: 75%),https://lemon.snapitweb.com/build.apk
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),82.157.8.52|7878
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),110.41.152.105|10443
ip-dst|port,Hook botnet C2 server (confidence level: 100%),121.127.231.163|8082
ip-dst|port,Hook botnet C2 server (confidence level: 100%),121.127.231.161|80
ip-dst|port,Hook botnet C2 server (confidence level: 100%),121.127.231.161|8089
ip-dst|port,Havoc botnet C2 server (confidence level: 100%),65.109.145.253|443
ip-dst|port,DCRat botnet C2 server (confidence level: 100%),172.94.111.195|8848
ip-dst|port,NetSupportManager RAT botnet C2 server (confidence level: 100%),143.92.148.183|443
ip-dst|port,AdaptixC2 botnet C2 server (confidence level: 100%),38.132.122.198|43211
ip-dst|port,Unknown Stealer payload delivery server (confidence level: 75%),45.145.7.134|443
domain,Cobalt Strike botnet C2 domain (confidence level: 100%),jenkins.diteng.site
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),124.222.229.235|8088
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),179.43.186.223|5901
ip-dst|port,Hook botnet C2 server (confidence level: 100%),172.94.96.24|8089
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),43.136.99.254|60000
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),51.21.182.193|8000
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),52.157.241.27|80
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),188.166.179.219|3333
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),35.222.139.203|10443
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),188.213.173.207|3333
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),38.179.64.254|3333
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),34.93.198.148|443
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),34.93.198.148|3333
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),195.146.11.13|3333
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),139.59.5.10|3333
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),167.99.203.212|3333
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),3.99.159.196|443
ip-dst|port,Remcos botnet C2 server (confidence level: 100%),193.26.115.62|909
ip-dst|port,NetSupportManager RAT botnet C2 server (confidence level: 100%),79.241.109.7|81
ip-dst|port,NetSupportManager RAT botnet C2 server (confidence level: 100%),13.233.140.193|51117
ip-dst|port,Rhadamanthys botnet C2 server (confidence level: 100%),45.137.99.191|19000
ip-dst|port,ValleyRAT botnet C2 server (confidence level: 100%),101.126.157.9|6666
ip-dst|port,AsyncRAT botnet C2 server (confidence level: 100%),130.250.191.35|6565
ip-dst|port,Sliver botnet C2 server (confidence level: 50%),91.107.141.66|31337
ip-dst|port,Sliver botnet C2 server (confidence level: 50%),192.95.44.36|31337
ip-dst|port,Sliver botnet C2 server (confidence level: 50%),188.132.202.45|31337
ip-dst|port,Sliver botnet C2 server (confidence level: 50%),35.184.95.33|31337
ip-dst|port,Sliver botnet C2 server (confidence level: 50%),104.161.20.163|31337
ip-dst|port,NetSupportManager RAT botnet C2 server (confidence level: 50%),54.67.30.185|9020
ip-dst|port,NetSupportManager RAT botnet C2 server (confidence level: 50%),35.177.232.236|11112
ip-dst|port,NetSupportManager RAT botnet C2 server (confidence level: 50%),54.67.30.185|12220
ip-dst|port,NetSupportManager RAT botnet C2 server (confidence level: 50%),43.201.102.238|5858
ip-dst|port,Unknown malware botnet C2 server (confidence level: 50%),161.97.138.238|8888
ip-dst|port,Unknown malware botnet C2 server (confidence level: 50%),164.92.210.147|7443
ip-dst|port,Brute Ratel C4 botnet C2 server (confidence level: 50%),84.46.239.239|2083
ip-dst|port,Ghost RAT botnet C2 server (confidence level: 50%),149.210.5.144|443
ip-dst|port,BlackShades botnet C2 server (confidence level: 50%),47.129.184.50|37
ip-dst|port,Havoc botnet C2 server (confidence level: 50%),62.113.59.30|8080
ip-dst|port,Unknown malware botnet C2 server (confidence level: 50%),51.16.244.120|4949
url,Lumma Stealer botnet C2 (confidence level: 50%),https://www.rucat.fedor-turin.ru/login
url,Hook botnet C2 (confidence level: 50%),http://121.127.231.161/
url,Unknown malware botnet C2 (confidence level: 50%),http://27.106.116.66:8888/supershell/login
url,Glupteba botnet C2 (confidence level: 50%),http://server9.localstats.org/
url,Glupteba botnet C2 (confidence level: 50%),http://server14.cdneurops.buzz/
url,Glupteba botnet C2 (confidence level: 50%),http://server10.mastiakele.ae.org/
url,Glupteba botnet C2 (confidence level: 50%),http://server4.zaoshang.ru/
url,Glupteba botnet C2 (confidence level: 50%),http://server6.cdneurops.shop/
url,Agent Tesla botnet C2 (confidence level: 50%),https://api.telegram.org/bot7750288569:aagazuwjoyb6k4ajxvf49hldun9wkpyxopa/
domain,AsyncRAT botnet C2 domain (confidence level: 50%),as58.duckdns.org
domain,DarkComet botnet C2 domain (confidence level: 50%),karaka34.no-ip.org
domain,NjRAT botnet C2 domain (confidence level: 50%),youcefhcr.noip.me
domain,Remcos botnet C2 domain (confidence level: 50%),irritaspec.xyz.parsvana-grp.biz
domain,Lumma Stealer botnet C2 domain (confidence level: 50%),unemtyq.xyz
domain,Lumma Stealer botnet C2 domain (confidence level: 50%),olzoxo.xyz
domain,Lumma Stealer botnet C2 domain (confidence level: 50%),oblieg.xyz
domain,Lumma Stealer botnet C2 domain (confidence level: 50%),myxokgc.xyz
domain,Lumma Stealer botnet C2 domain (confidence level: 50%),leutjm.xyz
domain,Lumma Stealer botnet C2 domain (confidence level: 50%),harmrvw.xyz
domain,Lumma Stealer botnet C2 domain (confidence level: 50%),fetaokt.xyz
domain,Lumma Stealer botnet C2 domain (confidence level: 50%),unlfee.xyz
domain,Lumma Stealer botnet C2 domain (confidence level: 50%),tilmx.xyz
domain,Lumma Stealer botnet C2 domain (confidence level: 50%),guerp.xyz
domain,Kimsuky botnet C2 domain (confidence level: 50%),afcafe.kro.kr
domain,Kimsuky botnet C2 domain (confidence level: 50%),dirwear.000webhostapp.com
domain,Kimsuky botnet C2 domain (confidence level: 50%),download.uberlingen.com
domain,Kimsuky botnet C2 domain (confidence level: 50%),hyper.cadorg.p-e.kr
domain,Kimsuky botnet C2 domain (confidence level: 50%),jieun.dothome.co.kr
domain,Kimsuky botnet C2 domain (confidence level: 50%),nauji.n-e.kr
domain,Kimsuky botnet C2 domain (confidence level: 50%),nocamoto.o-r.kr
