Type,Comment,Value
domain,ClearFake payload delivery domain (confidence level: 100%),fmoz.pages.dev
domain,ClearFake payload delivery domain (confidence level: 100%),bytes.microstorage.shop
url,ClearFake payload delivery URL (confidence level: 100%),https://bytes.microstorage.shop/
url,ClearFake payload delivery URL (confidence level: 100%),https://fmoz.pages.dev/
ip-dst|port,Mirai botnet C2 server (confidence level: 75%),213.209.129.101|6578
domain,ClearFake payload delivery domain (confidence level: 100%),check.debij.icu
domain,ClearFake payload delivery domain (confidence level: 100%),nnoq.pages.dev
ip-dst|port,Sliver botnet C2 server (confidence level: 100%),172.93.213.28|1337
ip-dst|port,Sliver botnet C2 server (confidence level: 100%),192.210.243.122|1337
domain,Lumma Stealer botnet C2 domain (confidence level: 100%),urbkureforum.top
domain,Lumma Stealer botnet C2 domain (confidence level: 100%),seedsxouts.shop
domain,Lumma Stealer botnet C2 domain (confidence level: 100%),farfinable.top
domain,Lumma Stealer botnet C2 domain (confidence level: 100%),fieldtovillage.icu
url,Coper botnet C2 (confidence level: 100%),https://shadowkokocospire.xyz/mzexmzm0ytq2zgrk/
url,Coper botnet C2 (confidence level: 100%),https://cosmickokocofield.xyz/mzexmzm0ytq2zgrk/
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),178.170.122.145|443
ip-dst|port,Remcos botnet C2 server (confidence level: 100%),93.123.118.8|2404
ip-dst|port,Remcos botnet C2 server (confidence level: 100%),186.169.33.22|2404
ip-dst|port,Remcos botnet C2 server (confidence level: 100%),193.142.146.168|6691
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),49.113.79.218|8888
ip-dst|port,Quasar RAT botnet C2 server (confidence level: 100%),185.196.11.179|443
domain,Quasar RAT botnet C2 domain (confidence level: 100%),ms-cdn-update.ru
domain,Havoc botnet C2 domain (confidence level: 100%),webmail.ufabetandcasinos.website
domain,Havoc botnet C2 domain (confidence level: 100%),webdisk.bestgamesufabet.xyz
domain,Havoc botnet C2 domain (confidence level: 100%),webdisk.standlivemode.xyz
domain,Havoc botnet C2 domain (confidence level: 100%),fantalemon.co.uk
domain,Havoc botnet C2 domain (confidence level: 100%),cpcontacts.textagenai.xyz
domain,Havoc botnet C2 domain (confidence level: 100%),webdisk.betufa.website
