Type,Comment,Value
ip-dst|port,Quasar RAT botnet C2 server (confidence level: 100%),41.143.206.243|51200
domain,Kimsuky botnet C2 domain (confidence level: 50%),nauji.n-e.kr
ip-dst|port,Sliver botnet C2 server (confidence level: 100%),103.21.100.244|443
domain,MetaStealer botnet C2 domain (confidence level: 100%),ycwosuoakisocycs.xyz
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),43.163.90.110|7443
domain,magecart credit card skimming domain (confidence level: 100%),cpeciadogfoods.com
domain,Unknown Webinject credit card skimming domain (confidence level: 100%),metrikshot.top
domain,MetaStealer botnet C2 domain (confidence level: 100%),iswuueuewyakeoia.xyz
domain,MetaStealer botnet C2 domain (confidence level: 100%),eimiwakgcksqyoum.xyz
ip-dst|port,AsyncRAT botnet C2 server (confidence level: 100%),45.138.16.246|7707
domain,Lumma Stealer botnet C2 domain (confidence level: 50%),bavmv.xyz
ip-dst|port,Unknown malware botnet C2 server (confidence level: 75%),167.250.204.162|60000
domain,MetaStealer botnet C2 domain (confidence level: 100%),cegssssgsmieackk.xyz
ip-dst|port,Orcus RAT botnet C2 server (confidence level: 100%),31.5.176.181|8080
domain,MetaStealer botnet C2 domain (confidence level: 100%),ywgamiweaomusqua.xyz
ip-dst|port,AsyncRAT botnet C2 server (confidence level: 75%),155.94.155.214|8849
ip-dst|port,Havoc botnet C2 server (confidence level: 100%),34.27.147.214|443
domain,MetaStealer botnet C2 domain (confidence level: 100%),isqkikmckumeiwau.xyz
ip-dst|port,Mirai botnet C2 server (confidence level: 100%),38.54.15.75|19174
ip-dst|port,Hook botnet C2 server (confidence level: 100%),45.207.212.160|8089
ip-dst|port,XWorm botnet C2 server (confidence level: 100%),147.185.221.23|10073
url,Unknown malware payload delivery URL (confidence level: 100%),https://emeoxm.com/shield.msi
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),193.136.2.22|3333
domain,XWorm botnet C2 domain (confidence level: 100%),sandbox-64001.portmap.io
domain,MetaStealer botnet C2 domain (confidence level: 100%),iqiuqmmecmgiswsw.xyz
ip-dst|port,Quasar RAT botnet C2 server (confidence level: 100%),41.143.213.119|3260
domain,Lumma Stealer botnet C2 domain (confidence level: 50%),unbelao.live
domain,Vidar botnet C2 domain (confidence level: 100%),b2.xs.mastermaths.com.sg
ip-dst|port,Rhadamanthys botnet C2 server (confidence level: 100%),45.142.194.141|8888
ip-dst|port,Quasar RAT botnet C2 server (confidence level: 100%),41.143.213.119|18385
ip-dst|port,Havoc botnet C2 server (confidence level: 100%),80.74.27.53|8888
domain,Lumma Stealer botnet C2 domain (confidence level: 100%),silkyacvty.top
domain,Formbook botnet C2 domain (confidence level: 50%),www.88825.vip
url,Formbook botnet C2 (confidence level: 50%),http://www.eepbrainreorienting.online/o09a/
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 75%),113.44.135.36|443
ip-dst|port,Quasar RAT botnet C2 server (confidence level: 100%),176.65.134.55|4782
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),23.251.33.21|80
ip-dst|port,Remcos botnet C2 server (confidence level: 100%),18.230.228.127|1024
domain,MetaStealer botnet C2 domain (confidence level: 100%),uoscoaesqgackwmy.xyz
ip-dst|port,Quasar RAT botnet C2 server (confidence level: 100%),41.143.213.119|6005
domain,MetaStealer botnet C2 domain (confidence level: 100%),ycwgweyqoikagciu.xyz
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),119.45.25.207|8443
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 50%),101.43.103.154|2083
ip-dst|port,Quasar RAT botnet C2 server (confidence level: 100%),194.59.31.208|8080
domain,Formbook botnet C2 domain (confidence level: 50%),www.your-swsolutions.info
domain,MetaStealer botnet C2 domain (confidence level: 100%),uqimayqgaiwosiqs.xyz
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),193.104.75.24|443
url,DCRat botnet C2 (confidence level: 100%),http://sgbusibo.beget.tech/e93e9f80.php
