Type,Comment,Value
url,Vidar payload delivery URL (confidence level: 50%),https://eo2.pro/second.ps1
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 75%),8.138.252.191|443
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 75%),101.200.241.19|443
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 75%),66.212.18.223|443
ip-dst|port,Sliver botnet C2 server (confidence level: 100%),207.154.208.227|443
ip-dst|port,AsyncRAT botnet C2 server (confidence level: 100%),154.38.185.247|2004
domain,Lumma Stealer botnet C2 domain (confidence level: 100%),4cc3c767-806f-4deb-a2f0-9260e37035c4.fedor-turin.ru
domain,Lumma Stealer botnet C2 domain (confidence level: 100%),www.rurua.fedor-turin.ru
domain,Lumma Stealer botnet C2 domain (confidence level: 100%),www.owa.sasha-solzhenicyn.ru
domain,Lumma Stealer botnet C2 domain (confidence level: 100%),cat.fedor-turin.ru
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),78.153.136.231|7443
ip-dst|port,Orcus RAT botnet C2 server (confidence level: 100%),31.5.176.181|8080
ip-dst|port,NetSupportManager RAT botnet C2 server (confidence level: 100%),51.21.135.162|29496
ip-dst|port,NetSupportManager RAT botnet C2 server (confidence level: 100%),51.21.135.162|20546
ip-dst|port,ERMAC botnet C2 server (confidence level: 100%),89.23.100.69|80
ip-dst|port,ValleyRAT botnet C2 server (confidence level: 100%),116.213.43.39|6666
ip-dst|port,Ghost RAT botnet C2 server (confidence level: 75%),23.249.28.155|14994
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),46.202.152.138|7443
ip-dst|port,Hook botnet C2 server (confidence level: 100%),138.124.123.253|80
ip-dst|port,Quasar RAT botnet C2 server (confidence level: 100%),200.44.202.153|443
ip-dst|port,Remcos botnet C2 server (confidence level: 100%),172.94.9.181|1962
ip-dst|port,Remcos botnet C2 server (confidence level: 100%),216.219.84.165|3737
domain,Lumma Stealer botnet C2 domain (confidence level: 100%),1254528c-235e-4b9b-9bf3-850214133e82.selcdn.net
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),45.83.107.92|3333
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),13.233.190.115|3333
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),64.227.45.255|8081
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),13.215.120.150|3333
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),45.207.173.236|5443
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),207.180.198.179|3333
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),3.142.245.80|3333
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),95.142.42.212|443
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),129.204.19.150|3333
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),51.20.191.78|3333
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),41.175.29.98|8443
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),47.97.170.141|3333
domain,Unknown malware botnet C2 domain (confidence level: 100%),ecs-189-1-223-179.compute.hwclouds-dns.com
ip-dst|port,Rhadamanthys botnet C2 server (confidence level: 100%),45.153.34.135|19000
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),115.190.27.23|36580
url,Cobalt Strike botnet C2 (confidence level: 75%),http://115.190.27.23:36580/5fyi
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 50%),43.161.250.80|443
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 50%),179.43.139.125|443
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 50%),47.109.198.8|6000
ip-dst|port,NetSupportManager RAT botnet C2 server (confidence level: 50%),54.193.89.16|8502
ip-dst|port,NetSupportManager RAT botnet C2 server (confidence level: 50%),51.94.183.219|11
ip-dst|port,Sliver botnet C2 server (confidence level: 50%),188.211.233.111|31337
ip-dst|port,Unknown Loader botnet C2 server (confidence level: 50%),167.82.5.133|80
url,Glupteba botnet C2 (confidence level: 50%),http://server5.cdneurops.shop/
url,Glupteba botnet C2 (confidence level: 50%),http://server12.ramboclub.net/
domain,XWorm botnet C2 domain (confidence level: 50%),hi-nurses.gl.at.ply.gg
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),134.175.243.163|5555
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),185.227.152.100|800
ip-dst|port,Vidar botnet C2 server (confidence level: 75%),78.46.235.75|443
ip-dst|port,ValleyRAT botnet C2 server (confidence level: 100%),103.214.143.199|6060
url,Lumma Stealer botnet C2 (confidence level: 75%),https://autogearw.live/tapsz
domain,Unknown Webinject payload delivery domain (confidence level: 100%),analyticnodes.com
domain,Unknown Webinject payload delivery domain (confidence level: 100%),security.claufgaurd.com
domain,Unknown Webinject payload delivery domain (confidence level: 100%),security.clodaflare.com
domain,Unknown Webinject payload delivery domain (confidence level: 100%),security.clodujflare.com
domain,Unknown Webinject payload delivery domain (confidence level: 100%),security.cloofalerg.com
domain,Unknown Webinject payload delivery domain (confidence level: 100%),security.cloudstwr.com
domain,Unknown Webinject payload delivery domain (confidence level: 100%),security.clouodgrd.com
domain,Unknown Webinject payload delivery domain (confidence level: 100%),security.flclodshield.com
domain,Unknown Webinject payload delivery domain (confidence level: 100%),security.flearegaurdc.com
domain,Unknown Webinject payload delivery domain (confidence level: 100%),security.flflaegaurd.com
domain,Unknown Webinject payload delivery domain (confidence level: 100%),security.shieldclouds.com
domain,Unknown Webinject payload delivery domain (confidence level: 100%),core.sopeited.com
domain,Unknown Webinject payload delivery domain (confidence level: 100%),core.sopeited.info
domain,Unknown Webinject payload delivery domain (confidence level: 100%),core.sopeited.org
domain,Unknown Webinject payload delivery domain (confidence level: 100%),elomaio.com
domain,magecart credit card skimming domain (confidence level: 100%),cd.iconstaff.top
domain,magecart credit card skimming domain (confidence level: 100%),cdn.iconstaff.top
domain,magecart credit card skimming domain (confidence level: 100%),clearnetfab.net
domain,magecart credit card skimming domain (confidence level: 100%),cnd-analytics.com
domain,magecart credit card skimming domain (confidence level: 100%),cpeciadogfoods.com
domain,magecart credit card skimming domain (confidence level: 100%),dobrowork.space
domain,magecart credit card skimming domain (confidence level: 100%),dorton.org
domain,magecart credit card skimming domain (confidence level: 100%),fallodick87-78.sbs
domain,magecart credit card skimming domain (confidence level: 100%),gatetpere.space
domain,magecart credit card skimming domain (confidence level: 100%),gstatlc.org
domain,magecart credit card skimming domain (confidence level: 100%),js-agentnewrelic.com
domain,magecart credit card skimming domain (confidence level: 100%),jstatic201.com
domain,magecart credit card skimming domain (confidence level: 100%),lererikal.org
domain,magecart credit card skimming domain (confidence level: 100%),mamatmavali.ru
