Type,Comment,Value
sha256,MimiKatz payload (confidence level: 50%),5a7e265b373381f78ef7c9a1e831259b17cc28a9c00a1d7613f042528f7722fb
url,Phorpiex botnet C2 (confidence level: 50%),http://aeufoeahfouefhgme.top/
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),188.166.245.198|443
ip-dst|port,AsyncRAT botnet C2 server (confidence level: 100%),156.229.233.3|8848
domain,Formbook botnet C2 domain (confidence level: 50%),www.jcmds.autos
ip-dst|port,Sliver botnet C2 server (confidence level: 50%),192.109.228.168|30301
domain,DarkComet botnet C2 domain (confidence level: 100%),darkboy999.zapto.org
url,DCRat botnet C2 (confidence level: 100%),http://cv83561.tw1.ru/9ad11f3b.php
url,Formbook botnet C2 (confidence level: 50%),http://www.ruediscipleshipwear.shop/hm26/
ip-dst|port,AsyncRAT botnet C2 server (confidence level: 100%),185.241.208.247|8080
url,Lumma Stealer botnet C2 (confidence level: 75%),https://barisechairedd.shop/api
domain,Lumma Stealer botnet C2 domain (confidence level: 100%),zenrichyourlife.tech
sha256,MimiKatz payload (confidence level: 50%),94f5f6e99d776c6372503c4076be25e7ab1b9343e0deeca1a1b68fe05d83a7a9
ip-dst|port,AsyncRAT botnet C2 server (confidence level: 100%),47.121.120.18|7707
url,Lumma Stealer botnet C2 (confidence level: 50%),https://astralconnec.icu/api
domain,Formbook botnet C2 domain (confidence level: 50%),www.ontent-mint.xyz
domain,Unknown Webinject botnet C2 domain (confidence level: 75%),neeroupsautoach.com
domain,Bashlite botnet C2 domain (confidence level: 100%),cpanel.gestisciweb.com
ip-dst|port,RedLine Stealer botnet C2 server (confidence level: 100%),45.137.22.163|55615
sha256,MimiKatz payload (confidence level: 50%),2fb40644178a51ce0996ea769ad2c7f0819916269a90a3be8e0d91187f557fb9
url,Formbook botnet C2 (confidence level: 50%),http://www.pokerdom55.vip/egs9/
url,Lumma Stealer botnet C2 (confidence level: 100%),http://147.45.79.52/
sha256,MimiKatz payload (confidence level: 50%),022728f678d8dcc6cba20147595ed4099e9c98be0582c0f67518d5664e3b8523
url,MASS Logger payload delivery URL (confidence level: 50%),http://37.139.129.142/htdocs/jtjpsfbrgehowsw.exe
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),164.90.245.228|3333
domain,Ramnit botnet C2 domain (confidence level: 50%),drcowrkmdm.com
domain,BumbleBee botnet C2 domain (confidence level: 100%),sjq07uvdff3.click
domain,Ramnit botnet C2 domain (confidence level: 50%),ruwgckolcndwl.com
ip-dst|port,Quasar RAT botnet C2 server (confidence level: 100%),31.166.106.12|29543
ip-dst|port,Quasar RAT botnet C2 server (confidence level: 100%),31.166.106.12|5671
url,Formbook botnet C2 (confidence level: 50%),http://www.mnbeauty.net/hm26/
url,ClearFake payload delivery URL (confidence level: 100%),https://check.xujamio2.icu/gkcxv.google
domain,Formbook botnet C2 domain (confidence level: 50%),www.ssentialshub.shop
domain,ClearFake payload delivery domain (confidence level: 100%),check.juxoi.icu
sha256,MimiKatz payload (confidence level: 50%),2cbc73ff56efc9e7e099629910cbb01da6716616e0d34428d6a42661a68c1998
url,Formbook botnet C2 (confidence level: 50%),http://www.oyalthaiherb.net/v32e/
sha256,MimiKatz payload (confidence level: 50%),912018ab3c6b16b39ee84f17745ff0c80a33cee241013ec35d0281e40c0658d9
ip-dst|port,AsyncRAT botnet C2 server (confidence level: 100%),51.89.190.23|7707
domain,Lumma Stealer botnet C2 domain (confidence level: 100%),spitestrippe.top
domain,Unknown RAT botnet C2 domain (confidence level: 75%),tod880.bjhelp.top
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 50%),111.231.59.28|18443
sha256,MimiKatz payload (confidence level: 50%),282f259ee6f6593f77fb49240023cfabdd3b6689d4020d9ecfd46c9ab220676d
domain,CyberGate botnet C2 domain (confidence level: 100%),requestt2.no-ip.biz
domain,Xtreme RAT botnet C2 domain (confidence level: 100%),powadada.no-ip.org
domain,Formbook botnet C2 domain (confidence level: 50%),www.phpcrazy.net
sha256,MimiKatz payload (confidence level: 50%),38bbe4667a8bf95075672b727924a9121503c05b9e39d34b55c89b2ced6d0aac
domain,ClearFake payload delivery domain (confidence level: 100%),check.jojyq.icu
domain,BumbleBee botnet C2 domain (confidence level: 100%),dg4j9l1r2ay.click
sha256,MimiKatz payload (confidence level: 50%),2a3669aebf4e3d0f217e8094cab6d9694fbcdcf53ea4941275cabcece8180fbd
ip-dst|port,Quasar RAT botnet C2 server (confidence level: 100%),31.166.106.12|37437
url,ClearFake payload delivery URL (confidence level: 100%),https://check.papeb.icu/gkcxv.google
ip-dst|port,MooBot botnet C2 server (confidence level: 100%),159.100.20.156|80
url,Phorpiex botnet C2 (confidence level: 50%),http://nbmbnmbembfaeure.top/
ip-dst|port,Quasar RAT botnet C2 server (confidence level: 100%),2.83.126.58|4782
domain,Formbook botnet C2 domain (confidence level: 50%),www.pioxc.xyz
url,FAKEUPDATES payload delivery URL (confidence level: 100%),https://viloriterso.icu/files/index.php
url,FAKEUPDATES payload delivery URL (confidence level: 100%),https://filmlerzltyazilimsx.shop/work/index.php
ip-dst|port,Unknown RAT botnet C2 server (confidence level: 75%),37.221.64.43|8041
ip-dst|port,AsyncRAT botnet C2 server (confidence level: 100%),185.133.248.219|6606
domain,Bashlite botnet C2 domain (confidence level: 100%),cpcontacts.multi-canale.com
domain,Formbook botnet C2 domain (confidence level: 50%),www.fbzhvub.xyz
sha256,MimiKatz payload (confidence level: 50%),fb1d8cc8a9a82cb14a40df095c8c153ee6e024981ce23f5c210b0cf98e1e82da
sha256,MimiKatz payload (confidence level: 50%),2d0e4a845f2247390637724eb9866451220d89d982d6e28f0f13ddd99b722c05
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),139.162.158.155|443
domain,Unknown RAT botnet C2 domain (confidence level: 75%),ezhelp.top
domain,XCSSET botnet C2 domain (confidence level: 49%),rutornet.ru
