Type,Comment,Value
domain,Unknown Loader payload delivery domain (confidence level: 90%),apps.odoo-en.com
url,Lumma Stealer botnet C2 (confidence level: 75%),https://vervzv.xyz/xmgr
domain,Formbook botnet C2 domain (confidence level: 50%),www.mersdty.xyz
ip-dst|port,NetSupportManager RAT botnet C2 server (confidence level: 50%),211.197.187.141|6000
ip-dst|port,ValleyRAT botnet C2 server (confidence level: 100%),23.249.28.80|53
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),8.148.20.98|8888
ip-dst|port,Havoc botnet C2 server (confidence level: 75%),42.194.179.129|4433
ip-dst|port,Remcos botnet C2 server (confidence level: 100%),104.131.57.194|5577
domain,Formbook botnet C2 domain (confidence level: 50%),www.olygon.llc
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),47.92.193.143|4444
ip-dst|port,Kaiji botnet C2 server (confidence level: 100%),45.192.209.47|8888
ip-dst|port,Sliver botnet C2 server (confidence level: 50%),117.72.201.219|31337
domain,Cobalt Strike botnet C2 domain (confidence level: 75%),cnm.h0xtopsec.vip
ip-dst|port,Havoc botnet C2 server (confidence level: 100%),178.128.48.155|443
url,XWorm botnet C2 (confidence level: 50%),https://pastebin.com/raw/c9vnlkux
domain,Formbook botnet C2 domain (confidence level: 50%),www.arung065.xyz
url,Lumma Stealer botnet C2 (confidence level: 75%),https://t.me/adsvdsadvqwasd
domain,Cobalt Strike botnet C2 domain (confidence level: 75%),ns1.cooke-int.com
ip-dst|port,NetSupportManager RAT botnet C2 server (confidence level: 50%),18.153.59.120|20892
domain,SMOKEDHAM botnet C2 domain (confidence level: 100%),server-cdn.virej10913.workers.dev
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),185.47.174.137|8080
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),45.78.225.208|7443
url,Lumma Stealer botnet C2 (confidence level: 75%),https://inkermen.top/nuxe
ip-dst|port,ValleyRAT botnet C2 server (confidence level: 100%),38.181.20.6|1506
ip-dst|port,ValleyRAT botnet C2 server (confidence level: 100%),43.250.174.49|1989
url,Formbook botnet C2 (confidence level: 50%),http://www.ingerie-22584.bond/um09/
ip-dst|port,NetSupportManager RAT botnet C2 server (confidence level: 100%),54.199.161.171|35183
ip-dst|port,Empire Downloader botnet C2 server (confidence level: 100%),165.22.209.134|443
url,Lumma Stealer botnet C2 (confidence level: 50%),https://staging.fedor-turin.ru/login
domain,XWorm botnet C2 domain (confidence level: 100%),l-integrate.gl.at.ply.gg
ip-dst|port,ShadowPad botnet C2 server (confidence level: 90%),139.84.210.208|443
domain,Lumma Stealer botnet C2 domain (confidence level: 50%),whitfmz.top
domain,Lumma Stealer botnet C2 domain (confidence level: 50%),agrevpud.shop
domain,Lumma Stealer botnet C2 domain (confidence level: 50%),mahrox.shop
ip-dst|port,ValleyRAT botnet C2 server (confidence level: 100%),43.248.173.17|10452
ip-dst|port,Quasar RAT botnet C2 server (confidence level: 100%),89.3.12.64|1963
url,Umbral botnet C2 (confidence level: 100%),https://discordapp.com/api/webhooks/1392417824688967680/ugweb1gocyp_fziwdwuqzkhnhuzyxunnl_pbjpjtaw8t_cutnjq_laola-n5fyhs3bt9
ip-dst|port,AsyncRAT botnet C2 server (confidence level: 100%),128.90.113.155|8808
domain,AsyncRAT botnet C2 domain (confidence level: 100%),legacysystemsettings.is-an-engineer.com
ip-dst|port,Sliver botnet C2 server (confidence level: 50%),157.245.144.9|31337
ip-dst|port,AdaptixC2 botnet C2 server (confidence level: 100%),64.137.9.118|4341
ip-dst|port,PureLogs Stealer botnet C2 server (confidence level: 100%),91.92.120.113|62520
ip-dst|port,AsyncRAT botnet C2 server (confidence level: 100%),196.251.115.156|1000
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 50%),206.206.78.57|443
ip-dst|port,AsyncRAT botnet C2 server (confidence level: 100%),77.90.153.204|8080
domain,Quasar RAT botnet C2 domain (confidence level: 75%),choice.ydns.eu
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 50%),35.171.82.188|443
domain,Lumma Stealer botnet C2 domain (confidence level: 100%),eyertyn.lat
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),103.146.159.70|8888
ip-dst|port,FatalRat botnet C2 server (confidence level: 100%),206.238.196.239|8081
ip-dst|port,Xtreme RAT botnet C2 server (confidence level: 50%),59.153.164.228|17185
ip-dst|port,AsyncRAT botnet C2 server (confidence level: 100%),172.111.150.118|8808
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),24.199.116.141|3333
ip-dst|port,Quasar RAT botnet C2 server (confidence level: 75%),15.235.176.150|4781
domain,Formbook botnet C2 domain (confidence level: 50%),www.dl5ue.top
domain,Unknown Loader payload delivery domain (confidence level: 90%),ii-www.com
url,Lumma Stealer botnet C2 (confidence level: 75%),https://triobm.xyz/tapw
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),159.75.130.224|60000
ip-dst|port,DCRat botnet C2 server (confidence level: 100%),148.66.21.237|403
ip-dst|port,Remcos botnet C2 server (confidence level: 100%),205.209.99.87|5555
ip-dst|port,AsyncRAT botnet C2 server (confidence level: 100%),128.90.113.220|2000
ip-dst|port,Hook botnet C2 server (confidence level: 100%),74.50.120.130|8082
url,Lumma Stealer botnet C2 (confidence level: 100%),https://glhvps.lat/aiuq
ip-dst|port,Xtreme RAT botnet C2 server (confidence level: 50%),103.130.215.202|47808
domain,Lumma Stealer botnet C2 domain (confidence level: 50%),siluriyt.lat
url,StrongPity botnet C2 (confidence level: 50%),https://srv-cdn3-system.com/gon9z2in7myqmn92dzx11cql.php
domain,Remcos botnet C2 domain (confidence level: 100%),luciphas.xyz
domain,Unknown Stealer botnet C2 domain (confidence level: 100%),cdnperf.asia
domain,MintsLoader botnet C2 domain (confidence level: 100%),bizu3uvgz3z.top
domain,Formbook botnet C2 domain (confidence level: 50%),www.ireoverseasgroup.shop
domain,Unknown Loader payload delivery domain (confidence level: 90%),advanced-ip-scanner.space
domain,Unknown malware payload delivery domain (confidence level: 100%),security.felaguueard.com
url,Lumma Stealer botnet C2 (confidence level: 100%),https://shfsz.xyz/xjda
ip-dst|port,Remcos botnet C2 server (confidence level: 100%),185.149.233.28|2405
domain,Unknown malware botnet C2 domain (confidence level: 100%),zh-imtoken.cn
ip-dst|port,Mirai botnet C2 server (confidence level: 75%),206.123.145.137|523
ip-dst|port,Havoc botnet C2 server (confidence level: 100%),82.66.75.169|443
ip-dst|port,ValleyRAT botnet C2 server (confidence level: 100%),192.140.163.67|8006
url,Formbook botnet C2 (confidence level: 50%),http://www.kf5bb.top/ms14/
ip-dst|port,Unknown RAT botnet C2 server (confidence level: 75%),51.195.123.116|8041
url,Formbook botnet C2 (confidence level: 50%),http://www.pujosa.top/um09/
ip-dst|port,BlackShades botnet C2 server (confidence level: 50%),3.28.207.122|9160
ip-dst|port,Sliver botnet C2 server (confidence level: 100%),185.224.129.217|80
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),64.176.61.71|80
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),98.70.42.229|8080
url,Formbook botnet C2 (confidence level: 50%),http://www.olarisfinance.pro/um09/
ip-dst|port,Havoc botnet C2 server (confidence level: 100%),45.152.84.192|443
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 50%),113.46.198.202|3333
url,Formbook botnet C2 (confidence level: 50%),http://www.riaaccounting.net/ms14/
ip-dst|port,Mirai botnet C2 server (confidence level: 100%),217.60.248.199|38242
domain,NetSupportManager RAT payload delivery domain (confidence level: 100%),sizzlingcareer.com
ip-dst|port,Unknown malware botnet C2 server (confidence level: 50%),85.215.173.240|3333
domain,Unknown Loader payload delivery domain (confidence level: 90%),es-bet365.com
ip-dst|port,Remcos botnet C2 server (confidence level: 100%),2.58.56.75|9321
ip-dst|port,Ghost RAT botnet C2 server (confidence level: 100%),134.122.189.115|14994
domain,Lumma Stealer botnet C2 domain (confidence level: 50%),religxp.top
domain,SMOKEDHAM botnet C2 domain (confidence level: 100%),cdn-web-server1.techserver01.workers.dev
ip-dst|port,AsyncRAT botnet C2 server (confidence level: 100%),128.90.113.160|5000
domain,NetSupportManager RAT payload delivery domain (confidence level: 100%),boxworld.top
ip-dst|port,Sliver botnet C2 server (confidence level: 100%),217.195.153.118|48734
domain,Formbook botnet C2 domain (confidence level: 50%),www.sxzvkf8.xyz
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),116.202.51.148|3333
ip-dst|port,DeimosC2 botnet C2 server (confidence level: 75%),104.194.80.11|443
url,Formbook botnet C2 (confidence level: 50%),http://www.oungandassociatesmusic.net/um09/
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),74.48.78.46|8888
url,Formbook botnet C2 (confidence level: 50%),http://www.66ny5.top/um09/
