Type,Comment,Value
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),47.238.140.204|53
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),47.100.180.123|30035
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),82.29.60.223|80
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),35.231.55.62|443
domain,ClearFake payload delivery domain (confidence level: 75%),www.trinity-group.com
ip-dst|port,Remcos botnet C2 server (confidence level: 100%),190.144.146.90|4020
domain,ClearFake payload delivery domain (confidence level: 75%),tecnicasandinas.com
domain,ClearFake payload delivery domain (confidence level: 75%),acskompozit.com
domain,ClearFake payload delivery domain (confidence level: 75%),www.sivalencia.org
domain,ClearFake payload delivery domain (confidence level: 75%),www.telcoinfinity.com
domain,ClearFake payload delivery domain (confidence level: 75%),www.t3r.sg
domain,Unknown malware botnet C2 domain (confidence level: 90%),1fin.uz
domain,FAKEUPDATES payload delivery domain (confidence level: 80%),abret.org
domain,FAKEUPDATES payload delivery domain (confidence level: 80%),packaging.k-way.com
domain,Unknown malware botnet C2 domain (confidence level: 90%),vaultcord.net
url,Unknown malware botnet C2 (confidence level: 95%),https://soc.ridinggearz.com/iioa7ysfce3tesu2ozxmtsbwfwbl6kufpzh43x0o7cqljudt9imacg8vabaguyxpqzvhacdhnneiqmuni1njfjhgowrczzel0dxvysre6ny8ily7wbw2pk5hd2rlfr9kfpzvgknhm3mgmjbt6/verify
ip-dst|port,Remcos botnet C2 server (confidence level: 100%),45.158.8.193|2404
url,Unknown malware botnet C2 (confidence level: 95%),https://downloadingsoft.top/ummg5on1tycg3nzalvzpnr9wdnuggdc0judmbbaq0q4o6sgavvr57qbferpsoeymgv1zj1bpxhs8hkk9vlpzrxixcb7evfdhkjzy2awcwdqsdyn3i6kiimlykkol4x0cq9tqih5yehpfzw7al/verify
url,Latrodectus payload delivery URL (confidence level: 95%),https://ventureengine.lk/wp-content/plugins/z-downloads/?token=aldlnt6h9wexrgz9uplt
ip-dst|port,AsyncRAT botnet C2 server (confidence level: 100%),186.169.90.226|3030
ip-dst|port,AsyncRAT botnet C2 server (confidence level: 100%),128.90.106.254|2000
ip-dst|port,AsyncRAT botnet C2 server (confidence level: 100%),74.50.120.106|5000
ip-dst|port,AsyncRAT botnet C2 server (confidence level: 100%),74.50.120.106|8888
ip-dst|port,AsyncRAT botnet C2 server (confidence level: 100%),74.50.120.106|2000
ip-dst|port,AsyncRAT botnet C2 server (confidence level: 100%),195.206.234.29|8808
ip-dst|port,AsyncRAT botnet C2 server (confidence level: 100%),51.195.231.115|8808
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),3.225.132.90|7443
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),45.8.114.228|7443
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),34.170.20.83|80
ip-dst|port,Havoc botnet C2 server (confidence level: 100%),170.64.169.87|81
ip-dst|port,Havoc botnet C2 server (confidence level: 100%),146.70.158.85|15443
ip-dst|port,Havoc botnet C2 server (confidence level: 100%),16.171.114.30|443
domain,Havoc botnet C2 domain (confidence level: 100%),webmail.textcentrzdmnewz.xyz
domain,Havoc botnet C2 domain (confidence level: 100%),cpanel.mtpolice077.website
domain,Havoc botnet C2 domain (confidence level: 100%),cpanel.digitalbusineszclub.xyz
domain,Havoc botnet C2 domain (confidence level: 100%),webmail.8761gamesofarts.xyz
domain,Havoc botnet C2 domain (confidence level: 100%),webmail.homeimprovementbloopers.website
domain,Havoc botnet C2 domain (confidence level: 100%),webmail.bestonlinegamez.xyz
domain,Havoc botnet C2 domain (confidence level: 100%),cpanel.bestpotworldzhb.xyz
domain,Havoc botnet C2 domain (confidence level: 100%),cpcontacts.onebusinessportal.website
domain,Havoc botnet C2 domain (confidence level: 100%),cpanel.bsttoolswx.website
domain,Havoc botnet C2 domain (confidence level: 100%),webmail.totopolice031.website
domain,Havoc botnet C2 domain (confidence level: 100%),cpanel.ufatopgames.website
domain,Havoc botnet C2 domain (confidence level: 100%),webdisk.textagenai.xyz
domain,Havoc botnet C2 domain (confidence level: 100%),webdisk.toplavishnewz43.xyz
domain,Havoc botnet C2 domain (confidence level: 100%),webdisk.enjoyufabet.xyz
domain,Havoc botnet C2 domain (confidence level: 100%),cpcalendars.magzineviralzhubz.xyz
domain,Havoc botnet C2 domain (confidence level: 100%),webmail.teamofufabetgames.xyz
domain,Havoc botnet C2 domain (confidence level: 100%),webmail.police-mt077.website
domain,Havoc botnet C2 domain (confidence level: 100%),webmail.businessportal.website
ip-dst|port,Venom RAT botnet C2 server (confidence level: 100%),31.166.229.37|25565
ip-dst|port,Venom RAT botnet C2 server (confidence level: 100%),157.20.182.57|80
ip-dst|port,DCRat botnet C2 server (confidence level: 100%),46.246.4.3|8080
ip-dst|port,Stealc botnet C2 server (confidence level: 100%),89.223.123.31|80
ip-dst|port,MooBot botnet C2 server (confidence level: 100%),160.191.244.78|80
ip-dst|port,BianLian botnet C2 server (confidence level: 100%),142.93.251.139|4188
ip-dst|port,Quasar RAT botnet C2 server (confidence level: 100%),193.124.205.56|350
url,Quasar RAT payload delivery URL (confidence level: 100%),https://pumpcommunity.us
url,Quasar RAT payload delivery URL (confidence level: 100%),https://lnk1man.pages.dev/a.cmd
url,Azorult botnet C2 (confidence level: 100%),http://87.106.100.210:6001/index.php
url,Unknown malware botnet C2 (confidence level: 95%),https://soc.ridinggearz.com/sfgeq7ijienzflhx2ywn0pm9cmi5dqa8zikvr9kt8y8jzum1ngdl4ibutpxvav7talil5xcq1odjbwyu7rsyehbd6rwdsmcpx4lkgkwonqbvjgfzwb3ssgo0vxzferormojo96c1taoegu0krj43bf32c/verify
url,Unknown malware botnet C2 (confidence level: 95%),https://dvw2oc4fr9ulz.cloudfront.net/mzhg7eki09g86x54hgkdjnrbsbznryjta2zohuhs4idvtqgczmctd83zcps1euwzajsisbtrbqxeieobv7rrpup490ofjwlw1foenoxkn6kq2cy8gelmp1ycbxtodc9q2mmp5l3ajnwfvyo3ldyuim/verify
url,Unknown malware botnet C2 (confidence level: 95%),https://dvw2oc4fr9ulz.cloudfront.net/m37egwcirvbachncdy9oqm1irydjivzai5vmdt0uzqji5unjv068erysgxay4wotxpwfz24rgtsbfowg6drtm3nuqrck147fkosdvwoeea92clocnhku5pbza8i01jlsxhzuqtmt3hbw27hbplq9pl/verify
domain,ClearFake payload delivery domain (confidence level: 100%),check.pojon.icu
url,ClearFake payload delivery URL (confidence level: 100%),https://check.pojon.icu/gkcxv.google
url,NetSupportManager RAT payload delivery URL (confidence level: 100%),https://highway-loads.com/update.php
url,NetSupportManager RAT payload delivery URL (confidence level: 100%),https://highway-loads.com/xbe/xbe.vue
sha256,NetSupportManager RAT payload (confidence level: 100%),4fa11681457c9753a8e32fba9874b69a0fe6ef55157bcc21b3bf4063cfdb14f7
sha256,NetSupportManager RAT payload (confidence level: 100%),bee87b367430d764819e0763d8cd7dc6172d0652ff8d4589b72bf06010456b77
ip-dst|port,NetSupportManager RAT botnet C2 server (confidence level: 100%),94.130.132.103|5555
domain,NetSupportManager RAT botnet C2 domain (confidence level: 100%),lordfox11.net
domain,NetSupportManager RAT payload delivery domain (confidence level: 100%),highway-loads.com
url,Unknown malware botnet C2 (confidence level: 95%),https://huguenothundred.org/ps/auth/pmexo5iqwlxx7kiyuf5mjkohv5mtj02qzzuzdv0m68k9nlzuhpc3adttgobsdfsapj3pl2ougyvy1491wdsmompcrwnzx9kyzrsjl48twasotixfncqvvtfegice6pu2reh3fnohc/verify
ip-dst|port,NjRAT botnet C2 server (confidence level: 100%),105.100.228.127|2
ip-dst|port,ValleyRAT botnet C2 server (confidence level: 100%),47.76.197.205|4433
ip-dst|port,SystemBC botnet C2 server (confidence level: 60%),62.60.226.86|80
ip-dst|port,Meterpreter botnet C2 server (confidence level: 100%),110.42.111.128|62443
url,Cobalt Strike botnet C2 (confidence level: 75%),http://110.42.111.128:62443/jssm
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),193.42.60.108|443
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),103.242.15.140|8888
ip-dst|port,AsyncRAT botnet C2 server (confidence level: 100%),194.59.30.173|8808
ip-dst|port,AsyncRAT botnet C2 server (confidence level: 100%),193.142.146.42|6606
ip-dst|port,AsyncRAT botnet C2 server (confidence level: 100%),193.142.146.42|7707
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),102.117.166.115|7443
ip-dst|port,Hook botnet C2 server (confidence level: 100%),196.251.83.134|80
ip-dst|port,Havoc botnet C2 server (confidence level: 100%),201.27.179.219|8081
domain,Havoc botnet C2 domain (confidence level: 100%),webdisk.8761gamesofarts.xyz
domain,Havoc botnet C2 domain (confidence level: 100%),webmail.topdigihub.com
domain,Havoc botnet C2 domain (confidence level: 100%),webdisk.tectotechnologynewzz.xyz
domain,Havoc botnet C2 domain (confidence level: 100%),cpcalendars.gamesfunzartsz.com
domain,Havoc botnet C2 domain (confidence level: 100%),webmail.newzwireread.com
domain,Havoc botnet C2 domain (confidence level: 100%),cpcontacts.toplavishnewz.com
ip-dst|port,DCRat botnet C2 server (confidence level: 100%),179.13.5.203|8010
ip-dst|port,ERMAC botnet C2 server (confidence level: 100%),176.65.137.225|80
ip-dst|port,MooBot botnet C2 server (confidence level: 100%),196.251.88.97|80
domain,ClearFake payload delivery domain (confidence level: 75%),smgroup-kundendienst.de
domain,ClearFake payload delivery domain (confidence level: 75%),www.nurses.my
domain,ClearFake payload delivery domain (confidence level: 75%),schultzauctioneerslandmarkrealty.com
domain,FAKEUPDATES payload delivery domain (confidence level: 80%),xn--tff-sna.no
url,Unknown malware botnet C2 (confidence level: 95%),http://soc.ridinggearz.com/sfgeq7ijienzflhx2ywn0pm9cmi5dqa8zikvr9kt8y8jzum1ngdl4ibutpxvav7talil5xcq1odjbwyu7rsyehbd6rwdsmcpx4lkgkwonqbvjgfzwb3ssgo0vxzferormojo96c1taoegu0krj43bf32c/verify
