Type,Comment,Value
domain,MetaStealer botnet C2 domain (confidence level: 100%),kmkqgkicsusymwgm.xyz
md5,DBatLoader payload (confidence level: 95%),17d5b805622aa2fca821a71e5050c52a
domain,Formbook botnet C2 domain (confidence level: 50%),www.iviral.net
domain,Kimsuky botnet C2 domain (confidence level: 50%),edoc.deponline.p-e.kr
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),1.94.62.205|8090
ip-dst|port,Rhadamanthys botnet C2 server (confidence level: 100%),179.43.182.221|8888
ip-dst|port,ERMAC botnet C2 server (confidence level: 100%),45.94.31.152|80
domain,MetaStealer botnet C2 domain (confidence level: 100%),ecsoawmygqiquacs.xyz
ip-dst|port,SectopRAT botnet C2 server (confidence level: 50%),144.172.94.120|9000
url,Formbook botnet C2 (confidence level: 50%),http://www.clhja897iluhd.xyz/hi07/
domain,MetaStealer botnet C2 domain (confidence level: 100%),ywmcyoyqqckoggig.xyz
ip-dst|port,Quasar RAT botnet C2 server (confidence level: 50%),105.156.234.213|8009
url,Vidar botnet C2 (confidence level: 100%),https://65.109.240.7/
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 50%),154.9.227.175|8808
domain,MetaStealer botnet C2 domain (confidence level: 100%),oemcgmqysmwcecaa.xyz
ip-dst|port,Quasar RAT botnet C2 server (confidence level: 50%),41.143.203.137|9943
domain,MetaStealer botnet C2 domain (confidence level: 100%),wsiycykiugwkwoco.xyz
sha1,NetWire RC payload (confidence level: 95%),24cb833caf155c68d48eb84a6b83eebd30faf0ed
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),51.195.116.146|1337
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 75%),47.109.34.148|443
md5,Unknown malware payload (confidence level: 50%),4a06c0e6bc28b1b7e6b29a76664c413b
ip-dst|port,Quasar RAT botnet C2 server (confidence level: 100%),41.143.203.137|2557
url,Unknown malware payload delivery URL (confidence level: 100%),https://travelkrop.com/capcha/
ip-dst|port,AsyncRAT botnet C2 server (confidence level: 100%),128.90.113.219|2000
domain,MetaStealer botnet C2 domain (confidence level: 100%),geuuiwcqsowukyey.xyz
url,Lumma Stealer botnet C2 (confidence level: 75%),https://orkspy.run/lzao/api
domain,Lumma Stealer botnet C2 domain (confidence level: 50%),punfej.run
ip-dst|port,Quasar RAT botnet C2 server (confidence level: 100%),41.143.207.121|18246
ip-dst|port,Quasar RAT botnet C2 server (confidence level: 100%),41.143.213.119|2375
domain,Unknown Webinject payload delivery domain (confidence level: 100%),security.cloudstwr.com
url,Formbook botnet C2 (confidence level: 50%),http://www.ufarm.net/i26e/
domain,Interlock botnet C2 domain (confidence level: 50%),grupomax-api.marcalgyn.com.br
ip-dst|port,Quasar RAT botnet C2 server (confidence level: 100%),41.143.213.119|20547
url,Lumma Stealer botnet C2 (confidence level: 100%),https://me-overcovtcg.top/juhd
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),125.5.144.27|8443
ip-dst|port,NetSupportManager RAT botnet C2 server (confidence level: 100%),3.101.119.119|16992
ip-dst|port,Rhadamanthys botnet C2 server (confidence level: 100%),179.43.176.5|443
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),162.55.52.191|3334
url,Formbook botnet C2 (confidence level: 50%),http://www.wjlmv.top/o09a/
domain,Formbook botnet C2 domain (confidence level: 50%),www.ccioali.vip
ip-dst|port,Quasar RAT botnet C2 server (confidence level: 100%),31.57.38.63|1533
ip-dst|port,Hook botnet C2 server (confidence level: 100%),121.127.231.163|80
domain,MetaStealer botnet C2 domain (confidence level: 100%),skeegsowcouuqgcy.xyz
domain,XWorm botnet C2 domain (confidence level: 50%),rock-layer.gl.at.ply.gg
domain,Unknown Loader payload delivery domain (confidence level: 90%),e-batvrod.pro
ip-dst|port,ERMAC botnet C2 server (confidence level: 100%),45.207.212.160|8082
ip-dst|port,DarkComet botnet C2 server (confidence level: 50%),41.143.213.119|5500
sha1,ReverseRAT payload (confidence level: 95%),34a00249837885da2191765fd02530774dd0eafc
url,Formbook botnet C2 (confidence level: 50%),http://www.aser-skin-treatment-88304.bond/s01s/
ip-dst|port,Quasar RAT botnet C2 server (confidence level: 100%),196.64.212.113|631
domain,Formbook botnet C2 domain (confidence level: 50%),www.w2zf.cyou
ip-dst|port,Sliver botnet C2 server (confidence level: 100%),8.134.212.93|41620
domain,AsyncRAT botnet C2 domain (confidence level: 50%),skynetx2025.accesscam.org
domain,MetaStealer botnet C2 domain (confidence level: 100%),cgeemscyammyaosw.xyz
domain,MetaStealer botnet C2 domain (confidence level: 100%),auwwcoyswekscosw.xyz
ip-dst|port,AsyncRAT botnet C2 server (confidence level: 100%),196.251.71.144|8808
url,Lumma Stealer botnet C2 (confidence level: 100%),https://ujackthyfuc.run/xpas
domain,MetaStealer botnet C2 domain (confidence level: 100%),sqsocecikyikmacw.xyz
url,Formbook botnet C2 (confidence level: 50%),http://www.inchen0424.top/d26m/
ip-dst|port,XWorm botnet C2 server (confidence level: 100%),45.207.196.26|1818
domain,Remcos botnet C2 domain (confidence level: 50%),mxsuname.gotdns.ch
ip-dst|port,QakBot botnet C2 server (confidence level: 75%),216.152.186.249|443
ip-dst|port,DCRat botnet C2 server (confidence level: 100%),31.58.58.26|7777
url,DCRat botnet C2 (confidence level: 100%),http://a1137989.xsph.ru/57a66bf1.php
domain,Lumma Stealer botnet C2 domain (confidence level: 100%),sitemaps.fedor-turin.ru
domain,MetaStealer botnet C2 domain (confidence level: 100%),aaweaoiegiokeaae.xyz
domain,Formbook botnet C2 domain (confidence level: 50%),www.parewheel.shop
ip-dst|port,NjRAT botnet C2 server (confidence level: 75%),147.185.221.28|57330
domain,Lumma Stealer botnet C2 domain (confidence level: 50%),epsvy.top
domain,MetaStealer botnet C2 domain (confidence level: 100%),oiycyywccwgcoqqq.xyz
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),201.18.212.142|4443
ip-dst|port,Quasar RAT botnet C2 server (confidence level: 100%),203.159.90.98|3330
ip-dst|port,Quasar RAT botnet C2 server (confidence level: 100%),94.156.115.95|4782
ip-dst|port,Quasar RAT botnet C2 server (confidence level: 100%),196.64.212.113|63281
domain,Formbook botnet C2 domain (confidence level: 50%),www.76av124cg.buzz
domain,Interlock botnet C2 domain (confidence level: 50%),assets-msn-ds.live
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),3.99.159.196|443
domain,Latrodectus botnet C2 domain (confidence level: 100%),prot12-05.com
url,DCRat botnet C2 (confidence level: 100%),http://223451cm.nyashvibe.ru/windowslocaltemporary.php
domain,MetaStealer botnet C2 domain (confidence level: 100%),wmmyyykayowoykym.xyz
ip-dst|port,DeimosC2 botnet C2 server (confidence level: 75%),144.24.73.175|443
domain,Quasar RAT botnet C2 domain (confidence level: 100%),africa-manufacturing.gl.at.ply.gg
domain,Lumma Stealer botnet C2 domain (confidence level: 100%),vladimir-nabokov.ru
url,Formbook botnet C2 (confidence level: 50%),http://www.470fv.top/i26e/
ip-dst|port,DarkComet botnet C2 server (confidence level: 100%),154.194.35.243|8636
domain,Formbook botnet C2 domain (confidence level: 50%),www.atherine-racette.net
