Type,Comment,Value
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 50%),124.243.178.144|8082
domain,Cobalt Strike botnet C2 domain (confidence level: 50%),chat.svc.pics
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),206.189.245.178|8080
sha256,AMOS payload (confidence level: 100%),7828303ba8c0cd6094fde0a63819af9cb843f3c71287bbd066f7174cc1373553
domain,Unknown Webinject credit card skimming domain (confidence level: 100%),carefulmetriks.top
url,Formbook botnet C2 (confidence level: 50%),http://www.linebeauty.shop/kk14/
domain,Lumma Stealer botnet C2 domain (confidence level: 50%),bariysf.live
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),129.211.169.198|8888
ip-dst|port,MimiKatz botnet C2 server (confidence level: 100%),217.16.19.18|8080
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),154.37.214.23|60000
sha256,AMOS payload (confidence level: 100%),321d9bfe6eaa1d170e545e606e566735f3dc7e19f5a45b3283ec44089a186ca1
url,FAKEUPDATES botnet C2 (confidence level: 100%),https://photo.suziestuder.com/viewdashboard
domain,Remcos botnet C2 domain (confidence level: 100%),www.ferrylin.com
ip-dst|port,NetSupportManager RAT botnet C2 server (confidence level: 100%),93.198.190.245|81
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),3.27.190.234|7443
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),107.175.158.208|443
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),106.14.25.74|8888
ip-dst|port,MimiKatz botnet C2 server (confidence level: 100%),5.78.84.144|8000
ip-dst|port,DeimosC2 botnet C2 server (confidence level: 75%),213.120.32.5|8080
domain,Quasar RAT botnet C2 domain (confidence level: 100%),if-definition.gl.at.ply.gg
ip-dst|port,NetSupportManager RAT botnet C2 server (confidence level: 50%),5.205.207.203|6001
domain,Formbook botnet C2 domain (confidence level: 50%),www.andajagomakan.sbs
url,ACR Stealer botnet C2 (confidence level: 100%),https://b1.encountergulf.world/up/f
sha256,AMOS payload (confidence level: 100%),16419588fe2c47c010b0823c7cba62dbc58838cad4443c9407ac16e25fa2371b
domain,Lumma Stealer botnet C2 domain (confidence level: 50%),wrapupcrcs.digital
