Type,Comment,Value
domain,MetaStealer botnet C2 domain (confidence level: 100%),imsweqmucywwiqus.xyz
domain,MetaStealer botnet C2 domain (confidence level: 100%),oykywkokswkgwgyq.xyz
domain,SideWinder botnet C2 domain (confidence level: 100%),advisory.army-govbd.info
domain,MetaStealer botnet C2 domain (confidence level: 100%),imwwmkcoswyeewco.xyz
ip-dst|port,AsyncRAT botnet C2 server (confidence level: 100%),128.90.106.188|4000
ip-dst|port,NetSupportManager RAT botnet C2 server (confidence level: 100%),3.25.173.186|82
ip-dst|port,Mirai botnet C2 server (confidence level: 75%),64.89.240.171|1311
domain,BumbleBee botnet C2 domain (confidence level: 100%),ozcnvx0ttby2y.life
url,Lumma Stealer botnet C2 (confidence level: 100%),https://0araucahkbm.live/baneb
domain,BumbleBee botnet C2 domain (confidence level: 100%),oi27t509pny.life
domain,MetaStealer botnet C2 domain (confidence level: 100%),seayossqwgisqyiu.xyz
domain,Cobalt Strike botnet C2 domain (confidence level: 75%),asusupdateserver.asuscomm.com
ip-dst|port,Remcos botnet C2 server (confidence level: 75%),196.251.84.214|8000
domain,Formbook botnet C2 domain (confidence level: 50%),www.lainfacedproductions.xyz
sha256,NetWire RC payload (confidence level: 95%),26c2d341b16807d23201b058f187e44c10e38090b37f6fb43a4593bea51aadca
ip-dst|port,XWorm botnet C2 server (confidence level: 100%),196.251.80.4|4999
domain,MetaStealer botnet C2 domain (confidence level: 100%),oycqyukugwcgsmcc.xyz
domain,Glupteba botnet C2 domain (confidence level: 50%),server2.cdneurops.health
domain,ClearFake payload delivery domain (confidence level: 100%),jodob.run
domain,MetaStealer botnet C2 domain (confidence level: 100%),eewsqmwyawyeeaou.xyz
sha256,DCRat payload (confidence level: 95%),c43c36331895be9c8dbc41b1993144c13953b10399423b013587bd7c5afe4279
ip-dst|port,Quasar RAT botnet C2 server (confidence level: 100%),105.156.224.14|51094
domain,MetaStealer botnet C2 domain (confidence level: 100%),yssmcayyaokiwesa.xyz
domain,MetaStealer botnet C2 domain (confidence level: 100%),yqemymskmwqcgmae.xyz
url,MimiKatz payload delivery URL (confidence level: 50%),http://172.171.241.227:8787/
domain,BumbleBee botnet C2 domain (confidence level: 100%),p1p97dov.life
ip-dst|port,NjRAT botnet C2 server (confidence level: 100%),147.185.221.24|59935
domain,NjRAT botnet C2 domain (confidence level: 100%),abdelghani12.ddns.net
ip-dst|port,Unknown malware botnet C2 server (confidence level: 50%),100.29.177.149|3333
domain,MetaStealer botnet C2 domain (confidence level: 100%),ukuiywmkmgmkgmgy.xyz
md5,AsyncRAT payload (confidence level: 95%),4252188da5a4c0e6a3e6cea13885ac9f
domain,MetaStealer botnet C2 domain (confidence level: 100%),ecuyiwcismosumae.xyz
domain,Orcus RAT botnet C2 domain (confidence level: 50%),ext.voxyii.online
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),149.88.71.241|80
domain,MetaStealer botnet C2 domain (confidence level: 100%),sggwosiesaggoegc.xyz
sha1,Quasar RAT payload (confidence level: 95%),86198c7093edfc9a52ffa598f8bd231de8a5aec8
domain,MetaStealer botnet C2 domain (confidence level: 100%),koyeyiumymumggag.xyz
ip-dst|port,Mirai botnet C2 server (confidence level: 75%),143.110.176.223|1311
domain,MetaStealer botnet C2 domain (confidence level: 100%),gymymykccmaqceuw.xyz
ip-dst|port,NetSupportManager RAT botnet C2 server (confidence level: 100%),52.195.168.77|503
url,Lumma Stealer botnet C2 (confidence level: 100%),https://tidalqhbf.live/ybbt
ip-dst|port,Sliver botnet C2 server (confidence level: 50%),54.252.215.88|31337
ip-dst|port,Hook botnet C2 server (confidence level: 100%),176.65.141.72|8089
url,AsyncRAT botnet C2 (confidence level: 100%),https://api.telegram.org/bot7478550442:aaffrjvuksvqtqxd68jniel-6ltquioajxw/sendmessage
domain,MetaStealer botnet C2 domain (confidence level: 100%),ecuwmcywuygmkkqk.xyz
domain,MetaStealer botnet C2 domain (confidence level: 100%),eigkscceomecucim.xyz
domain,BumbleBee botnet C2 domain (confidence level: 100%),s6vxyh1rklr.life
ip-dst|port,Mirai botnet C2 server (confidence level: 75%),64.89.244.172|1311
url,Unknown malware botnet C2 (confidence level: 50%),http://45.192.164.238:8888/supershell/login
url,FAKEUPDATES payload delivery URL (confidence level: 100%),https://packedbrick.com/ib4zuemtzfv831zg2hsjrlsntuq8fj6q0-jabcv4v6g
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 50%),47.109.177.97|3333
domain,MetaStealer botnet C2 domain (confidence level: 100%),oywwyseaeqowesyy.xyz
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 75%),8.153.204.140|443
url,Lumma Stealer botnet C2 (confidence level: 75%),https://wa8btcgeared.live/lbak
domain,Unknown malware botnet C2 domain (confidence level: 100%),ok.rnidwayrentafence.com
sha256,Colony payload (confidence level: 95%),23834e45fd6694c22a37549837d00819290d9643602f87d67cb43b15f8f86638
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),81.0.247.170|443
url,SmokeLoader botnet C2 (confidence level: 50%),http://serverlogs295.xyz/statweb255/index.php
domain,MetaStealer botnet C2 domain (confidence level: 100%),ukgyiocqyaywoiuk.xyz
domain,MetaStealer botnet C2 domain (confidence level: 100%),sgyowycgmyguqmim.xyz
domain,MetaStealer botnet C2 domain (confidence level: 100%),ggkkiagqaqkyscgs.xyz
domain,BumbleBee botnet C2 domain (confidence level: 100%),i4hmyqc1p69.life
url,Lumma Stealer botnet C2 (confidence level: 75%),https://xfeaturlyin.top/pdal
ip-dst|port,Meterpreter botnet C2 server (confidence level: 75%),13.80.96.182|9991
domain,MetaStealer botnet C2 domain (confidence level: 100%),ouaomqcscyqqeeqe.xyz
ip-dst|port,Remcos botnet C2 server (confidence level: 100%),62.60.226.190|41113
url,DCRat botnet C2 (confidence level: 100%),http://zaoasderfdsxesdzx.mygamesonline.org/vmcpuprocessormultibaseuniversaltrack.php
ip-dst|port,Quasar RAT botnet C2 server (confidence level: 100%),105.156.224.14|60902
domain,MetaStealer botnet C2 domain (confidence level: 100%),secuwgccyiiskgec.xyz
ip-dst|port,MooBot botnet C2 server (confidence level: 75%),103.77.241.3|2023
domain,Unknown Loader payload delivery domain (confidence level: 90%),koinly-en.com
domain,Quasar RAT botnet C2 domain (confidence level: 100%),meooow.su
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 75%),193.188.23.150|443
ip-dst|port,Mirai botnet C2 server (confidence level: 75%),185.128.170.71|1311
domain,MetaStealer botnet C2 domain (confidence level: 100%),uksgoksyqqsyeyie.xyz
ip-dst|port,Chaos botnet C2 server (confidence level: 100%),120.26.48.72|54681
domain,Havoc botnet C2 domain (confidence level: 100%),www.buyofferproduct.store
domain,MetaStealer botnet C2 domain (confidence level: 100%),oweoeokuoeocycgw.xyz
sha1,Akira payload (confidence level: 95%),4fb90cbf26a97967ee01a0bbe8462d2f51c09c68
domain,Glupteba botnet C2 domain (confidence level: 50%),server10.cdneurops.health
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),93.95.230.53|7443
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),52.210.91.186|443
domain,BumbleBee botnet C2 domain (confidence level: 100%),oh1l9b4xtvz8p.life
domain,MetaStealer botnet C2 domain (confidence level: 100%),cygmiawikecmoumg.xyz
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 75%),172.104.143.142|443
domain,MetaStealer botnet C2 domain (confidence level: 100%),yqsugiyqmcecwayo.xyz
ip-dst|port,NetSupportManager RAT botnet C2 server (confidence level: 50%),51.52.92.243|6102
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 50%),106.15.127.125|50050
ip-dst|port,Quasar RAT botnet C2 server (confidence level: 100%),160.178.210.175|56699
domain,MetaStealer botnet C2 domain (confidence level: 100%),ikweuuwwoweuwymo.xyz
ip-dst|port,MimiKatz botnet C2 server (confidence level: 100%),78.40.219.126|8000
url,Satacom botnet C2 (confidence level: 100%),http://baleturn.com/front.php
domain,Cobalt Strike botnet C2 domain (confidence level: 100%),clfront-eu832.com
ip-dst|port,NetSupportManager RAT botnet C2 server (confidence level: 100%),18.133.246.144|1244
domain,XWorm botnet C2 domain (confidence level: 100%),unknowwealth2025.duckdns.org
ip-dst|port,Quasar RAT botnet C2 server (confidence level: 50%),196.89.136.52|55443
domain,MetaStealer botnet C2 domain (confidence level: 100%),yqiokymswakaqgku.xyz
ip-dst|port,Quasar RAT botnet C2 server (confidence level: 100%),160.178.210.175|31977
url,Lumma Stealer botnet C2 (confidence level: 75%),https://xvorjinalecza.net/lxaz
domain,MetaStealer botnet C2 domain (confidence level: 100%),mskcgicewuuocyke.xyz
domain,MetaStealer botnet C2 domain (confidence level: 100%),immmsocswuyeussm.xyz
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 75%),13.218.104.66|443
domain,MetaStealer botnet C2 domain (confidence level: 100%),qcugcmkeoquyuiig.xyz
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),47.109.190.151|80
domain,BumbleBee botnet C2 domain (confidence level: 100%),v902jykbi8igy.life
ip-dst|port,Quasar RAT botnet C2 server (confidence level: 100%),105.156.224.14|37781
domain,MetaStealer botnet C2 domain (confidence level: 100%),cagiumkumoauwugi.xyz
url,Lumma Stealer botnet C2 (confidence level: 100%),https://yfeaturlyin.top/pdal
url,Formbook botnet C2 (confidence level: 50%),http://www.0929.locker/o82h/
domain,Lumma Stealer botnet C2 domain (confidence level: 50%),lemurz.digital
ip-dst|port,Quasar RAT botnet C2 server (confidence level: 100%),196.64.213.21|5364
domain,ClearFake payload delivery domain (confidence level: 100%),neguh.run
ip-dst|port,AsyncRAT botnet C2 server (confidence level: 100%),184.90.251.249|4455
domain,MetaStealer botnet C2 domain (confidence level: 100%),koosauuaoqusukui.xyz
domain,MetaStealer botnet C2 domain (confidence level: 100%),qaumwiqeqkqaeasm.xyz
sha1,Luca Stealer payload (confidence level: 95%),7fb0bc6aeb0847031015c046f7384901c3d2112d
ip-dst|port,Tofsee botnet C2 server (confidence level: 100%),180.178.189.3|418
domain,AsyncRAT botnet C2 domain (confidence level: 100%),january-proposal.gl.at.ply.gg
domain,MetaStealer botnet C2 domain (confidence level: 100%),aumsqmwgyogismea.xyz
ip-dst|port,Sliver botnet C2 server (confidence level: 100%),34.45.231.202|443
ip-dst|port,XWorm botnet C2 server (confidence level: 100%),176.65.134.55|7000
domain,MetaStealer botnet C2 domain (confidence level: 100%),oyccuesyuwcoqmcs.xyz
domain,Glupteba botnet C2 domain (confidence level: 50%),server4.statsexplorer.org
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),3.145.74.158|8080
url,NetSupportManager RAT payload delivery URL (confidence level: 100%),https://medthermography.com/lebu.zip
domain,MetaStealer botnet C2 domain (confidence level: 100%),uksewkgwskiqikqw.xyz
ip-dst|port,Sliver botnet C2 server (confidence level: 100%),77.221.158.154|31999
md5,Cobalt Strike payload (confidence level: 95%),e865f60a461c74454ba80715da8cc8d9
domain,MetaStealer botnet C2 domain (confidence level: 100%),cackaywmqcoiyuqa.xyz
domain,Remcos botnet C2 domain (confidence level: 100%),anuel123.kozow.com
domain,Unknown Loader payload delivery domain (confidence level: 90%),wasabiwallet.pw
domain,MetaStealer botnet C2 domain (confidence level: 100%),ikuoyiokiicoigem.xyz
domain,MetaStealer botnet C2 domain (confidence level: 100%),yqkgqoweiuesakke.xyz
ip-dst|port,Quasar RAT botnet C2 server (confidence level: 100%),160.178.210.175|10000
domain,MetaStealer botnet C2 domain (confidence level: 100%),giisuassaemqqoau.xyz
md5,Mars Stealer payload (confidence level: 95%),a0ac458279ad8acd2e85ca8e6bcfbfc2
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),92.36.141.43|8080
ip-dst|port,Aurotun Stealer botnet C2 server (confidence level: 100%),83.217.208.77|7712
domain,MetaStealer botnet C2 domain (confidence level: 100%),giwqmigaqosauyyy.xyz
ip-dst|port,Quasar RAT botnet C2 server (confidence level: 100%),196.206.67.187|21
ip-dst|port,Remcos botnet C2 server (confidence level: 100%),144.172.94.163|2427
ip-dst|port,NetSupportManager RAT botnet C2 server (confidence level: 100%),35.182.236.183|2403
ip-dst|port,Remcos botnet C2 server (confidence level: 100%),198.55.102.44|2404
ip-dst|port,Mirai botnet C2 server (confidence level: 75%),38.60.216.187|3778
domain,MetaStealer botnet C2 domain (confidence level: 100%),awsiceuekemmuqso.xyz
ip-dst|port,Venom RAT botnet C2 server (confidence level: 100%),193.233.113.35|4449
url,NetSupportManager RAT payload delivery URL (confidence level: 100%),https://avodaride.top/lva/ddas.php
domain,ClearFake payload delivery domain (confidence level: 100%),wejic.press
domain,Unknown Loader payload delivery domain (confidence level: 90%),ion-login.com
domain,MetaStealer botnet C2 domain (confidence level: 100%),oymsqwmkymoyoqag.xyz
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),1.94.237.94|13333
domain,MetaStealer botnet C2 domain (confidence level: 100%),ecaksueqkuiygeeg.xyz
url,Lumma Stealer botnet C2 (confidence level: 75%),https://medicalbitkisel.org/mbj
domain,MetaStealer botnet C2 domain (confidence level: 100%),yqykkmwaucowoowy.xyz
domain,MetaStealer botnet C2 domain (confidence level: 100%),oygsiweuswqiaskc.xyz
ip-dst|port,Sliver botnet C2 server (confidence level: 75%),60.205.227.255|33063
md5,Remcos payload (confidence level: 95%),1c51fe759d1e211ae4a3d448b5c3bd22
domain,MetaStealer botnet C2 domain (confidence level: 100%),muomamqcikcsysgs.xyz
sha1,NjRAT payload (confidence level: 95%),08860c73177760b0066e606e5d72301e7bb3042b
sha256,NimGrabber payload (confidence level: 95%),8453b3ac669bc4b733dda13643d3bb9b77ab956ac5a6f3941abb605c4ee6afd2
url,Lumma Stealer botnet C2 (confidence level: 75%),https://cladwybn.digital/pts
domain,MetaStealer botnet C2 domain (confidence level: 100%),ysommyayqeemiqwu.xyz
domain,Unknown malware botnet C2 domain (confidence level: 100%),csp.rnidwayrentafence.com
domain,Lumma Stealer botnet C2 domain (confidence level: 100%),kizscs.digital
domain,MetaStealer botnet C2 domain (confidence level: 100%),mugiooiimoguaeiy.xyz
domain,MetaStealer botnet C2 domain (confidence level: 100%),ysyksuaussukggem.xyz
ip-dst|port,NjRAT botnet C2 server (confidence level: 75%),193.161.193.99|37068
domain,MetaStealer botnet C2 domain (confidence level: 100%),caecucciaqokqcuc.xyz
domain,MetaStealer botnet C2 domain (confidence level: 100%),qaesowcuusaggiac.xyz
domain,MetaStealer botnet C2 domain (confidence level: 100%),gimyqiyckikqkeec.xyz
ip-dst|port,Quasar RAT botnet C2 server (confidence level: 100%),160.178.210.175|4444
ip-dst|port,QakBot botnet C2 server (confidence level: 75%),189.140.41.58|443
sha1,ValleyRAT payload (confidence level: 95%),5ed35a5b958f27ed88bd9daba4852ad34fb92618
ip-dst|port,Sliver botnet C2 server (confidence level: 90%),3.236.12.85|443
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 50%),43.156.57.179|80
domain,BumbleBee botnet C2 domain (confidence level: 100%),vh2tvpez98d8d.life
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 75%),1.95.44.29|2083
domain,BumbleBee botnet C2 domain (confidence level: 100%),m3j4htyodnu.life
domain,BumbleBee botnet C2 domain (confidence level: 100%),vdnizm8lcke.life
ip-dst|port,Remcos botnet C2 server (confidence level: 100%),191.96.207.235|2404
url,Lumma Stealer botnet C2 (confidence level: 100%),https://5easterxeen.run/zavc
url,Lumma Stealer botnet C2 (confidence level: 75%),https://cblackljjwc.run/banj
url,Lumma Stealer botnet C2 (confidence level: 75%),https://0zenithcorde.top/auid
ip-dst|port,AsyncRAT botnet C2 server (confidence level: 100%),91.215.202.4|4449
md5,Unknown malware payload (confidence level: 50%),84f0e1faa47023511c2d9fec8f90337c
domain,BumbleBee botnet C2 domain (confidence level: 100%),mkukt01x9tzjq.life
ip-dst|port,Quasar RAT botnet C2 server (confidence level: 100%),105.158.173.211|58603
domain,MetaStealer botnet C2 domain (confidence level: 100%),yqeaaogccwceomog.xyz
domain,MetaStealer botnet C2 domain (confidence level: 100%),qaqyykigmyqswsyk.xyz
domain,FAKEUPDATES payload delivery domain (confidence level: 100%),108zhao.shop
domain,BumbleBee botnet C2 domain (confidence level: 100%),b9dsvlk8f23.life
domain,MetaStealer botnet C2 domain (confidence level: 100%),kossmuekemwiukuk.xyz
url,SmokeLoader botnet C2 (confidence level: 50%),http://servblog475.cfd/statweb255/index.php
ip-dst|port,Mirai botnet C2 server (confidence level: 100%),77.232.38.204|37215
ip-dst|port,Tofsee botnet C2 server (confidence level: 100%),88.214.50.26|419
sha256,AsyncRAT payload (confidence level: 95%),542058b1c29cf054002dd871e02e4f025f5975ea63ec7fd80e9d297590d74bdc
ip-dst|port,Ghost RAT botnet C2 server (confidence level: 50%),23.249.29.124|14994
md5,KrakenKeylogger payload (confidence level: 95%),4bc028936f6fb045732bfde21cc1b275
sha1,ValleyRAT payload (confidence level: 95%),ad706cba87103cdb468e1357e1b36bc23e8d8c70
domain,MetaStealer botnet C2 domain (confidence level: 100%),mscaeoosgmesyyaw.xyz
domain,MetaStealer botnet C2 domain (confidence level: 100%),auseagooeqcogkwm.xyz
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),198.44.168.41|8081
domain,MetaStealer botnet C2 domain (confidence level: 100%),kogsqggugwwgeoii.xyz
domain,MetaStealer botnet C2 domain (confidence level: 100%),wyyqskemagwqsoso.xyz
ip-dst|port,XWorm botnet C2 server (confidence level: 100%),94.111.48.173|443
domain,AsyncRAT botnet C2 domain (confidence level: 100%),denemescprittt.com
domain,MetaStealer botnet C2 domain (confidence level: 100%),auccsugycesmagms.xyz
domain,Unknown Loader payload delivery domain (confidence level: 90%),web-chatgpt.com
domain,AsyncRAT botnet C2 domain (confidence level: 100%),px01nathan.duckdns.org
domain,AsyncRAT botnet C2 domain (confidence level: 100%),kriptic.duckdns.org
domain,MetaStealer botnet C2 domain (confidence level: 100%),imuwkegcggwwekaa.xyz
url,Lumma Stealer botnet C2 (confidence level: 75%),https://tlaminaflbx.shop/twoq
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),108.61.171.130|3333
domain,Quasar RAT botnet C2 domain (confidence level: 50%),haroborobo971-30110.portmap.host
ip-dst|port,Rhadamanthys botnet C2 server (confidence level: 100%),45.153.34.147|19000
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 50%),154.8.233.224|8081
domain,ClearFake payload delivery domain (confidence level: 100%),mygar.run
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 75%),43.140.243.146|443
ip-dst|port,Unknown malware botnet C2 server (confidence level: 50%),47.120.38.173|3333
md5,Unknown malware payload (confidence level: 50%),8b955eb8d1ecf61dbe4486de14f9e751
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 75%),1.95.8.175|8001
ip-dst|port,Chaos botnet C2 server (confidence level: 100%),121.9.235.32|54681
url,FAKEUPDATES payload delivery URL (confidence level: 100%),https://alapige.com/js.php
domain,MetaStealer botnet C2 domain (confidence level: 100%),muqcwukcwueyoyao.xyz
ip-dst|port,QakBot botnet C2 server (confidence level: 100%),154.247.240.8|443
ip-dst|port,MimiKatz botnet C2 server (confidence level: 100%),85.9.197.156|8080
ip-dst|port,DeimosC2 botnet C2 server (confidence level: 75%),163.181.72.106|4506
domain,MetaStealer botnet C2 domain (confidence level: 100%),wosgqquscmsosekc.xyz
domain,MetaStealer botnet C2 domain (confidence level: 100%),cywgaemackckasqk.xyz
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),38.249.110.250|7443
domain,MetaStealer botnet C2 domain (confidence level: 100%),ukgiwwqugqkuiaoq.xyz
domain,MetaStealer botnet C2 domain (confidence level: 100%),awasougcyouqseqw.xyz
domain,MetaStealer botnet C2 domain (confidence level: 100%),cyiwiwoeomciqgma.xyz
md5,Unknown malware payload (confidence level: 50%),d6aa5a4c2a5585aab22bc8b65bafd8b2
url,Lumma Stealer botnet C2 (confidence level: 100%),https://j7bearjk.live/benj
ip-dst|port,XWorm botnet C2 server (confidence level: 100%),108.181.199.16|7000
domain,MetaStealer botnet C2 domain (confidence level: 100%),uuiwcwiwymomyiuk.xyz
ip-dst|port,Mirai botnet C2 server (confidence level: 75%),195.91.206.60|1311
domain,MetaStealer botnet C2 domain (confidence level: 100%),ggmqayeguscwcsmq.xyz
md5,Agent Tesla payload (confidence level: 95%),e566ddd8721a79241ef3fc064856be2e
domain,MetaStealer botnet C2 domain (confidence level: 100%),cawyykewqmikqoys.xyz
ip-dst|port,NetSupportManager RAT botnet C2 server (confidence level: 50%),13.124.201.190|11
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 75%),49.0.246.64|443
url,Lumma Stealer botnet C2 (confidence level: 75%),https://gorijinalecza.org/jub
domain,MetaStealer botnet C2 domain (confidence level: 100%),ukwusumyauqoaega.xyz
ip-dst|port,Quasar RAT botnet C2 server (confidence level: 100%),160.178.56.90|36197
domain,MetaStealer botnet C2 domain (confidence level: 100%),eekimwsoycqsqaui.xyz
domain,MetaStealer botnet C2 domain (confidence level: 100%),wmiuamycwyksaowo.xyz
domain,Unknown malware payload delivery domain (confidence level: 100%),verilication-proccess.com
url,Lumma Stealer botnet C2 (confidence level: 75%),https://82jackthyfuc.run/xpas
ip-dst|port,Quasar RAT botnet C2 server (confidence level: 100%),160.178.210.175|14128
sha256,Formbook payload (confidence level: 95%),82e071c303d7e0b368e16b95de87b1eb29a52445aca115eddddd6097843cde45
ip-dst|port,Kimsuky botnet C2 server (confidence level: 50%),27.102.138.156|80
domain,MetaStealer botnet C2 domain (confidence level: 100%),kqkcqqosgkgwaiyy.xyz
sha256,NimGrabber payload (confidence level: 95%),92157f11be0dd49d07b0ef671b5a61b168f167cb0105af08520fa0ea246541ab
domain,Unknown Loader botnet C2 domain (confidence level: 100%),kissfinger.xyz
domain,MetaStealer botnet C2 domain (confidence level: 100%),cyqasowwgeqqowgq.xyz
url,Lumma Stealer botnet C2 (confidence level: 100%),https://maximusw.live/yiowo
domain,MetaStealer botnet C2 domain (confidence level: 100%),ikkkoimismaygqem.xyz
md5,Unknown malware payload (confidence level: 50%),3cbcb76033543d86804985c0c3384dc6
domain,XWorm botnet C2 domain (confidence level: 50%),w-gtk.gl.at.ply.gg
domain,MetaStealer botnet C2 domain (confidence level: 100%),woswmoqammqykegk.xyz
url,Lumma Stealer botnet C2 (confidence level: 100%),https://horijinalecza.net/kazd
