Type,Comment,Value
domain,ClearFake payload delivery domain (confidence level: 100%),check.wuhav.icu
url,Unknown malware botnet C2 (confidence level: 100%),http://161.248.87.243:8888/supershell/login/
domain,Lumma Stealer botnet C2 domain (confidence level: 75%),mildpacewp.today
domain,Lumma Stealer botnet C2 domain (confidence level: 75%),subawhipnator.life
url,Lumma Stealer botnet C2 (confidence level: 100%),https://mildpacewp.today/api
url,Lumma Stealer payload delivery URL (confidence level: 75%),https://mizo.dorklifedubbed.shop/bdc2be5bddda548dec3c2d88464a698627ac9447aae621d8.wks
url,Hook botnet C2 (confidence level: 100%),http://167.71.76.68:80
url,Hook botnet C2 (confidence level: 100%),http://176.65.134.52:80
url,Hook botnet C2 (confidence level: 100%),http://98.70.54.204:80
url,Hook botnet C2 (confidence level: 100%),https://92.255.85.21:45051
url,Hook botnet C2 (confidence level: 100%),https://185.147.124.227:45051
domain,Lumma Stealer botnet C2 domain (confidence level: 100%),disastecouse.live
domain,Lumma Stealer botnet C2 domain (confidence level: 100%),thinkbettersoul.live
domain,Lumma Stealer botnet C2 domain (confidence level: 100%),dilutedlikel.bet
domain,Lumma Stealer botnet C2 domain (confidence level: 100%),sellroofed.bet
domain,Lumma Stealer botnet C2 domain (confidence level: 100%),billesafed.life
domain,Lumma Stealer botnet C2 domain (confidence level: 100%),lgkitstart.life
domain,Lumma Stealer botnet C2 domain (confidence level: 100%),passwodbroked.life
domain,Lumma Stealer botnet C2 domain (confidence level: 100%),cancepatrok.today
domain,Lumma Stealer botnet C2 domain (confidence level: 100%),conceived.today
domain,Lumma Stealer botnet C2 domain (confidence level: 100%),marathinwulke.today
domain,Lumma Stealer botnet C2 domain (confidence level: 100%),ethnicracker.top
domain,Lumma Stealer botnet C2 domain (confidence level: 100%),ferilwk2301.top
domain,Lumma Stealer botnet C2 domain (confidence level: 100%),horizonedcream.top
domain,Lumma Stealer botnet C2 domain (confidence level: 100%),praisednette.top
url,Coper botnet C2 (confidence level: 100%),https://karakacan3435.com/zjq2njg0mwjjnge0/
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),142.54.181.50|80
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),107.174.39.161|4444
ip-dst|port,Remcos botnet C2 server (confidence level: 100%),147.124.215.24|2535
ip-dst|port,Sliver botnet C2 server (confidence level: 100%),165.154.230.180|2083
ip-dst|port,Sliver botnet C2 server (confidence level: 100%),101.32.7.104|80
domain,Lumma Stealer botnet C2 domain (confidence level: 100%),blissfttulmoments.top
domain,Havoc botnet C2 domain (confidence level: 100%),webdisk.homeaddition.website
domain,Havoc botnet C2 domain (confidence level: 100%),cpcontacts.shakdmisab.xyz
domain,Havoc botnet C2 domain (confidence level: 100%),cpcalendars.generalztipsal.xyz
domain,Havoc botnet C2 domain (confidence level: 100%),webdisk.topthounds1.xyz
domain,Havoc botnet C2 domain (confidence level: 100%),cpcontacts.gameswithufabet.xyz
domain,Havoc botnet C2 domain (confidence level: 100%),webmail.10bestgamesofufabet.xyz
domain,Havoc botnet C2 domain (confidence level: 100%),cpcalendars.toptechnewz11.xyz
domain,Havoc botnet C2 domain (confidence level: 100%),webmail.totogames1network.xyz
domain,Havoc botnet C2 domain (confidence level: 100%),webmail.onebusinessportal.website
domain,Havoc botnet C2 domain (confidence level: 100%),webdisk.toriters7.xyz
domain,Havoc botnet C2 domain (confidence level: 100%),cpcalendars.homeimprovementbloopers.xyz
domain,Havoc botnet C2 domain (confidence level: 100%),cpcontacts.topthounds1.xyz
domain,Havoc botnet C2 domain (confidence level: 100%),webdisk.superbbusiness.xyz
domain,Havoc botnet C2 domain (confidence level: 100%),cpanel.fstnewmedia.xyz
domain,Havoc botnet C2 domain (confidence level: 100%),webdisk.levelfrstdm.xyz
domain,Havoc botnet C2 domain (confidence level: 100%),cpcalendars.start7pros.xyz
domain,Havoc botnet C2 domain (confidence level: 100%),webdisk.topgadgettechnewz1.xyz
domain,Havoc botnet C2 domain (confidence level: 100%),webdisk.fivetopbusiness.xyz
domain,Havoc botnet C2 domain (confidence level: 100%),cpcalendars.fashionsforts.website
domain,Havoc botnet C2 domain (confidence level: 100%),cpcontacts.medtopzhub.xyz
domain,Havoc botnet C2 domain (confidence level: 100%),cpcontacts.bsttoolswx.website
domain,Havoc botnet C2 domain (confidence level: 100%),www.h2952531.stratoserver.net
domain,Havoc botnet C2 domain (confidence level: 100%),cpcontacts.modegenerlshub.xyz
domain,Havoc botnet C2 domain (confidence level: 100%),cpcalendars.businessnewznetwork.website
ip-dst|port,NetSupportManager RAT botnet C2 server (confidence level: 100%),167.86.160.250|443
ip-dst|port,NetSupportManager RAT botnet C2 server (confidence level: 100%),3.15.13.254|2403
ip-dst|port,NetSupportManager RAT botnet C2 server (confidence level: 100%),18.132.193.183|20547
ip-dst|port,Bashlite botnet C2 server (confidence level: 100%),45.152.112.137|23
ip-dst|port,Bashlite botnet C2 server (confidence level: 100%),104.168.101.23|80
url,Loki Password Stealer (PWS) botnet C2 (confidence level: 100%),http://94.156.177.41/sss3/five/fre.php
url,LokiBot botnet C2 (confidence level: 100%),http://94.156.177.41/sss3/five/pvqdq929bsx_a_d_m1n_a.php
ip-dst|port,ValleyRAT botnet C2 server (confidence level: 100%),107.148.47.186|433
url,DCRat botnet C2 (confidence level: 100%),http://azamatpa.beget.tech/l1nc0in.php
domain,Lumma Stealer botnet C2 domain (confidence level: 100%),geges.shop
domain,Lumma Stealer botnet C2 domain (confidence level: 100%),gomys.shop
domain,Lumma Stealer botnet C2 domain (confidence level: 100%),livlivproliv.shop
domain,Lumma Stealer botnet C2 domain (confidence level: 100%),livlivvavavava.shop
domain,Lumma Stealer botnet C2 domain (confidence level: 100%),pywop.shop
domain,Lumma Stealer botnet C2 domain (confidence level: 100%),qifyv.shop
domain,Lumma Stealer botnet C2 domain (confidence level: 100%),rihem.shop
domain,Lumma Stealer botnet C2 domain (confidence level: 100%),xyxyc.shop
domain,Lumma Stealer botnet C2 domain (confidence level: 100%),commercfriek.digital
domain,Lumma Stealer botnet C2 domain (confidence level: 100%),jewellycotten.digital
ip-dst|port,Mirai botnet C2 server (confidence level: 75%),104.168.101.23|61617
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),34.31.146.135|80
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),8.152.193.151|8081
ip-dst|port,Remcos botnet C2 server (confidence level: 100%),172.94.9.172|1962
ip-dst|port,AsyncRAT botnet C2 server (confidence level: 100%),104.245.240.121|443
