Type,Comment,Value
ip-dst|port,Xtreme RAT botnet C2 server (confidence level: 50%),59.153.164.228|53413
domain,FAKEUPDATES payload delivery domain (confidence level: 100%),axiosapiexample.com
ip-dst|port,Havoc botnet C2 server (confidence level: 75%),47.122.80.126|3389
domain,Mirai botnet C2 domain (confidence level: 100%),cnc.netjssaytcpp.lat
ip-dst|port,AsyncRAT botnet C2 server (confidence level: 100%),142.202.191.184|9999
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 50%),54.213.246.23|443
ip-dst|port,NetSupportManager RAT botnet C2 server (confidence level: 100%),139.64.25.160|443
url,Formbook botnet C2 (confidence level: 50%),http://www.66ny5.top/um09/
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),185.11.145.125|8080
ip-dst|port,Xtreme RAT botnet C2 server (confidence level: 50%),92.119.124.57|69
domain,Cobalt Strike botnet C2 domain (confidence level: 75%),1357504293-h43knumeov.ap-guangzhou.tencentscf.com
url,Formbook botnet C2 (confidence level: 50%),http://www.lmj8zx.pro/um09/
url,Formbook botnet C2 (confidence level: 50%),http://www.egundaviareservista.shop/l36c/
md5,Unknown malware payload (confidence level: 50%),0ca38cddd100f677a208414bef656ae0
domain,Cobalt Strike botnet C2 domain (confidence level: 75%),ongmanibeimeihong.microsolt.org
domain,AsyncRAT botnet C2 domain (confidence level: 100%),envio211.duckdns.org
domain,Remcos botnet C2 domain (confidence level: 100%),remdynu2.accesscam.org
ip-dst|port,NetSupportManager RAT botnet C2 server (confidence level: 100%),54.215.245.94|2083
ip-dst|port,XWorm botnet C2 server (confidence level: 100%),147.185.221.28|31675
url,Lumma Stealer botnet C2 (confidence level: 75%),https://t.me/mamaamaboy
url,Lumma Stealer botnet C2 (confidence level: 75%),https://mastwin.in/qsaz/api
ip-dst|port,Xtreme RAT botnet C2 server (confidence level: 100%),8.222.218.205|10001
domain,Unknown malware botnet C2 domain (confidence level: 100%),webmailapp-0e6cff4089a4.herokuapp.com
ip-dst|port,Xtreme RAT botnet C2 server (confidence level: 100%),129.153.150.23|10001
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),3.83.201.170|7443
domain,Unknown malware botnet C2 domain (confidence level: 100%),portal.messager.my
md5,Unknown malware payload (confidence level: 50%),66a7b3b9d77c39719e83f4751f1a4bba
url,Lumma Stealer botnet C2 (confidence level: 100%),https://hypothesizys.click/api
ip-dst|port,XWorm botnet C2 server (confidence level: 100%),194.87.218.119|1985
domain,Gozi botnet C2 domain (confidence level: 100%),sdorthyyantonietta.top
domain,Unknown Stealer botnet C2 domain (confidence level: 100%),g-o-f-y-s-e-l-f.foo
url,Cobalt Strike botnet C2 (confidence level: 75%),http://47.96.224.76:9999/llzk
ip-dst|port,Nimplant botnet C2 server (confidence level: 100%),52.243.66.182|443
