Type,Comment,Value
domain,DarkGate botnet C2 domain (confidence level: 50%),winstonandfriendz.ca
url,Mozi payload delivery URL (confidence level: 50%),http://61.53.150.175:46959/mozi.m
url,Lumma Stealer botnet C2 (confidence level: 100%),https://brightplf.digital/xzos
ip-dst|port,Hook botnet C2 server (confidence level: 100%),42.51.42.243|8089
ip-dst|port,AsyncRAT botnet C2 server (confidence level: 100%),176.65.142.74|3371
ip-dst|port,Sliver botnet C2 server (confidence level: 100%),157.173.198.175|443
sha256,Gofing payload (confidence level: 50%),3fc55b1ab6851bd03218c7f631942cbc14d1b19f7f8259ce0ded9143248d0921
ip-dst|port,NetSupportManager RAT botnet C2 server (confidence level: 100%),35.78.171.69|1963
sha256,DarkGate payload (confidence level: 50%),6769a28bebbb9e74282d88129a5e66edcec736e290a3f5d20c0816bd352f7da6
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 50%),185.196.11.181|2222
sha256,Gofing payload (confidence level: 50%),68db9ee60b02b5f6574cbfafeda2cb2b9170da0dc5dd9997169bb404a20b4d42
domain,DarkGate botnet C2 domain (confidence level: 50%),uploadian.com
domain,DarkGate botnet C2 domain (confidence level: 50%),midiajcbdigital.com.br
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 75%),52.140.245.31|80
ip-dst|port,Tofsee botnet C2 server (confidence level: 100%),185.39.19.20|423
domain,ClearFake payload delivery domain (confidence level: 100%),nuwof.icu
ip-dst|port,Unknown RAT botnet C2 server (confidence level: 100%),146.19.213.187|8041
domain,DarkGate botnet C2 domain (confidence level: 50%),sondoscamisas.com
domain,NjRAT botnet C2 domain (confidence level: 100%),astrovito7.duckdns.org
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),107.172.8.26|80
url,Formbook botnet C2 (confidence level: 50%),http://www.youngminds.place/s1/
domain,DarkGate botnet C2 domain (confidence level: 50%),hermanaluzangelica.com
domain,DarkGate botnet C2 domain (confidence level: 50%),180plan.com.au
ip-dst|port,Quasar RAT botnet C2 server (confidence level: 100%),189.46.38.89|5000
domain,Formbook botnet C2 domain (confidence level: 50%),www.en-health-37595.bond
sha256,DarkGate payload (confidence level: 50%),4d956c9cba8b729edaf55cfda42a2540555e4ab8dcfb8492882ecfac6bb270f8
ip-dst|port,Chaos botnet C2 server (confidence level: 100%),108.181.155.15|8080
url,Formbook botnet C2 (confidence level: 50%),http://www.ykkg.pet/fs24/
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 75%),123.207.79.51|443
domain,DarkGate botnet C2 domain (confidence level: 50%),technopark.com.pk
url,Lumma Stealer botnet C2 (confidence level: 100%),https://8mrodularmall.top/anzs
sha256,Gofing payload (confidence level: 50%),4724694504e01c532e65038cc9692e486136e12a1c3ab70a318e69b612be3081
ip-dst|port,Venom RAT botnet C2 server (confidence level: 100%),198.135.50.66|4449
domain,Formbook botnet C2 domain (confidence level: 50%),www.andygirls.biz
url,Lumma Stealer botnet C2 (confidence level: 75%),https://vchangeaie.top/geps
url,Lumma Stealer botnet C2 (confidence level: 100%),https://trmedicr.digital/goyzyw
sha256,Gofing payload (confidence level: 50%),f504315a6a3658306f8ec69a69955dd5e1016efe16abfec2d1190725e25b255b
sha256,Gofing payload (confidence level: 50%),acec38d4084c295ad3d47d6b7e6de79ad2a5af1ea620964bd8c133cfce083b96
ip-dst|port,Venom RAT botnet C2 server (confidence level: 100%),196.251.115.101|7070
domain,DarkGate botnet C2 domain (confidence level: 50%),sorkarshop.com
url,Lumma Stealer botnet C2 (confidence level: 100%),https://tpepperiop.digital/oage
domain,ClearFake payload delivery domain (confidence level: 100%),check.foquh.icu
domain,Havoc botnet C2 domain (confidence level: 100%),ec2-3-84-178-184.compute-1.amazonaws.com
ip-dst|port,Havoc botnet C2 server (confidence level: 100%),152.42.218.167|8443
domain,DarkGate botnet C2 domain (confidence level: 50%),leadmachineexperts.com
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),16.171.41.160|3333
sha256,Gofing payload (confidence level: 50%),4932bf9821fe6761b7fac86d31c4fd713faeedf8a9aa369b59375aac7a033312
sha256,Gofing payload (confidence level: 50%),a64930b78fae19509b01122387e571bcb05039ae0dd33769556084e0d46dac9f
domain,Lumma Stealer botnet C2 domain (confidence level: 100%),mobitront.run
