Type,Comment,Value
ip-dst|port,Remcos botnet C2 server (confidence level: 75%),104.37.4.117|4800
sha256,Luca Stealer payload (confidence level: 95%),1cefa4d9f9015053c21d2baccb1d95dad2240c8de0dc630fdbc94fbeddf192e3
domain,MetaStealer botnet C2 domain (confidence level: 100%),caciimeosysqocsc.xyz
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),47.109.82.220|8088
sha1,Formbook payload (confidence level: 95%),e607cebb90dac208f002201599bc717f04d9d201
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),47.120.37.142|443
domain,Cobalt Strike botnet C2 domain (confidence level: 50%),adldas.top
domain,MetaStealer botnet C2 domain (confidence level: 100%),woceeimaeeiagami.xyz
ip-dst|port,Brute Ratel C4 botnet C2 server (confidence level: 75%),34.244.7.74|443
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),34.100.236.204|3000
domain,BumbleBee botnet C2 domain (confidence level: 100%),pyjijjlm.life
domain,ClearFake payload delivery domain (confidence level: 100%),privatunis.cfd
domain,MetaStealer botnet C2 domain (confidence level: 100%),immwcwyoamkuigwk.xyz
ip-dst|port,Mirai botnet C2 server (confidence level: 75%),74.221.73.105|1311
domain,MetaStealer botnet C2 domain (confidence level: 100%),qawgsuemcaowemew.xyz
domain,DarkComet botnet C2 domain (confidence level: 50%),lover33.no-ip.biz
domain,MetaStealer botnet C2 domain (confidence level: 100%),gicoycqcqkaimkeq.xyz
ip-dst|port,Quasar RAT botnet C2 server (confidence level: 100%),41.143.206.56|567
sha1,Luca Stealer payload (confidence level: 95%),03e0d505d54c6d8b4082f4014821bc23aa8e356b
ip-dst|port,Quasar RAT botnet C2 server (confidence level: 50%),105.156.224.14|8181
domain,MetaStealer botnet C2 domain (confidence level: 100%),auosokuyskymcmqy.xyz
domain,MetaStealer botnet C2 domain (confidence level: 100%),woqgcqmwwqeyyosq.xyz
url,Lumma Stealer botnet C2 (confidence level: 100%),https://hemphatakpn.bet/ladk
domain,MetaStealer botnet C2 domain (confidence level: 100%),mqyemuaaacgykyuw.xyz
domain,MetaStealer botnet C2 domain (confidence level: 100%),ggaokeegyqycmoka.xyz
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),178.128.20.233|6699
domain,MetaStealer botnet C2 domain (confidence level: 100%),ukymmmcuismmmagm.xyz
ip-dst|port,Ghost RAT botnet C2 server (confidence level: 50%),81.70.202.143|80
ip-dst|port,AsyncRAT botnet C2 server (confidence level: 100%),80.64.16.35|6606
sha1,DCRat payload (confidence level: 95%),b10dd11be230893e698d663aaf22ff8aa8fc60e2
domain,MetaStealer botnet C2 domain (confidence level: 100%),kqoikkykywssuemc.xyz
domain,MetaStealer botnet C2 domain (confidence level: 100%),awicuyuuyywmgyme.xyz
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),137.184.162.1|443
domain,MetaStealer botnet C2 domain (confidence level: 100%),awcoceymmiucikgq.xyz
domain,Unknown malware payload delivery domain (confidence level: 100%),holiperz.com
ip-dst|port,Quasar RAT botnet C2 server (confidence level: 100%),160.178.210.175|33179
ip-dst|port,DCRat botnet C2 server (confidence level: 50%),141.11.167.189|22
domain,Quasar RAT botnet C2 domain (confidence level: 50%),frankusd.ydns.eu
