Type,Comment,Value
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),142.4.202.230|443
ip-dst|port,AsyncRAT botnet C2 server (confidence level: 100%),51.89.190.23|6606
ip-dst|port,Havoc botnet C2 server (confidence level: 100%),166.88.225.113|15443
domain,Cobalt Strike botnet C2 domain (confidence level: 75%),ns01.certis-cisco.click
domain,Lumma Stealer botnet C2 domain (confidence level: 100%),ztechwave.bet
domain,Havoc botnet C2 domain (confidence level: 100%),webdisk.ufabetandcasinos.website
domain,Lumma Stealer botnet C2 domain (confidence level: 100%),harmoniousrelapzs.tech
domain,Ramnit botnet C2 domain (confidence level: 50%),ketodgaxlkx.com
domain,Havoc botnet C2 domain (confidence level: 100%),webdisk.fstnewmedia.xyz
domain,ClearFake payload delivery domain (confidence level: 100%),check.votao.icu
url,Lumma Stealer botnet C2 (confidence level: 75%),https://fcatterjur.run/api
domain,Quasar RAT botnet C2 domain (confidence level: 50%),mosayjanobo-38048.portmap.host
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 50%),51.15.15.47|4444
url,Formbook botnet C2 (confidence level: 50%),http://www.ulsahguldali.online/u023/
url,Lumma Stealer botnet C2 (confidence level: 100%),https://genvtlewhispers.tech/api
url,ClearFake payload delivery URL (confidence level: 75%),https://u1.optdropper.shop/siarhei_korbut_-_proclaim.mp3
domain,Lumma Stealer botnet C2 domain (confidence level: 100%),huibokoras.run
domain,CryptBot botnet C2 domain (confidence level: 100%),eightjs8pn.top
domain,BumbleBee botnet C2 domain (confidence level: 100%),7u3hg5ic6v9.click
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),88.119.171.167|7443
domain,Hook botnet C2 domain (confidence level: 100%),ec2-3-1-228-240.ap-southeast-1.compute.amazonaws.com
url,Lumma Stealer botnet C2 (confidence level: 75%),https://2.sterpickced.digital/api
ip-dst|port,Quasar RAT botnet C2 server (confidence level: 100%),31.166.106.12|23
domain,Cobalt Strike botnet C2 domain (confidence level: 75%),www.of123pro.online
domain,Phorpiex botnet C2 domain (confidence level: 50%),afieifaieudhhude.top
md5,Unknown malware payload (confidence level: 50%),994a0c3e3e1390d972b1bdd8e8f2a449
domain,Havoc botnet C2 domain (confidence level: 100%),cpanel.homeaddition.website
domain,Formbook botnet C2 domain (confidence level: 50%),www.nnotechg.net
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),185.234.72.2|80
domain,Lumma Stealer botnet C2 domain (confidence level: 100%),emergixience.bet
domain,BumbleBee botnet C2 domain (confidence level: 100%),8x4zwderijh.click
domain,Lumma Stealer botnet C2 domain (confidence level: 100%),menuedgarli.shop
url,Lumma Stealer botnet C2 (confidence level: 100%),https://theorxhysics.shop/api
url,Lumma Stealer botnet C2 (confidence level: 75%),https://reslinsights.shop/api
ip-dst|port,AsyncRAT botnet C2 server (confidence level: 100%),74.50.120.69|2000
domain,Havoc botnet C2 domain (confidence level: 100%),cpcalendars.toriters7.xyz
