Type,Comment,Value
domain,Formbook botnet C2 domain (confidence level: 50%),www.arsh.store
sha256,MimiKatz payload (confidence level: 50%),c82cc9c23674bf36aee4f13d94949aeda175ec3982caf913915e9c192c030ae0
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),8.130.182.117|60000
domain,Lumma Stealer botnet C2 domain (confidence level: 100%),twilightobs.today
sha256,MimiKatz payload (confidence level: 50%),eac8cf9a8ba23c110100239ec00cad9e7466913568ca0dbcf363cf4715f87669
ip-dst|port,AsyncRAT botnet C2 server (confidence level: 100%),45.62.170.90|443
url,Formbook botnet C2 (confidence level: 50%),http://www.utuelleretraite.bond/my18/
sha256,MimiKatz payload (confidence level: 50%),8aaa1c60a55d5dd4e2686b5df799e135d0daa93a93c33ae235d07481faee49a4
domain,Phorpiex botnet C2 domain (confidence level: 50%),azezezbdndnnnsne.top
domain,Bashlite botnet C2 domain (confidence level: 100%),webdisk.ora-0-web.com
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),116.198.37.5|443
url,Formbook botnet C2 (confidence level: 50%),http://www.igmommymilk.xyz/g43m/
sha256,MimiKatz payload (confidence level: 50%),b4f9b49c8c1dc59a38886de8f2e5a66c0b6673799d1f016e03795d975560b9c9
url,Azorult botnet C2 (confidence level: 100%),http://h2slq.store/pl341/index.php
domain,BumbleBee botnet C2 domain (confidence level: 100%),bdmr8nb86ja.click
ip-dst|port,Sliver botnet C2 server (confidence level: 90%),8.133.254.176|443
sha256,MimiKatz payload (confidence level: 50%),b7f5b015290d5cec295284f26601aa5998bad8d9ac04cd5983a0aa64a2d7a597
url,Formbook botnet C2 (confidence level: 50%),http://www.jk77juta-official.cloud/egs9/
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),148.66.2.196|80
domain,Remcos botnet C2 domain (confidence level: 50%),angel32423.ru
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),154.217.240.48|8088
domain,Formbook botnet C2 domain (confidence level: 50%),www.creativege.xyz
sha256,MimiKatz payload (confidence level: 50%),96ecb3bdf8446b48a1fb03f081f41fd2f2c517252e8df0c1b8b38dd754f9289c
domain,Phorpiex botnet C2 domain (confidence level: 50%),afieifaieudhhudre.top
domain,Lumma Stealer botnet C2 domain (confidence level: 100%),dreambigideaxs.tech
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),102.117.168.104|7443
url,Lumma Stealer botnet C2 (confidence level: 75%),https://7bugildbett.top/api
url,Unknown Loader botnet C2 (confidence level: 100%),http://steamcompany.xyz/ary.php
domain,Formbook botnet C2 domain (confidence level: 50%),www.30a.xyz
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 75%),182.242.63.197|443
ip-dst|port,NetSupportManager RAT botnet C2 server (confidence level: 100%),18.217.59.108|19790
url,DCRat botnet C2 (confidence level: 100%),http://383281cm.nyashk.ru/eternalvideo.php
domain,Formbook botnet C2 domain (confidence level: 50%),www.parkautotransport.website
domain,Formbook botnet C2 domain (confidence level: 50%),www.arrrroto.top
sha256,MimiKatz payload (confidence level: 50%),a66d1021e54269963e9a54892869d569ffa1c74d9fb1b67f023ea5fdfd90c1a6
url,Lumma Stealer botnet C2 (confidence level: 100%),https://thtardwarehu.icu/api
domain,Formbook botnet C2 domain (confidence level: 50%),www.okerdom-online-games-36.top
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),1.94.249.10|81
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),34.237.51.199|3333
domain,Havoc botnet C2 domain (confidence level: 100%),webdisk.homeimprovementbox.website
domain,Unknown RAT botnet C2 domain (confidence level: 100%),auth1061.exvhelp.top
domain,BumbleBee botnet C2 domain (confidence level: 100%),4euze8kz5ji.click
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),47.108.149.149|80
domain,XWorm botnet C2 domain (confidence level: 100%),homes-customized.gl.at.ply.gg
domain,CyberGate botnet C2 domain (confidence level: 100%),tugceyildiz.no-ip.biz
ip-dst|port,BumbleBee botnet C2 server (confidence level: 75%),84.200.17.29|443
ip-dst|port,RedLine Stealer botnet C2 server (confidence level: 100%),14.128.14.32|1911
domain,Havoc botnet C2 domain (confidence level: 100%),cpcalendars.wellcartnewzhub.xyz
domain,Lumma Stealer botnet C2 domain (confidence level: 100%),sunpnyvibes.tech
ip-dst|port,AsyncRAT botnet C2 server (confidence level: 100%),196.251.84.194|8080
domain,CyberGate botnet C2 domain (confidence level: 100%),bybaki.sytes.net
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),47.103.98.3|50051
ip-dst|port,AsyncRAT botnet C2 server (confidence level: 100%),47.121.120.18|7707
domain,Havoc botnet C2 domain (confidence level: 100%),cpcontacts.8761gamesofarts.xyz
domain,Formbook botnet C2 domain (confidence level: 50%),www.truck-driver-jobs-60289.bond
sha256,MimiKatz payload (confidence level: 50%),ffa87c6a18bd7d5b011e490cea8c982c06c46216af36b4f1b146058cc1e0a610
domain,Mirai botnet C2 domain (confidence level: 50%),botnet1.uapworx1.sbs
ip-dst|port,Remcos botnet C2 server (confidence level: 100%),163.5.32.138|7070
domain,Havoc botnet C2 domain (confidence level: 100%),webdisk.policemt76.website
domain,Lumma Stealer botnet C2 domain (confidence level: 100%),permaculturepath.run
domain,Havoc botnet C2 domain (confidence level: 100%),cpanel.genralnewzupdates.xyz
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),54.173.222.119|8000
url,Formbook botnet C2 (confidence level: 50%),http://www.acqua.shop/ka18/
domain,Unknown Webinject botnet C2 domain (confidence level: 75%),roogrenoomob.net
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),1.94.185.235|8443
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 75%),112.29.119.178|443
