Type,Comment,Value
ip-dst|port,Quasar RAT botnet C2 server (confidence level: 100%),160.179.154.140|40428
ip-dst|port,Quasar RAT botnet C2 server (confidence level: 100%),196.206.67.187|34175
ip-dst|port,Quasar RAT botnet C2 server (confidence level: 100%),41.143.203.137|9090
domain,MetaStealer botnet C2 domain (confidence level: 100%),aiukywuaeyeqaaku.xyz
ip-dst|port,Quasar RAT botnet C2 server (confidence level: 100%),41.143.197.85|39673
ip-dst|port,Quasar RAT botnet C2 server (confidence level: 100%),41.143.203.137|4443
ip-dst|port,Havoc botnet C2 server (confidence level: 75%),45.38.20.246|443
domain,MetaStealer botnet C2 domain (confidence level: 100%),skywcqwgakmcyico.xyz
ip-dst|port,Quasar RAT botnet C2 server (confidence level: 100%),41.143.207.121|7988
sha256,Luca Stealer payload (confidence level: 95%),32a2c5f1dc3f9f06ad456ff2c95dd32bacfac2b71ea88a04a4feba203f1cc77a
domain,MetaStealer botnet C2 domain (confidence level: 100%),oiwegegwgwgukwyy.xyz
domain,MetaStealer botnet C2 domain (confidence level: 100%),aueakqseoswawqiu.xyz
sha256,Luca Stealer payload (confidence level: 95%),7c76ff74fc4968228e0238097a180fb6c38db3b856ae46da03c352616eef6421
domain,Formbook botnet C2 domain (confidence level: 50%),www.88es.top
domain,MetaStealer botnet C2 domain (confidence level: 100%),wmcycakugoiuqwak.xyz
ip-dst|port,Quasar RAT botnet C2 server (confidence level: 50%),160.179.154.140|7001
domain,MetaStealer botnet C2 domain (confidence level: 100%),sesskseoowawocog.xyz
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),182.16.21.131|8888
domain,NetSupportManager RAT payload delivery domain (confidence level: 100%),static.noleggiodisci.com
domain,MetaStealer botnet C2 domain (confidence level: 100%),sgcesswaoioawygm.xyz
md5,Akira payload (confidence level: 50%),1a7df536c3bb676a6f90af5b3bea5302
domain,MetaStealer botnet C2 domain (confidence level: 100%),goswcucgockiekoi.xyz
domain,MetaStealer botnet C2 domain (confidence level: 100%),cyoeuccqaoeagams.xyz
domain,MetaStealer botnet C2 domain (confidence level: 100%),eeycucgmceiwmimu.xyz
domain,BumbleBee botnet C2 domain (confidence level: 100%),s3iug4uiy7t.life
sha1,Luca Stealer payload (confidence level: 95%),bc1bc4bfbc83840dc500d18b805657c9e8740113
ip-dst|port,Quasar RAT botnet C2 server (confidence level: 100%),160.179.163.117|13500
domain,MetaStealer botnet C2 domain (confidence level: 100%),ukgiwwqugqkuiaoq.xyz
domain,MetaStealer botnet C2 domain (confidence level: 100%),ukicyqcougckomgk.xyz
md5,Amadey payload (confidence level: 95%),f0150df25b189c5c780bb1b753e9455c
sha256,KrakenKeylogger payload (confidence level: 95%),c32c057bb0513403c0b41c4c7c466f8d24dd222ee77a33b0f11daaa586319c2b
url,Formbook botnet C2 (confidence level: 50%),http://www.ultiplosseguidores.shop/i26e/
sha1,Quasar RAT payload (confidence level: 95%),1423c9209f966edb4bc2d57dbce76000584b58d4
sha1,DCRat payload (confidence level: 95%),811405edeb689bf864058d0a5cd5f6a4e980b227
domain,MetaStealer botnet C2 domain (confidence level: 100%),eeseemmyiawkwkes.xyz
url,Lumma Stealer botnet C2 (confidence level: 100%),https://gtropiscbs.live/iuwxx
domain,MetaStealer botnet C2 domain (confidence level: 100%),yqesaequaucgyeem.xyz
ip-dst|port,XWorm botnet C2 server (confidence level: 100%),82.23.183.60|7771
domain,Quasar RAT botnet C2 domain (confidence level: 100%),hellowashere253-53654.portmap.io
