Type,Comment,Value
domain,ClearFake payload delivery domain (confidence level: 100%),wybod.run
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),38.207.176.60|5003
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),104.160.187.230|443
domain,Lumma Stealer botnet C2 domain (confidence level: 100%),flowerexju.bet
domain,Lumma Stealer botnet C2 domain (confidence level: 100%),easterxeen.run
domain,Lumma Stealer botnet C2 domain (confidence level: 100%),araucahkbm.live
domain,Lumma Stealer botnet C2 domain (confidence level: 100%),posseswsnc.top
domain,Lumma Stealer botnet C2 domain (confidence level: 100%),featurlyin.top
domain,ClearFake payload delivery domain (confidence level: 100%),fiwyj.run
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),148.66.2.197|21
domain,FAKEUPDATES payload delivery domain (confidence level: 80%),google-chrome.western-servers.net
domain,FAKEUPDATES payload delivery domain (confidence level: 80%),www.google-chrome.info
domain,ClearFake payload delivery domain (confidence level: 100%),kyjej.run
domain,ClearFake payload delivery domain (confidence level: 100%),jyjev.run
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),1.14.200.238|3306
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),82.156.105.55|443
ip-dst|port,Remcos botnet C2 server (confidence level: 100%),67.211.216.77|3396
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),154.198.50.83|8888
ip-dst|port,AsyncRAT botnet C2 server (confidence level: 100%),138.199.162.81|1961
ip-dst|port,AsyncRAT botnet C2 server (confidence level: 100%),85.215.107.125|1231
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),93.95.230.53|7443
domain,Havoc botnet C2 domain (confidence level: 100%),sliv.ph4nt0m.fr
ip-dst|port,MooBot botnet C2 server (confidence level: 100%),51.38.140.91|80
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),51.89.204.75|443
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),64.23.243.220|3333
domain,ClearFake payload delivery domain (confidence level: 100%),cyleb.run
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 75%),110.42.45.117|443
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 75%),154.219.109.205|2096
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 75%),185.208.159.224|1433
domain,Cobalt Strike botnet C2 domain (confidence level: 100%),www.joydome.xyz
domain,Cobalt Strike botnet C2 domain (confidence level: 100%),pixelpitstop.xyz
domain,Cobalt Strike botnet C2 domain (confidence level: 100%),gamespheres.xyz
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),8.131.118.10|4444
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),13.209.176.201|52683
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),45.192.104.206|6003
ip-dst|port,AsyncRAT botnet C2 server (confidence level: 100%),3.215.185.215|7001
ip-dst|port,AsyncRAT botnet C2 server (confidence level: 100%),196.251.114.17|8808
ip-dst|port,AsyncRAT botnet C2 server (confidence level: 100%),79.110.49.72|8808
ip-dst|port,AsyncRAT botnet C2 server (confidence level: 100%),128.90.113.42|2000
ip-dst|port,AsyncRAT botnet C2 server (confidence level: 100%),196.251.86.13|6606
domain,Unknown malware botnet C2 domain (confidence level: 100%),cpcalendars.tempoestil.com
ip-dst|port,Hook botnet C2 server (confidence level: 100%),176.65.144.114|50555
