Type,Comment,Value
domain,BumbleBee botnet C2 domain (confidence level: 100%),p4hxcc1ryt6.click
sha256,Rhadamanthys payload (confidence level: 50%),b9c4fbbd9c811552d9f7d26674371c13fd1fc2f416956ee3ccc2a13991b9fdae
sha256,Rhadamanthys payload (confidence level: 50%),6c89be96a021e75087a7f43cf5cd05293e1d3428c3a051f970cac9ce9895e555
domain,Formbook botnet C2 domain (confidence level: 50%),www.utocreditosfacil.today
sha256,Rhadamanthys payload (confidence level: 50%),72ffef4d565a07136b07f1c8c4518f159c0d3afdfae4e7736963f17eb35b0b59
sha256,Rhadamanthys payload (confidence level: 50%),182545cd922c639a150e92502282faa6cc7e2cfca2acfe2deed435a80d9b8931
url,Loki Password Stealer (PWS) botnet C2 (confidence level: 100%),http://centrehotel.vn/wp/panel/fre.php
sha256,Rhadamanthys payload (confidence level: 50%),5f11c613c5875c650c11c493a74971d0f741ac890951beca90e38e8c397ca959
url,Formbook botnet C2 (confidence level: 50%),http://www.entist-dental-care-75596.bond/ka18/
ip-dst|port,Unknown malware botnet C2 server (confidence level: 75%),38.180.229.217|80
domain,Havoc botnet C2 domain (confidence level: 100%),cpcontacts.thebestofbests.com
domain,ClearFake payload delivery domain (confidence level: 100%),check.barev.icu
sha256,Rhadamanthys payload (confidence level: 50%),4b773fc200e10fe3e5bde8f3cf1a74caa01d1d383166d6a47bafbf651ef35bd9
sha256,Rhadamanthys payload (confidence level: 50%),a07c915133a819756bcbc0eb7c0792ee02f1d296c6e3f5e0cf494fca98ee3668
sha256,Rhadamanthys payload (confidence level: 50%),b8c2b5094dac8f5a85a4ef5a4b57d28d6e3a3715517ef1d1c8b0bbf796956412
url,Formbook botnet C2 (confidence level: 50%),http://www.bnmvchjfdskqwe.monster/g43m/
url,Lumma Stealer botnet C2 (confidence level: 100%),https://gloweceeralk.online/api
url,Formbook botnet C2 (confidence level: 50%),http://www.ebpazarim.net/my18/
ip-dst|port,BianLian botnet C2 server (confidence level: 100%),108.61.229.202|443
sha256,Rhadamanthys payload (confidence level: 50%),b7d1c42b757ff6535b4f749ae31210a7862bd82f05ec907f8fce57f48dfedfe3
domain,CyberGate botnet C2 domain (confidence level: 100%),zzheng999.3322.org
ip-dst|port,NjRAT botnet C2 server (confidence level: 100%),2.49.150.25|5552
sha256,Rhadamanthys payload (confidence level: 50%),493496b4b0e927ec66738e2f8f4633cd9b39408128682b41901fe9af0fa44e26
sha256,Rhadamanthys payload (confidence level: 50%),eb3153b091502acfab6eb6a3931075775a6a14fd875f7e41d332e7b36b31a328
domain,BumbleBee botnet C2 domain (confidence level: 100%),axee3wisuxs.click
domain,Formbook botnet C2 domain (confidence level: 50%),www.ocum-alegge-arled.top
domain,DarkComet botnet C2 domain (confidence level: 100%),h7eatshot.sytes.net
domain,Havoc botnet C2 domain (confidence level: 100%),cpanel.generalnewzsab.com
sha256,Rhadamanthys payload (confidence level: 50%),daf214d9e4763ea2377ecf8cf9c0ffb228d6fedae62a8c6bc7a8cef3e0fc7367
sha256,Rhadamanthys payload (confidence level: 50%),ad69386c76318673d8374d20af2069e54e1732aab4c6d5fcb111f800898e2637
sha256,Rhadamanthys payload (confidence level: 50%),54bb74618500100ffd0b2feb1382b51128ae4960e8e63f4101d4b23b10cbb397
ip-dst|port,Vidar botnet C2 server (confidence level: 100%),116.202.4.223|443
domain,Unknown malware botnet C2 domain (confidence level: 100%),5794515135.sbs
domain,Unknown Webinject botnet C2 domain (confidence level: 75%),oamsugneets.net
ip-dst|port,AsyncRAT botnet C2 server (confidence level: 100%),45.92.1.25|6606
sha256,Rhadamanthys payload (confidence level: 50%),4942affd9f46342eef2682c4e23cdc0e2af16a22e9dea23aeaf4489a7386beff
domain,Havoc botnet C2 domain (confidence level: 100%),webdisk.businessnewznetwork.website
sha256,Rhadamanthys payload (confidence level: 50%),ca365b3c66fc9ba02f6cc379ada50016e7ad2e5f7476f1370fead234520e0800
domain,CryptBot botnet C2 domain (confidence level: 100%),onejs1pn.top
url,Formbook botnet C2 (confidence level: 50%),http://www.anlimacizlemax332.live/sa38/
ip-dst|port,Mirai botnet C2 server (confidence level: 100%),91.188.254.129|1337
sha256,Rhadamanthys payload (confidence level: 50%),5ab00e0fa98e58d5f941183e38240c8dc9003d301666df3a1b0520ea2805e078
url,Formbook botnet C2 (confidence level: 50%),http://www.noch0215.top/gt23/
sha256,Rhadamanthys payload (confidence level: 50%),278bedf84a6b130e43377c771c2a5692aa1d6c1674db5df834928d7be3f8f25d
sha256,Rhadamanthys payload (confidence level: 50%),7c44dba17a9d4a93f9d46e95b2f417cd9b7729f692e5db4e4ac205cb5a43b763
domain,CyberGate botnet C2 domain (confidence level: 100%),thequestion.zapto.org
url,Formbook botnet C2 (confidence level: 50%),http://www.enesiscorporation.tech/v32e/
url,Lumma Stealer botnet C2 (confidence level: 100%),https://harvestseasonblog.life/api
url,Stealc payload delivery URL (confidence level: 50%),http://109.107.181.33/742d3278227bff91/vcruntime140.dll
url,Formbook botnet C2 (confidence level: 50%),http://www.ourwellnessjourney.info/sy30/
sha256,Rhadamanthys payload (confidence level: 50%),ae382ff94d4b7cd0c69e340471f97d67f49d5e12e1d93cbb2ef8c81e5dfffbb2
sha256,Rhadamanthys payload (confidence level: 50%),cfbf1cfd45eaa880557d3a52d5ec7e29773e85694f9354b9c2288aa6cd25391c
sha256,Rhadamanthys payload (confidence level: 50%),8d6c9fdb875cc3e3048b4852b8bc60aff5d071270ba3bf976445534250cd5f09
sha256,Rhadamanthys payload (confidence level: 50%),936e7754b3df49aa5149332aecf193ea1753dc844f63284a25a43363df6d9e1f
sha256,Rhadamanthys payload (confidence level: 50%),3b91bef8c1d647cf36aa666b25cc719303f175fe7eb4d6bd52946a96be447d89
sha256,Rhadamanthys payload (confidence level: 50%),6ff582888bf6b65dbcad82321d8978c254741129b12eb508f3e5d5cd6533add4
sha256,Rhadamanthys payload (confidence level: 50%),d188de4a3c43913ac6ea48835e5a6761e7363c403c2012b66d5ea772cd036424
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),176.65.138.202|443
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),79.124.40.107|8000
url,Unknown Stealer payload delivery URL (confidence level: 75%),https://vaultcord.net/assets/cf.hta
sha256,Rhadamanthys payload (confidence level: 50%),c8e0f27cdea30026b09947ece5003baa2c42d91e050f577ac1ce733d336f8339
domain,Formbook botnet C2 domain (confidence level: 50%),www.oving-jobs-68977.bond
sha256,Rhadamanthys payload (confidence level: 50%),304da97ce7674cae09dc20c19b7b823214e0adeaa084890625aeeb9013b6aaf5
sha256,Rhadamanthys payload (confidence level: 50%),72c67d00b7fa056f4291ecf2cc143308bd2bdcb7a25b7ec713938dcc07f7859b
domain,Astaroth botnet C2 domain (confidence level: 100%),prial8.planejamento.cfd
sha256,Rhadamanthys payload (confidence level: 50%),ef3192af677efcd099a94159dfb7a400296980e8e42355952084a5296ac44739
domain,BumbleBee botnet C2 domain (confidence level: 100%),jphokolus37.click
ip-dst|port,Quasar RAT botnet C2 server (confidence level: 100%),31.166.106.12|3306
domain,Lumma Stealer botnet C2 domain (confidence level: 100%),legenassedk.top/bdpwo
domain,DarkComet botnet C2 domain (confidence level: 100%),idontlikeyou.no-ip.biz
ip-dst|port,AsyncRAT botnet C2 server (confidence level: 100%),196.251.85.45|7777
sha256,Rhadamanthys payload (confidence level: 50%),37b70f1572bf77ea6326e5e12d85f6a08fb0b8c5dfe3e1ade94f5512b1b5ca58
sha256,Rhadamanthys payload (confidence level: 50%),fe14e249a1cae66e4ed2e3a3478d3933078f67ba7b014b36b88c079c945e66cf
ip-dst|port,Sliver botnet C2 server (confidence level: 100%),142.93.54.227|31337
domain,CyberGate botnet C2 domain (confidence level: 100%),gunizback.no-ip.info
url,Formbook botnet C2 (confidence level: 50%),http://www.oofing-jobs-au11-dp.click/hm26/
url,Formbook botnet C2 (confidence level: 50%),http://www.oungerlonger.online/hm26/
ip-dst|port,Havoc botnet C2 server (confidence level: 100%),34.59.157.246|443
sha256,Rhadamanthys payload (confidence level: 50%),517c75bf72bcee34128a901c8481d08403699de731aa305baeee645f2d7a76f8
url,ClearFake payload delivery URL (confidence level: 100%),https://check.wohur.icu/gkcxv.google
url,Mozi payload delivery URL (confidence level: 50%),http://59.97.176.67:57293/mozi.m
sha256,Rhadamanthys payload (confidence level: 50%),4211d787ed48168f9a71e2f94df71f30b182404309409f0b649eb3ffe5da355f
ip-dst|port,Tofsee botnet C2 server (confidence level: 100%),185.42.12.21|427
domain,Unknown Webinject botnet C2 domain (confidence level: 75%),fonsafteel.top
sha256,Rhadamanthys payload (confidence level: 50%),642a7f341146d4b2a5381186ec636a8e0ce7ccc16bb730be331e51d6e65f4db3
sha256,Rhadamanthys payload (confidence level: 50%),f63d78a518026f00d0d4dfb85facac429202524c273dfb9c09d6f095d30983ac
domain,Unknown Webinject botnet C2 domain (confidence level: 75%),ocaxusoapsom.com
domain,ClearFake payload delivery domain (confidence level: 100%),check.datot.icu
domain,ClearFake payload delivery domain (confidence level: 75%),protech.al
sha256,Rhadamanthys payload (confidence level: 50%),707448d7ce37dc358509915206a823f458dde52a62e73482f5c6782281048016
sha256,Rhadamanthys payload (confidence level: 50%),f8b9cf1aa72fa4cf17b3286cc3c73f893e2bf491a46c364b3e1c6d1e8f1bcb2d
domain,Formbook botnet C2 domain (confidence level: 50%),www.airheroes.xyz
sha256,Rhadamanthys payload (confidence level: 50%),64185e173d29c3c572c8ee4d0091aa8f500abf4c6083fd4a1596eb07420ed526
md5,Qilin payload (confidence level: 50%),a6302fdb63e2244c1246a73a7d65d09e
domain,Lumma Stealer botnet C2 domain (confidence level: 100%),techworld2025.top
url,ClearFake payload delivery URL (confidence level: 100%),https://check.hoqud.icu/gkcxv.google
sha256,Rhadamanthys payload (confidence level: 50%),b47e08ce6d53f43190ac0916d21600657f6543115ca4fc41691341125cd80d45
domain,Formbook botnet C2 domain (confidence level: 50%),www.hestarterkit.xyz
domain,Formbook botnet C2 domain (confidence level: 50%),www.eikuang.lol
domain,Formbook botnet C2 domain (confidence level: 50%),www.anding.ninja
