Type,Comment,Value
domain,ClearFake payload delivery domain (confidence level: 100%),check.qemut.icu
domain,ClearFake payload delivery domain (confidence level: 100%),check.pivuf.icu
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),159.203.120.131|443
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),159.203.120.131|80
ip-dst|port,AsyncRAT botnet C2 server (confidence level: 100%),81.198.113.138|8808
ip-dst|port,AsyncRAT botnet C2 server (confidence level: 100%),128.90.106.84|4000
ip-dst|port,Hook botnet C2 server (confidence level: 100%),196.251.118.6|80
domain,Havoc botnet C2 domain (confidence level: 100%),cpcontacts.youandmewtoto.xyz
domain,Havoc botnet C2 domain (confidence level: 100%),cpcalendars.generalnewzsab.com
ip-dst|port,Venom RAT botnet C2 server (confidence level: 100%),171.233.30.160|5000
ip-dst|port,DCRat botnet C2 server (confidence level: 100%),186.169.55.183|8090
ip-dst|port,NetSupportManager RAT botnet C2 server (confidence level: 100%),18.171.214.155|501
ip-dst|port,Chaos botnet C2 server (confidence level: 100%),8.141.114.161|47486
domain,Bashlite botnet C2 domain (confidence level: 100%),webmail.c.multi-canale.com
ip-dst|port,Bashlite botnet C2 server (confidence level: 100%),23.157.176.244|80
url,Lumma Stealer botnet C2 (confidence level: 75%),https://pilloswdelight.bet/api
url,Lumma Stealer botnet C2 (confidence level: 75%),https://shtardwarehu.icu/api
url,Lumma Stealer botnet C2 (confidence level: 75%),https://u1crosshairc.life/api
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 75%),104.168.19.195|2053
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 75%),39.105.119.245|8443
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),47.103.60.249|4444
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),8.134.163.255|80
ip-dst|port,AsyncRAT botnet C2 server (confidence level: 100%),176.65.144.125|6666
ip-dst|port,Havoc botnet C2 server (confidence level: 100%),185.118.79.175|5000
domain,Havoc botnet C2 domain (confidence level: 100%),cpanel.businesstimehub.com
domain,Havoc botnet C2 domain (confidence level: 100%),webdisk.answerallnewz.com
ip-dst|port,Havoc botnet C2 server (confidence level: 100%),64.23.163.5|80
domain,Unknown malware botnet C2 domain (confidence level: 100%),dreamhome.lat
domain,Bashlite botnet C2 domain (confidence level: 100%),webmail.gestisciweb.com
