Type,Comment,Value
ip-dst|port,Quasar RAT botnet C2 server (confidence level: 100%),41.143.207.121|2281
md5,Remcos payload (confidence level: 95%),49e019dc811a8026510e67e0bd14dfc3
domain,MetaStealer botnet C2 domain (confidence level: 100%),ikkikgcigacguocg.xyz
url,Formbook botnet C2 (confidence level: 50%),http://www.araprager.net/d26m/
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 50%),124.221.30.83|8889
domain,MetaStealer botnet C2 domain (confidence level: 100%),wougqgwwmaoskuus.xyz
url,Unknown Loader botnet C2 (confidence level: 50%),https://temptransfer.live/skwkutioftrxyrmd
domain,MetaStealer botnet C2 domain (confidence level: 100%),kokwswkwaiqsukuw.xyz
domain,Formbook botnet C2 domain (confidence level: 50%),www.unny-nas.xyz
domain,DarkComet botnet C2 domain (confidence level: 100%),sapuer.no-ip.org
domain,MetaStealer botnet C2 domain (confidence level: 100%),sguqwuoksqgsiouo.xyz
domain,AsyncRAT botnet C2 domain (confidence level: 100%),figure-football.gl.at.ply.gg
domain,MetaStealer botnet C2 domain (confidence level: 100%),giisiooekogocgqy.xyz
domain,Lumma Stealer botnet C2 domain (confidence level: 50%),airflysales.shop
url,Lumma Stealer botnet C2 (confidence level: 100%),https://hemphatakpn.bet/ladk
sha256,Unknown malware payload (confidence level: 50%),469b534bec827be03c0823e72e7b4da0b84f53199040705da203986ef154406a
domain,MetaStealer botnet C2 domain (confidence level: 100%),uioocuucwegissuo.xyz
domain,MetaStealer botnet C2 domain (confidence level: 100%),msgmwgquwykkoqee.xyz
ip-dst|port,Quasar RAT botnet C2 server (confidence level: 50%),160.179.163.117|8083
url,NetSupportManager RAT payload delivery URL (confidence level: 100%),https://totalsolucao.com/fsco.zip
md5,Luca Stealer payload (confidence level: 95%),7e2a68529b5233ce25847182eb9ce53f
domain,Lumma Stealer botnet C2 domain (confidence level: 50%),dancioluffaro.com
domain,MetaStealer botnet C2 domain (confidence level: 100%),yqemcwaisoymsuqw.xyz
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 75%),138.124.15.54|443
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),38.249.110.245|7443
domain,MetaStealer botnet C2 domain (confidence level: 100%),owsoigqqkykqqqky.xyz
domain,MetaStealer botnet C2 domain (confidence level: 100%),ggmawcguioyymmcs.xyz
domain,MetaStealer botnet C2 domain (confidence level: 100%),owyqcgiwkiiymsqg.xyz
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),45.131.42.75|443
ip-dst|port,Ghost RAT botnet C2 server (confidence level: 50%),202.140.140.206|9999
sha256,Luca Stealer payload (confidence level: 95%),27160afab9452087e66de9f4daf7b99fe8f092759d28c5d247cb94eaebd85a02
ip-dst|port,BlackShades botnet C2 server (confidence level: 50%),18.61.85.131|8237
domain,MetaStealer botnet C2 domain (confidence level: 100%),auyqeqykegamoqsq.xyz
domain,MetaStealer botnet C2 domain (confidence level: 100%),cyyoukoiesgiwgai.xyz
domain,XenoRAT botnet C2 domain (confidence level: 50%),hackerhacker312312-57133.portmap.io
domain,MetaStealer botnet C2 domain (confidence level: 100%),ikgkygcsegucuemm.xyz
domain,MetaStealer botnet C2 domain (confidence level: 100%),imycskgwmiewegqi.xyz
domain,MetaStealer botnet C2 domain (confidence level: 100%),eemieaksaccekgyy.xyz
