Type,Comment,Value
domain,Unknown Webinject botnet C2 domain (confidence level: 75%),zamauksaiw.com
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),47.86.52.150|443
domain,Astaroth botnet C2 domain (confidence level: 100%),graal.infraestrutura.pics
domain,Lumma Stealer botnet C2 domain (confidence level: 100%),blissfulspillow.digital
ip-dst|port,Meterpreter botnet C2 server (confidence level: 100%),110.42.111.128|62443
ip-dst|port,ValleyRAT botnet C2 server (confidence level: 100%),45.204.197.44|443
ip-dst|port,DarkComet botnet C2 server (confidence level: 100%),85.58.184.149|80
domain,DarkComet botnet C2 domain (confidence level: 100%),xserver.no-ip.biz
url,Unknown malware payload delivery URL (confidence level: 50%),https://www.cambodiatouristservice.com/
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),47.97.28.186|60000
url,Formbook botnet C2 (confidence level: 50%),http://www.apanmail.vip/sa38/
domain,Unknown Webinject botnet C2 domain (confidence level: 75%),shoutcheeksaiw.net
url,MASS Logger payload delivery URL (confidence level: 50%),http://37.139.129.142/htdocs/anznzkqscltcdjp.exe
domain,DarkComet botnet C2 domain (confidence level: 100%),zcto.zapto.org
domain,Formbook botnet C2 domain (confidence level: 50%),www.primemotors.store
ip-dst|port,ValleyRAT botnet C2 server (confidence level: 100%),154.9.252.143|443
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),54.228.98.238|443
domain,Ramnit botnet C2 domain (confidence level: 50%),mwrgirlf.com
url,Lumma Stealer botnet C2 (confidence level: 75%),https://lcatterjur.run/api
domain,Ramnit botnet C2 domain (confidence level: 50%),bpoungre.com
domain,Lumma Stealer botnet C2 domain (confidence level: 100%),farmingtzricks.top
ip-dst|port,NjRAT botnet C2 server (confidence level: 100%),108.231.94.28|6522
url,Rhadamanthys botnet C2 (confidence level: 100%),https://91.240.118.2:9769/78fc5131525a9e8d335b1/2ptlciku.20d33
url,Lumma Stealer botnet C2 (confidence level: 75%),https://bcjlaspcorne.icu/api
domain,Formbook botnet C2 domain (confidence level: 50%),www.aremmano-abruzzese.net
ip-dst|port,AsyncRAT botnet C2 server (confidence level: 75%),207.231.111.146|1996
url,ClearFake payload delivery URL (confidence level: 100%),https://check.tozuj.icu/gkcxv.google
ip-dst|port,BianLian botnet C2 server (confidence level: 100%),185.245.107.14|443
domain,Formbook botnet C2 domain (confidence level: 50%),www.wertb.xyz
md5,Rhadamanthys payload (confidence level: 50%),58b1c6223b4fd8d65053f5aefbe02e83
url,XWorm botnet C2 (confidence level: 50%),https://pastebin.com/raw/ckhqqfk6
domain,Formbook botnet C2 domain (confidence level: 50%),www.tp7-ditogel.xyz
ip-dst|port,Venom RAT botnet C2 server (confidence level: 100%),115.74.21.219|8000
domain,BumbleBee botnet C2 domain (confidence level: 100%),ae4fgatomcn.click
url,Lumma Stealer botnet C2 (confidence level: 75%),https://tbegindecafer.world/api
domain,NetSupportManager RAT botnet C2 domain (confidence level: 100%),kokosinka2.com
ip-dst|port,AsyncRAT botnet C2 server (confidence level: 100%),157.173.195.46|1888
ip-dst|port,AsyncRAT botnet C2 server (confidence level: 100%),212.129.34.197|8808
domain,Formbook botnet C2 domain (confidence level: 50%),www.ssisted-living-5.bond
domain,FAKEUPDATES payload delivery domain (confidence level: 80%),beautyplaza-zip.jp
ip-dst|port,AsyncRAT botnet C2 server (confidence level: 50%),102.41.55.187|5505
ip-dst|port,QakBot botnet C2 server (confidence level: 75%),187.170.213.104|995
md5,Unknown malware payload (confidence level: 50%),71ce395e8bb531ec3623b94387de8392
url,StrelaStealer botnet C2 (confidence level: 50%),http://193.143.1.205/up.php
ip-dst|port,Unknown malware botnet C2 server (confidence level: 50%),20.229.219.115|443
domain,CyberGate botnet C2 domain (confidence level: 100%),flareisl33t.no-ip.biz
domain,Havoc botnet C2 domain (confidence level: 100%),cpcalendars.digitalbusineszclub.xyz
domain,CyberGate botnet C2 domain (confidence level: 100%),ustealer.no-ip.biz
ip-dst|port,Remcos botnet C2 server (confidence level: 100%),173.225.101.112|7394
domain,XWorm botnet C2 domain (confidence level: 50%),amazon-astrology.gl.at.ply.gg
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),23.21.223.216|443
domain,Formbook botnet C2 domain (confidence level: 50%),www.itblog.tech
domain,BumbleBee botnet C2 domain (confidence level: 100%),e27y0btovqa.click
ip-dst|port,Hook botnet C2 server (confidence level: 100%),185.125.50.116|80
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),92.36.136.186|8080
ip-dst|port,Sliver botnet C2 server (confidence level: 100%),192.210.243.122|1337
url,Unknown malware botnet C2 (confidence level: 95%),https://dods.ismre-jup-ag.com/0aavcz0enwoqjjdhsvrrgd795xahmeuxfzijpqsrdheryht0pwwgs4gucgvcloxoi1owj9lnscyoqb6py58emk3zz8ouotlzti3qt2d1qmfgs9ilaboxuy41hlnmokbqbevjuk6lnxv27bfpzdysjaf/verify
domain,CyberGate botnet C2 domain (confidence level: 100%),ddd2u.no-ip.biz
domain,Havoc botnet C2 domain (confidence level: 100%),cpcalendars.apkhubnewz.com
domain,Lumma Stealer botnet C2 domain (confidence level: 100%),livestveblog.live
ip-dst|port,QakBot botnet C2 server (confidence level: 75%),120.150.39.240|443
domain,Unknown malware botnet C2 domain (confidence level: 90%),1fin.uz
domain,Havoc botnet C2 domain (confidence level: 100%),cpcalendars.shalownewsbooks.com
domain,FAKEUPDATES payload delivery domain (confidence level: 100%),movtime76.shop
url,Unknown malware botnet C2 (confidence level: 95%),http://sos.paylessautoz.de/8bse3yknmocl6xtmhgw7b6xzhea87tjgj26jp0ihbfckowodrk4ouybu022cxdwhxivgv1oemyj1jznwgsosjgslxpfqrg9htkfnuqnzzyqepdxamevsc7iuhcb1etbo43acarkfmqn5d3uyusw5vf/verify
ip-dst|port,AsyncRAT botnet C2 server (confidence level: 100%),38.68.49.150|7707
url,Lumma Stealer botnet C2 (confidence level: 100%),https://electryuonicpulse.world/api
ip-dst|port,Mirai botnet C2 server (confidence level: 100%),87.121.84.104|1337
ip-dst|port,ReedBed botnet C2 server (confidence level: 100%),45.128.149.32|443
ip-dst|port,AsyncRAT botnet C2 server (confidence level: 100%),196.251.116.95|555
domain,Havoc botnet C2 domain (confidence level: 100%),webmail.canvatechsports.com
ip-dst|port,AsyncRAT botnet C2 server (confidence level: 100%),195.58.58.58|8808
url,Unknown malware botnet C2 (confidence level: 95%),https://red-cedar-steel-erectors.creativeshare.it.com/vxnbjrbv4qomjqtkck64fr4ceeh6vokqncz0qzion2kwpwwxcgajyfdu1r7t8kpm1e0sbr1dtmi58gbzlaxugi9nxv3fhewlpgpxibtsrstgoquez3yohlja26c8drmm5ovys7xtwp0sde3wd9jq2a/index
ip-dst|port,Quasar RAT botnet C2 server (confidence level: 100%),31.166.106.12|1723
domain,ClearFake payload delivery domain (confidence level: 100%),check.cijii.icu
ip-dst|port,RedLine Stealer botnet C2 server (confidence level: 100%),52.237.29.81|1911
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),47.108.172.28|7777
url,Formbook botnet C2 (confidence level: 50%),http://www.msytuv.info/egs9/
url,Lumma Stealer botnet C2 (confidence level: 100%),https://bloomingzgardens.today/api
domain,Unknown Webinject botnet C2 domain (confidence level: 75%),gouchapticauru.com
domain,ClearFake payload delivery domain (confidence level: 75%),idrispatagonia.com
md5,Qilin payload (confidence level: 50%),964c13b68dc6b6b918b66a9a10469d2a
domain,Formbook botnet C2 domain (confidence level: 50%),www.234bets.net
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),117.72.47.60|8088
domain,XCSSET botnet C2 domain (confidence level: 49%),gizmodoc.ru
ip-dst|port,Havoc botnet C2 server (confidence level: 100%),15.204.95.228|80
ip-dst|port,Quasar RAT botnet C2 server (confidence level: 100%),43.225.157.168|443
url,ClearFake payload delivery URL (confidence level: 100%),https://check.jebir.icu/gkcxv.google
domain,Formbook botnet C2 domain (confidence level: 50%),www.ental-implants-trend.today
ip-dst|port,Remcos botnet C2 server (confidence level: 100%),81.19.216.134|443
url,Lumma Stealer botnet C2 (confidence level: 100%),https://citychron.life/api
domain,XWorm botnet C2 domain (confidence level: 50%),customer-performances.gl.at.ply.gg
domain,DarkComet botnet C2 domain (confidence level: 100%),romeo.hopto.org
domain,Havoc botnet C2 domain (confidence level: 100%),webmail.sportscasino.website
domain,Formbook botnet C2 domain (confidence level: 50%),www.blockchainbetting.xyz
ip-dst|port,Remcos botnet C2 server (confidence level: 100%),181.235.178.232|8888
domain,Havoc botnet C2 domain (confidence level: 100%),cpcontacts.tectotechnology.com
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),184.82.99.218|3333
ip-dst|port,Remcos botnet C2 server (confidence level: 100%),43.226.229.206|2404
url,Formbook botnet C2 (confidence level: 50%),http://www.bet2024.shop/egs9/
url,DCRat botnet C2 (confidence level: 100%),http://37.230.113.179/7/6/8dump/authrequest/secureprocessor0dump/3temporary/server/dbuploadsmariadb/geophp8/0longpoll/flower/updatevoiddb/sqltrack.php
ip-dst|port,Remcos botnet C2 server (confidence level: 100%),163.5.32.240|30360
domain,BumbleBee botnet C2 domain (confidence level: 100%),n8sbjfep5yd.click
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),73.72.205.109|5000
ip-dst|port,AsyncRAT botnet C2 server (confidence level: 100%),104.161.36.40|7707
ip-dst|port,Rhadamanthys botnet C2 server (confidence level: 100%),91.240.118.2|9769
ip-dst|port,Sliver botnet C2 server (confidence level: 50%),43.134.67.236|31337
ip-dst|port,Unknown malware botnet C2 server (confidence level: 50%),103.41.207.178|3333
domain,ClearFake payload delivery domain (confidence level: 100%),sandbox.silver-map-generator.shop
domain,CyberGate botnet C2 domain (confidence level: 100%),outbad.zapto.org
domain,Formbook botnet C2 domain (confidence level: 50%),www.ixue.social
domain,Unknown Webinject botnet C2 domain (confidence level: 75%),dauleegrauku.net
ip-dst|port,Sliver botnet C2 server (confidence level: 75%),142.93.68.220|8888
md5,Unknown malware payload (confidence level: 100%),9e116f9ad2ff072f02aa2ebd671582a5
domain,CyberGate botnet C2 domain (confidence level: 100%),asdx3.no-ip.info
domain,CyberGate botnet C2 domain (confidence level: 100%),hakr515.no-ip.info
domain,Unknown Webinject botnet C2 domain (confidence level: 75%),fumsuvaursicu.com
url,Formbook botnet C2 (confidence level: 50%),http://www.corretoraplanodesaude.shop/egs9/
ip-dst|port,BianLian botnet C2 server (confidence level: 100%),108.61.229.202|1433
url,Lumma Stealer botnet C2 (confidence level: 100%),https://creathurecove.bet/api
domain,NjRAT botnet C2 domain (confidence level: 100%),kaher.no-ip.biz
domain,CyberGate botnet C2 domain (confidence level: 100%),misterpin.no-ip.org
url,Lumma Stealer botnet C2 (confidence level: 75%),https://ihtardwarehu.icu/api
