Type,Comment,Value
ip-dst|port,NetSupportManager RAT botnet C2 server (confidence level: 100%),83.222.190.174|443
ip-dst|port,AsyncRAT botnet C2 server (confidence level: 100%),178.73.192.3|2703
ip-dst|port,Hook botnet C2 server (confidence level: 100%),212.224.107.135|2053
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),216.219.85.188|2096
domain,Mirai botnet C2 domain (confidence level: 75%),traxanhc2.duckdns.org
ip-dst|port,Mirai botnet C2 server (confidence level: 100%),51.81.100.197|4123
domain,ClearFake payload delivery domain (confidence level: 100%),tycyn.press
url,Lumma Stealer botnet C2 (confidence level: 75%),https://rvvigorbridgoe.top/banb
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),38.249.111.247|7443
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 75%),129.28.81.156|8008
sha1,Luca Stealer payload (confidence level: 95%),6691f8e3808ac8db9ecc6135220201f28574de1a
ip-dst|port,AsyncRAT botnet C2 server (confidence level: 100%),47.92.223.52|5986
domain,Unknown Loader payload delivery domain (confidence level: 90%),monadls.com
ip-dst|port,Mirai botnet C2 server (confidence level: 75%),82.199.117.108|1311
domain,Formbook botnet C2 domain (confidence level: 50%),www.rca-nc-test-13.fyi
domain,Brute Ratel C4 botnet C2 domain (confidence level: 100%),cdn.belladonnarestaurant.co.uk
ip-dst|port,XWorm botnet C2 server (confidence level: 100%),147.185.221.28|22507
ip-dst|port,XWorm botnet C2 server (confidence level: 100%),146.103.38.9|2467
ip-dst|port,Mirai botnet C2 server (confidence level: 100%),194.62.248.235|777
domain,BumbleBee botnet C2 domain (confidence level: 100%),us40rp511u1as.life
url,Lumma Stealer botnet C2 (confidence level: 100%),https://r1travelilx.top/gskaiz
url,Lumma Stealer botnet C2 (confidence level: 100%),https://2overcovtcg.top/juhd
sha256,Luca Stealer payload (confidence level: 95%),8f3370aaf5651d6bc98794269a81acaa9f6990847636cbc1085d50cc36673d7c
