Type,Comment,Value
url,Lumma Stealer botnet C2 (confidence level: 75%),https://maliftally.top/xasj
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),34.51.128.91|3333
ip-dst|port,Remcos botnet C2 server (confidence level: 100%),85.192.49.163|2404
url,Lumma Stealer botnet C2 (confidence level: 75%),https://qchangeaie.top/geps
ip-dst|port,XWorm botnet C2 server (confidence level: 50%),193.161.193.99|38853
domain,Lumma Stealer botnet C2 domain (confidence level: 100%),highpitcheri.click
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),45.128.52.153|9001
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),8.212.124.162|8888
ip-dst|port,Remcos botnet C2 server (confidence level: 100%),45.125.12.194|8080
domain,Hook botnet C2 domain (confidence level: 100%),autodiscover.srv782461.hstgr.cloud
domain,Formbook botnet C2 domain (confidence level: 50%),www.9ydygorig3l7z.xyz
url,FAKEUPDATES payload delivery URL (confidence level: 100%),https://lawofcjdj.com/4r6t.js
ip-dst|port,AsyncRAT botnet C2 server (confidence level: 100%),176.202.47.224|3236
url,Lumma Stealer botnet C2 (confidence level: 100%),https://wpastedeputten.life/api
md5,Akira payload (confidence level: 50%),0fe4937a7dfa8f212f21f65a496d7713
sha256,Unknown malware payload (confidence level: 75%),99d63f07a16f4e69fd4ad58efa142eadd2b4082aed2ab0e8250fea035930e6ba
domain,Formbook botnet C2 domain (confidence level: 50%),www.mployment-lawyer-near-me.cfd
ip-dst|port,NjRAT botnet C2 server (confidence level: 75%),179.223.145.184|1177
md5,HelloKitty payload (confidence level: 50%),57824214710bc0cdb22463571a72afd0
domain,Nanocore RAT botnet C2 domain (confidence level: 100%),manufacturer-viewing.gl.at.ply.gg
url,Lumma Stealer botnet C2 (confidence level: 100%),https://izealjkh.digital/qpte
md5,Unknown malware payload (confidence level: 50%),67961d30a900537dec197145a25b4876
domain,DarkGate botnet C2 domain (confidence level: 50%),atipakistan.org
ip-dst|port,Meterpreter botnet C2 server (confidence level: 75%),85.9.201.202|8000
ip-dst|port,Hook botnet C2 server (confidence level: 100%),139.99.25.131|80
sha256,DarkGate payload (confidence level: 50%),1a147476f428a3e54505880bb38adb56b8b7dcf8e5d0d0312204396c41b81a1c
sha256,DarkGate payload (confidence level: 50%),1af981d9c5128b3657cdb5506d61563e0d1908b957e5dd6842059d6d3cfdc622
sha256,DarkGate payload (confidence level: 50%),cc5c482229f5b9d1c88f6ff68abb7461de259749f6230932654bb5aaa3fddd88
sha256,DarkGate payload (confidence level: 50%),8a2edeef9978d454882bfb233d9cd77505618b854f7899b27aeb095ff8ebb3f4
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 50%),47.105.109.241|3333
url,Lumma Stealer botnet C2 (confidence level: 75%),https://nextgenzn.run/ujhn
url,Formbook botnet C2 (confidence level: 50%),http://www.7558a5.vip/fs24/
domain,DarkGate botnet C2 domain (confidence level: 50%),columbine.ir
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),23.95.168.170|3335
ip-dst|port,Remcos botnet C2 server (confidence level: 100%),62.60.226.21|40106
url,FAKEUPDATES payload delivery URL (confidence level: 100%),https://lapsack.com/js.php
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),45.145.229.222|60000
domain,DarkGate botnet C2 domain (confidence level: 50%),idsaperu.com
url,Formbook botnet C2 (confidence level: 50%),http://www.iaolento12.sbs/hi13/
ip-dst|port,XWorm botnet C2 server (confidence level: 100%),80.57.135.160|27137
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),54.242.67.221|443
ip-dst|port,XWorm botnet C2 server (confidence level: 100%),154.16.66.239|30121
