Type,Comment,Value
domain,ClearFake payload delivery domain (confidence level: 100%),check.farur.icu
domain,ClearFake payload delivery domain (confidence level: 100%),check.zarew.icu
domain,ClearFake payload delivery domain (confidence level: 100%),check.mulaq.icu
domain,FAKEUPDATES payload delivery domain (confidence level: 100%),lycosex.top
url,FAKEUPDATES payload delivery URL (confidence level: 100%),https://lycosex.top/prime/index.php
url,FAKEUPDATES payload delivery URL (confidence level: 100%),https://lycosex.top/prime/loop.js
domain,FAKEUPDATES payload delivery domain (confidence level: 100%),linksoflondononsale.top
url,FAKEUPDATES payload delivery URL (confidence level: 100%),https://linksoflondononsale.top/analyze/loop.js
url,FAKEUPDATES payload delivery URL (confidence level: 100%),https://linksoflondononsale.top/analyze/index.php
domain,FAKEUPDATES payload delivery domain (confidence level: 100%),sales2016.top
url,FAKEUPDATES payload delivery URL (confidence level: 100%),https://sales2016.top/analyze/loop.js
url,FAKEUPDATES payload delivery URL (confidence level: 100%),https://sales2016.top/analyze/index.php
url,FAKEUPDATES payload delivery URL (confidence level: 100%),https://alhasba.com/analyze/loop.js
url,FAKEUPDATES payload delivery URL (confidence level: 100%),https://alhasba.com/analyze/index.php
url,Unknown malware botnet C2 (confidence level: 100%),http://8.220.176.89:8888/supershell/login/
url,FAKEUPDATES payload delivery URL (confidence level: 100%),https://bstionline.com/analyze/loop.js
url,FAKEUPDATES payload delivery URL (confidence level: 100%),https://bstionline.com/analyze/index.php
domain,FAKEUPDATES payload delivery domain (confidence level: 100%),vog168.top
url,FAKEUPDATES payload delivery URL (confidence level: 100%),https://vog168.top/pictures/index.php
url,FAKEUPDATES payload delivery URL (confidence level: 100%),https://vog168.top/pictures/analytics.js
ip-dst|port,Unknown malware payload delivery server (confidence level: 100%),168.119.173.205|8080
ip-dst|port,Unknown malware payload delivery server (confidence level: 100%),162.55.47.21|8080
ip-dst|port,Unknown malware payload delivery server (confidence level: 100%),138.199.161.141|8090
ip-dst|port,Unknown malware payload delivery server (confidence level: 100%),138.199.161.141|8080
ip-dst|port,Unknown malware payload delivery server (confidence level: 100%),138.199.156.22|8080
ip-dst|port,Unknown malware payload delivery server (confidence level: 100%),65.38.120.125|8080
ip-dst|port,Unknown malware payload delivery server (confidence level: 100%),64.94.84.217|8080
ip-dst|port,Unknown malware payload delivery server (confidence level: 100%),64.94.84.217|8090
ip-dst|port,Unknown malware payload delivery server (confidence level: 100%),45.61.136.8|8080
ip-dst|port,Unknown malware payload delivery server (confidence level: 100%),193.36.38.237|8080
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),38.45.120.237|81
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),62.234.43.133|80
ip-dst|port,Remcos botnet C2 server (confidence level: 100%),196.251.116.166|2404
ip-dst|port,Remcos botnet C2 server (confidence level: 100%),66.225.254.158|2404
ip-dst|port,Remcos botnet C2 server (confidence level: 100%),88.119.171.163|2020
ip-dst|port,AsyncRAT botnet C2 server (confidence level: 100%),209.38.69.65|5050
ip-dst|port,Hook botnet C2 server (confidence level: 100%),196.251.88.44|8089
ip-dst|port,Havoc botnet C2 server (confidence level: 100%),70.77.120.233|20443
ip-dst|port,DCRat botnet C2 server (confidence level: 100%),202.95.14.164|443
ip-dst|port,DCRat botnet C2 server (confidence level: 100%),23.235.176.76|443
ip-dst|port,NetSupportManager RAT botnet C2 server (confidence level: 100%),3.141.15.5|2053
ip-dst|port,MooBot botnet C2 server (confidence level: 100%),34.205.69.34|80
ip-dst|port,MooBot botnet C2 server (confidence level: 100%),45.143.166.71|80
ip-dst|port,Chaos botnet C2 server (confidence level: 100%),172.105.190.211|8080
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),188.166.199.174|3333
