Type,Comment,Value
url,Formbook botnet C2 (confidence level: 50%),http://www.06157.club/o82h/
url,FAKEUPDATES payload delivery URL (confidence level: 100%),https://ayzyw.top/nlm/index.php
ip-dst|port,Tofsee botnet C2 server (confidence level: 100%),88.214.50.26|427
sha256,Gofing payload (confidence level: 50%),68ba314ed9a8216a91a5e35195a46acef6c6b4d3234aa71caa3b2cec19b5b6da
domain,ClearFake payload delivery domain (confidence level: 100%),ctpzd.press
ip-dst|port,Remcos botnet C2 server (confidence level: 100%),146.70.137.90|3010
domain,Formbook botnet C2 domain (confidence level: 50%),www.surfbumapparel.com
domain,BumbleBee botnet C2 domain (confidence level: 100%),3cgfqwsca2vjm.life
ip-dst|port,Quasar RAT botnet C2 server (confidence level: 50%),105.156.224.14|8009
domain,Formbook botnet C2 domain (confidence level: 50%),www.aiasangels.online
domain,MetaStealer botnet C2 domain (confidence level: 100%),yiioqiskceacaakk.xyz
url,Formbook botnet C2 (confidence level: 50%),http://www.1500.sbs/o82h/
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 50%),185.196.11.181|9922
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),218.30.103.232|443
ip-dst|port,SectopRAT botnet C2 server (confidence level: 50%),92.255.57.37|9000
ip-dst|port,Mirai botnet C2 server (confidence level: 75%),213.204.214.195|1311
sha1,Luca Stealer payload (confidence level: 95%),760d3130494973cb7e00fd940b56885c917877fd
url,Latrodectus botnet C2 (confidence level: 50%),https://architrata.com/drive/
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),144.91.92.240|7443
domain,Formbook botnet C2 domain (confidence level: 50%),www.ammem.info
ip-dst|port,AsyncRAT botnet C2 server (confidence level: 100%),13.60.99.34|67
ip-dst|port,DeimosC2 botnet C2 server (confidence level: 75%),169.55.107.211|10250
url,Lumma Stealer botnet C2 (confidence level: 100%),https://iviriatoe.live/laopx
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),34.254.151.229|443
domain,FAKEUPDATES payload delivery domain (confidence level: 100%),108zhao.shop
sha256,Gofing payload (confidence level: 50%),7d5b77bda1c397702b58b5e115eefb6f8aae3c88ca10e0421d810ab83a21503d
ip-dst|port,Unknown malware botnet C2 server (confidence level: 50%),160.25.7.206|4443
sha256,Gofing payload (confidence level: 50%),c9364af9e63dfd60d699c3e437bb22efde485083c840b1cf9fa3b315fdf75c12
domain,Havoc botnet C2 domain (confidence level: 100%),setup.bestoffersfortoday.store
sha256,Gofing payload (confidence level: 50%),ce4eb825aa7c48364f73fce2ccf896b192134ec78b9742cc124385552553ed16
sha256,Unknown malware payload (confidence level: 75%),204ab69b6ace47847f4ccddca710d94bfe54aa0922d41673df554841259b1c89
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),43.135.76.103|9999
url,Formbook botnet C2 (confidence level: 50%),http://www.rade-your-teacher.store/o82h/
ip-dst|port,AsyncRAT botnet C2 server (confidence level: 100%),87.121.103.228|3785
ip-dst|port,Mirai botnet C2 server (confidence level: 75%),85.239.33.160|1311
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),123.56.187.48|60000
url,Lumma Stealer botnet C2 (confidence level: 100%),https://ydarjkafsg.digital/aoiz
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 50%),154.8.233.224|8081
ip-dst|port,MooBot botnet C2 server (confidence level: 100%),163.61.110.131|80
domain,Formbook botnet C2 domain (confidence level: 50%),www.rishticodiegfortysix.online
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),47.96.251.170|8888
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),45.82.252.165|4433
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),13.60.65.130|3333
ip-dst|port,Tofsee botnet C2 server (confidence level: 100%),180.178.189.3|420
ip-dst|port,Tofsee botnet C2 server (confidence level: 100%),185.156.72.19|422
url,Lumma Stealer botnet C2 (confidence level: 75%),https://pclimatologfy.top/kbud
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),92.63.197.45|443
domain,BumbleBee botnet C2 domain (confidence level: 100%),mlhmq5ei1s074.life
ip-dst|port,Brute Ratel C4 botnet C2 server (confidence level: 50%),212.69.167.73|5986
ip-dst|port,Havoc botnet C2 server (confidence level: 100%),18.184.225.196|443
ip-dst|port,Remcos botnet C2 server (confidence level: 75%),196.251.84.214|8000
url,Lumma Stealer botnet C2 (confidence level: 100%),https://mygadgety.live/akrl
url,Lumma Stealer botnet C2 (confidence level: 75%),https://voznessxyy.life/bnaz
ip-dst|port,Tofsee botnet C2 server (confidence level: 100%),180.178.189.3|422
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),91.99.15.48|3333
sha256,Gofing payload (confidence level: 50%),39e49c3a698fdcf9285727694ad84b40c1616abc22acb03a31a5858d8ff20c51
sha1,GCleaner payload (confidence level: 95%),57db1f7070d71b752c4a8457d53908752a6c23c6
sha256,Gofing payload (confidence level: 50%),580b79000c62fd9c74c9f2eded6b3f836bbfcc4b1a04d956475711337c4e54cb
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),121.41.97.26|80
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),111.173.104.176|8888
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),173.211.70.87|80
ip-dst|port,Mirai botnet C2 server (confidence level: 75%),194.132.68.15|1311
ip-dst|port,AsyncRAT botnet C2 server (confidence level: 100%),196.251.116.68|7707
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),139.224.191.58|10010
md5,troystealer payload (confidence level: 95%),139dda84a3ed2adbeb493f73f7811fb1
domain,Formbook botnet C2 domain (confidence level: 50%),www.ordphanter.info
ip-dst|port,Havoc botnet C2 server (confidence level: 100%),192.153.57.116|443
domain,Cobalt Strike botnet C2 domain (confidence level: 75%),eztest.site
ip-dst|port,Hook botnet C2 server (confidence level: 100%),31.59.184.185|80
url,Unknown malware botnet C2 (confidence level: 50%),http://154.37.213.163:8888/supershell/login
url,Chaos botnet C2 (confidence level: 50%),http://34.141.142.28:8080/
