Type,Comment,Value
domain,MetaStealer botnet C2 domain (confidence level: 100%),woyukiyqkyeowqoa.xyz
domain,BumbleBee botnet C2 domain (confidence level: 100%),br40ztd8bya.life
ip-dst|port,Unknown malware botnet C2 server (confidence level: 50%),118.122.8.155|12144
url,DCRat botnet C2 (confidence level: 100%),http://deniszarr1.temp.swtest.ru/linelowupdatewindowswp.php
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),51.83.253.5|3333
domain,MetaStealer botnet C2 domain (confidence level: 100%),cygqamomgkgomoaq.xyz
domain,MetaStealer botnet C2 domain (confidence level: 100%),ikyuqcscgoekogyq.xyz
url,XWorm botnet C2 (confidence level: 100%),https://webhook.site/40ea286d-8847-4674-879a-cd260372be9a
domain,MetaStealer botnet C2 domain (confidence level: 100%),kuwecouukcquuoos.xyz
domain,MetaStealer botnet C2 domain (confidence level: 100%),owyowgcmyakowcme.xyz
domain,MetaStealer botnet C2 domain (confidence level: 100%),yoayssqmqcamucqs.xyz
ip-dst|port,Quasar RAT botnet C2 server (confidence level: 50%),41.143.203.137|47990
url,Lumma Stealer botnet C2 (confidence level: 75%),https://phoucc.digital/pxa/api
domain,XWorm botnet C2 domain (confidence level: 50%),linda991.duckdns.org
domain,Glupteba botnet C2 domain (confidence level: 50%),server14.cdneurops.health
domain,MetaStealer botnet C2 domain (confidence level: 100%),uioiuggmkyeicsyo.xyz
domain,Unknown malware botnet C2 domain (confidence level: 100%),static.etherpad-update.xyz
domain,MetaStealer botnet C2 domain (confidence level: 100%),cyqcmsicgageckmi.xyz
domain,BumbleBee botnet C2 domain (confidence level: 100%),fdlbpjwv98r.life
domain,MetaStealer botnet C2 domain (confidence level: 100%),ouwqqwmawagmeqwm.xyz
ip-dst|port,Rhadamanthys botnet C2 server (confidence level: 100%),178.255.126.19|443
domain,MetaStealer botnet C2 domain (confidence level: 100%),yymekuccguqgqaki.xyz
url,Formbook botnet C2 (confidence level: 50%),http://www.alaksino.casino/i26e/
domain,XWorm botnet C2 domain (confidence level: 100%),ybyar-52464.portmap.host
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),117.72.53.128|443
domain,MetaStealer botnet C2 domain (confidence level: 100%),kowykokgisagsmmo.xyz
domain,Bashlite botnet C2 domain (confidence level: 100%),23-95-197-208.cprapid.com
domain,MetaStealer botnet C2 domain (confidence level: 100%),kosicwiumwggmuiq.xyz
url,Vidar botnet C2 (confidence level: 100%),https://t.me/lu77t
domain,MetaStealer botnet C2 domain (confidence level: 100%),musqoimeasiasuse.xyz
domain,MetaStealer botnet C2 domain (confidence level: 100%),ggkaamwwgegssycy.xyz
ip-dst|port,AsyncRAT botnet C2 server (confidence level: 100%),213.209.143.37|6665
domain,Lumma Stealer botnet C2 domain (confidence level: 100%),www.rustore.fedor-turin.ru
domain,MetaStealer botnet C2 domain (confidence level: 100%),muassemkqquiymas.xyz
ip-dst|port,AsyncRAT botnet C2 server (confidence level: 100%),176.65.144.60|1960
domain,MetaStealer botnet C2 domain (confidence level: 100%),uiieiisuomoqksqo.xyz
domain,MetaStealer botnet C2 domain (confidence level: 100%),eessygycugyoqsay.xyz
url,Vidar botnet C2 (confidence level: 100%),https://7.99.4t.com/
ip-dst|port,Quasar RAT botnet C2 server (confidence level: 100%),160.179.154.140|42971
