Type,Comment,Value
ip-dst|port,DeimosC2 botnet C2 server (confidence level: 75%),54.251.147.46|443
sha256,AMOS payload (confidence level: 100%),93acdcefbebb15e88323b84c582578f2fe24613daaf8104a05ff3315f6801841
domain,Quasar RAT botnet C2 domain (confidence level: 100%),dez3452-33187.portmap.host
ip-dst|port,Hook botnet C2 server (confidence level: 100%),45.95.42.238|8089
domain,Remcos botnet C2 domain (confidence level: 100%),rem.aaahorneswll.com
domain,Formbook botnet C2 domain (confidence level: 50%),www.stevehurtz.photography
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),113.45.192.130|60000
domain,Mirai botnet C2 domain (confidence level: 50%),yn.eoow.cn
url,Formbook botnet C2 (confidence level: 50%),http://www.rfnpt.com/hx344/
domain,Formbook botnet C2 domain (confidence level: 50%),www.reluk.info
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),172.236.148.95|443
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 75%),149.30.232.116|53
domain,AsyncRAT botnet C2 domain (confidence level: 100%),asegurar3octubre.duckdns.org
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),194.110.220.71|10010
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),45.249.208.103|9205
ip-dst|port,SectopRAT botnet C2 server (confidence level: 50%),185.93.89.139|9000
sha256,AMOS payload (confidence level: 100%),430cac4c610fa454f1846373b977664a0677d12e82b70a2968576feb85872da9
url,Stealc botnet C2 (confidence level: 100%),http://178.236.252.126/d1efdd996aae4f49.php
ip-dst|port,Sliver botnet C2 server (confidence level: 50%),144.172.107.131|31337
domain,Unknown malware payload delivery domain (confidence level: 100%),emeoxm.com
url,Formbook botnet C2 (confidence level: 50%),http://www.mfolio.net/o09a/
domain,Cobalt Strike botnet C2 domain (confidence level: 75%),ns1.mailinfo.life
domain,Lumma Stealer botnet C2 domain (confidence level: 50%),glhvps.lat
url,Formbook botnet C2 (confidence level: 50%),http://www.osmeticsshopbackend.click/hi07/
ip-dst|port,NetSupportManager RAT botnet C2 server (confidence level: 100%),125.25.108.76|7443
ip-dst|port,DCRat botnet C2 server (confidence level: 100%),23.94.99.5|8848
domain,Unknown RAT botnet C2 domain (confidence level: 100%),kingdom-reject.gl.at.ply.gg
ip-dst|port,BianLian botnet C2 server (confidence level: 100%),159.65.233.1|443
domain,Formbook botnet C2 domain (confidence level: 50%),www.eadinghaven.app
ip-dst|port,Remcos botnet C2 server (confidence level: 100%),103.202.55.193|2404
ip-dst|port,NetSupportManager RAT botnet C2 server (confidence level: 100%),54.87.185.33|20717
ip-dst|port,AsyncRAT botnet C2 server (confidence level: 100%),185.82.73.108|8808
ip-dst|port,MimiKatz botnet C2 server (confidence level: 100%),101.200.124.122|8000
domain,Cobalt Strike botnet C2 domain (confidence level: 100%),arni110.painhealingcenter.com
ip-dst|port,Hook botnet C2 server (confidence level: 100%),91.92.46.12|80
domain,Lumma Stealer botnet C2 domain (confidence level: 50%),cziv.shop
domain,Formbook botnet C2 domain (confidence level: 50%),www.nisenkeji.com
ip-dst|port,Remcos botnet C2 server (confidence level: 100%),67.21.33.183|2700
ip-dst|port,AsyncRAT botnet C2 server (confidence level: 100%),45.10.161.80|4444
ip-dst|port,MooBot botnet C2 server (confidence level: 100%),103.149.252.178|80
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),47.101.187.219|81
sha256,AMOS payload (confidence level: 100%),c6ffbc5d08d02240fece0ff3cec88278325866d54d18aab4218f213298291630
domain,Lumma Stealer botnet C2 domain (confidence level: 100%),ketxsuz.xyz
domain,Interlock botnet C2 domain (confidence level: 50%),windows-msg-as.com
ip-dst|port,XWorm botnet C2 server (confidence level: 100%),193.26.115.138|1337
