Type,Comment,Value
url,Lumma Stealer botnet C2 (confidence level: 100%),https://nelospaet.cfd/api
domain,ClearFake payload delivery domain (confidence level: 100%),ov6.pot-5.ru
domain,ClearFake payload delivery domain (confidence level: 100%),celokya5.ru
domain,Unknown Stealer botnet C2 domain (confidence level: 100%),paxrobot.digital
ip-dst|port,Kaiji botnet C2 server (confidence level: 100%),45.192.209.47|8888
ip-dst|port,Hook botnet C2 server (confidence level: 100%),43.160.253.145|80
ip-dst|port,Sliver botnet C2 server (confidence level: 100%),118.194.235.107|58443
ip-dst|port,NetSupportManager RAT botnet C2 server (confidence level: 100%),78.128.112.206|9999
ip-dst|port,ValleyRAT botnet C2 server (confidence level: 100%),202.79.173.94|9090
url,Lumma Stealer botnet C2 (confidence level: 100%),https://boldcyanvas.top/api
ip-dst|port,Sliver botnet C2 server (confidence level: 100%),16.176.209.90|443
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),110.232.90.73|8443
domain,Formbook botnet C2 domain (confidence level: 50%),www.ireoverseasgroup.shop
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 75%),43.156.58.35|9099
ip-dst|port,Meterpreter botnet C2 server (confidence level: 75%),149.0.16.127|443
domain,SMOKEDHAM botnet C2 domain (confidence level: 100%),server-cdn.jawigaw383.workers.dev
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),108.186.255.117|896
md5,Quasar RAT payload (confidence level: 95%),f2d3f22b7c373bfd10622b4ef3b18d90
url,Lumma Stealer botnet C2 (confidence level: 100%),https://creewuh.shop/qazx
sha1,Vidar payload (confidence level: 95%),56558b246a371425732ca1f4e30cbb91848f3ebf
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),23.80.81.218|80
ip-dst|port,Sliver botnet C2 server (confidence level: 50%),198.7.124.59|31337
ip-dst|port,Remcos botnet C2 server (confidence level: 100%),85.117.242.173|2404
domain,Unknown malware payload delivery domain (confidence level: 100%),security.felaguueard.com
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),156.246.2.169|9397
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),36.133.99.108|4443
ip-dst|port,Loki Password Stealer (PWS) botnet C2 server (confidence level: 75%),46.77.51.179|83
domain,AsyncRAT botnet C2 domain (confidence level: 100%),calero921.duckdns.org
sha1,GCleaner payload (confidence level: 95%),95dc0b3ba23e8bd4cfd10073e7f0f5365f96dd4f
url,Lumma Stealer botnet C2 (confidence level: 100%),https://clammyblushi.biz/api
ip-dst|port,Venom RAT botnet C2 server (confidence level: 100%),196.251.117.187|40000
domain,ClearFake payload delivery domain (confidence level: 100%),ridinyo9.ru
ip-dst|port,Unknown malware botnet C2 server (confidence level: 50%),3.145.103.147|993
md5,Unknown malware payload (confidence level: 50%),81279668f2392d40feafb219ec715b55
ip-dst|port,Remcos botnet C2 server (confidence level: 100%),216.9.224.34|16070
url,Unknown malware botnet C2 (confidence level: 100%),http://47.121.130.60:8888/supershell/login/
ip-dst|port,Sliver botnet C2 server (confidence level: 50%),103.73.67.164|31337
ip-dst|port,Stealc botnet C2 server (confidence level: 100%),45.156.87.219|80
sha1,Formbook payload (confidence level: 95%),632366a1fb052534fa38b65cb2b667e3848ba302
url,Pony botnet C2 (confidence level: 100%),http://glgkorea.com/forum/viewtopic.php
domain,Lumma Stealer botnet C2 domain (confidence level: 50%),agrevpud.shop
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),173.195.100.143|7443
sha256,Lumma Stealer payload (confidence level: 100%),7fa03d9f6fed85029600e9e4dff8f8275c258b155f33e000f76e3d8e1205ac20
domain,Scavenger botnet C2 domain (confidence level: 100%),smartscreen-api.com
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),8.148.31.196|8888
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),159.75.167.183|60000
ip-dst|port,XWorm botnet C2 server (confidence level: 100%),147.185.221.29|32655
ip-dst|port,FAKEUPDATES botnet C2 server (confidence level: 100%),194.213.18.34|443
ip-dst|port,XWorm botnet C2 server (confidence level: 100%),5.175.234.16|7005
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 50%),47.122.30.177|80
url,Lumma Stealer botnet C2 (confidence level: 100%),https://t.me/steamwork97
url,Lumma Stealer botnet C2 (confidence level: 50%),https://www.backup.fedor-turin.ru/login
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),192.144.232.209|4433
md5,FatalRat payload (confidence level: 95%),32d68a7e03623cd2b53ee1a40df4f421
url,Vidar botnet C2 (confidence level: 75%),https://78.47.76.152
sha256,XWorm payload (confidence level: 95%),d714605f17bc3771a90af63aa8120dacc998466958c249a58360dba6351ddd60
sha256,VIP Keylogger payload (confidence level: 95%),ae494b9c4d7a4b11d4f6702d7e14cedc21c4739770c51f5bdc0ba95631c52560
url,Lumma Stealer botnet C2 (confidence level: 100%),https://artifizz.top/xpas
ip-dst|port,SpyNote botnet C2 server (confidence level: 100%),45.141.151.117|2222
ip-dst|port,Ghost RAT botnet C2 server (confidence level: 100%),103.176.197.6|14994
