Type,Comment,Value
url,Unknown malware payload delivery URL (confidence level: 75%),http://89.116.20.194:81/telnet.sh
domain,Lumma Stealer botnet C2 domain (confidence level: 100%),thinkrz.lol
domain,Lumma Stealer botnet C2 domain (confidence level: 100%),integkr.pics
domain,Lumma Stealer botnet C2 domain (confidence level: 100%),aspecqo.top
domain,Lumma Stealer botnet C2 domain (confidence level: 100%),paramkc.lat
domain,Lumma Stealer botnet C2 domain (confidence level: 100%),severhi.lol
domain,Lumma Stealer botnet C2 domain (confidence level: 100%),emapsho.fun
domain,Lumma Stealer botnet C2 domain (confidence level: 100%),firiaer.fun
domain,Lumma Stealer botnet C2 domain (confidence level: 100%),emageuv.fun
domain,Lumma Stealer botnet C2 domain (confidence level: 100%),orekcee.fun
domain,Unknown Stealer botnet C2 domain (confidence level: 100%),paxrobot.digital
domain,Unknown Stealer botnet C2 domain (confidence level: 100%),cyberdarkduck.live
domain,Unknown malware payload delivery domain (confidence level: 100%),security.floiregwaqrd.com
domain,Unknown malware payload delivery domain (confidence level: 100%),cekipolen.com
url,Unknown malware payload delivery URL (confidence level: 75%),http://212.11.64.25/ohshit.sh
ip-dst|port,AsyncRAT botnet C2 server (confidence level: 100%),45.138.16.131|5555
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),164.92.145.34|443
ip-dst|port,Quasar RAT botnet C2 server (confidence level: 100%),104.36.83.4|8080
ip-dst|port,DCRat botnet C2 server (confidence level: 100%),177.255.88.14|8081
ip-dst|port,NetSupportManager RAT botnet C2 server (confidence level: 100%),54.183.65.116|2404
ip-dst|port,NetSupportManager RAT botnet C2 server (confidence level: 100%),179.95.172.188|9990
ip-dst|port,Xtreme RAT botnet C2 server (confidence level: 100%),115.231.171.60|10001
ip-dst|port,XWorm botnet C2 server (confidence level: 100%),196.117.89.7|1515
ip-dst|port,ValleyRAT botnet C2 server (confidence level: 100%),154.222.24.214|668
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 75%),111.230.29.245|8080
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 75%),175.178.34.215|443
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 75%),45.196.247.101|8080
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 75%),45.196.247.111|8080
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 75%),45.196.247.119|8080
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 75%),45.196.247.186|8080
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 75%),45.196.247.222|8080
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 75%),47.109.38.125|8080
url,Unknown malware botnet C2 (confidence level: 100%),http://103.146.159.70:8888/supershell/login/
domain,Cobalt Strike botnet C2 domain (confidence level: 100%),snjofxs.top
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),106.52.241.166|9999
ip-dst|port,Sliver botnet C2 server (confidence level: 90%),147.182.225.244|443
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),121.91.174.161|8888
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),206.82.6.254|8888
domain,Unknown malware botnet C2 domain (confidence level: 100%),recleau.com
ip-dst|port,Hook botnet C2 server (confidence level: 100%),74.50.120.130|8082
domain,Havoc botnet C2 domain (confidence level: 100%),tswelo.com
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),45.147.178.44|80
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),207.244.250.211|3333
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),1.15.37.42|443
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),138.197.83.6|80
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),13.39.107.13|3333
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),23.254.209.170|3333
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),145.223.68.142|3333
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),137.184.155.163|3333
domain,QakBot botnet C2 domain (confidence level: 100%),ip70-176-149-88.ph.ph.cox.net
ip-dst|port,Sliver botnet C2 server (confidence level: 100%),45.93.8.9|80
ip-dst|port,NetSupportManager RAT botnet C2 server (confidence level: 100%),18.61.252.144|11101
ip-dst|port,NetSupportManager RAT botnet C2 server (confidence level: 100%),13.220.134.86|9080
ip-dst|port,Xtreme RAT botnet C2 server (confidence level: 100%),162.251.164.194|10001
url,Lumma Stealer botnet C2 (confidence level: 75%),https://smijgub.click/zpdk
ip-dst|port,AsyncRAT botnet C2 server (confidence level: 100%),193.161.193.99|48581
domain,XWorm botnet C2 domain (confidence level: 100%),is-gas.gl.at.ply.gg
domain,XWorm botnet C2 domain (confidence level: 100%),nov-transport.gl.at.ply.gg
domain,XWorm botnet C2 domain (confidence level: 100%),realdot.ddns.net
ip-dst|port,AsyncRAT botnet C2 server (confidence level: 100%),94.101.128.110|6606
ip-dst|port,AsyncRAT botnet C2 server (confidence level: 100%),94.101.128.110|7707
ip-dst|port,AsyncRAT botnet C2 server (confidence level: 100%),154.205.147.108|6606
ip-dst|port,AsyncRAT botnet C2 server (confidence level: 100%),154.205.147.108|7707
ip-dst|port,AsyncRAT botnet C2 server (confidence level: 100%),154.205.147.108|8808
domain,AsyncRAT botnet C2 domain (confidence level: 100%),svhosted.duckdns.org
url,DCRat botnet C2 (confidence level: 100%),http://ch25498.tw1.ru/9c2cab3e.php
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),83.229.123.46|8888
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),221.209.122.14|7777
domain,Lumma Stealer botnet C2 domain (confidence level: 100%),smp.rodeo
domain,Lumma Stealer botnet C2 domain (confidence level: 100%),xurekodip.com
domain,Lumma Stealer botnet C2 domain (confidence level: 100%),utvp1.net
domain,Lumma Stealer botnet C2 domain (confidence level: 100%),orienderi.com
ip-dst|port,Ghost RAT botnet C2 server (confidence level: 100%),172.98.23.73|8080
ip-dst|port,Sliver botnet C2 server (confidence level: 100%),209.94.58.48|8080
ip-dst|port,AsyncRAT botnet C2 server (confidence level: 100%),24.152.36.198|8808
ip-dst|port,SectopRAT botnet C2 server (confidence level: 100%),107.189.26.86|9000
ip-dst|port,Venom RAT botnet C2 server (confidence level: 100%),196.251.118.16|7000
ip-dst|port,NetSupportManager RAT botnet C2 server (confidence level: 100%),3.23.92.222|56501
ip-dst|port,DeimosC2 botnet C2 server (confidence level: 75%),103.229.190.80|443
ip-dst|port,DeimosC2 botnet C2 server (confidence level: 75%),15.197.129.209|443
ip-dst|port,DeimosC2 botnet C2 server (confidence level: 75%),18.252.157.3|443
ip-dst|port,QakBot botnet C2 server (confidence level: 75%),70.31.125.47|2222
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 75%),120.55.73.61|8080
ip-dst|port,Havoc botnet C2 server (confidence level: 75%),117.247.198.235|443
url,Lumma Stealer botnet C2 (confidence level: 75%),https://orienderi.com/xori
url,Lumma Stealer botnet C2 (confidence level: 75%),https://smp.rodeo/riww/api
url,Lumma Stealer botnet C2 (confidence level: 75%),https://utvp1.net/zkaj
url,Lumma Stealer botnet C2 (confidence level: 75%),https://xurekodip.com/qpdl
ip-dst|port,XWorm botnet C2 server (confidence level: 100%),3.126.37.18|10320
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),3.19.222.192|80
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),192.144.232.209|4433
domain,XWorm botnet C2 domain (confidence level: 100%),mareczek123-27222.portmap.host
ip-dst|port,Ghost RAT botnet C2 server (confidence level: 100%),154.94.232.213|8080
ip-dst|port,Ghost RAT botnet C2 server (confidence level: 100%),103.86.44.179|8080
ip-dst|port,SectopRAT botnet C2 server (confidence level: 100%),5.10.250.242|9000
domain,Havoc botnet C2 domain (confidence level: 100%),mail.letlama.com
ip-dst|port,DCRat botnet C2 server (confidence level: 100%),163.227.239.216|6000
ip-dst|port,NetSupportManager RAT botnet C2 server (confidence level: 100%),16.28.104.49|37404
ip-dst|port,MimiKatz botnet C2 server (confidence level: 100%),147.93.5.173|80
ip-dst|port,Xtreme RAT botnet C2 server (confidence level: 100%),123.60.27.219|10001
domain,Cobalt Strike botnet C2 domain (confidence level: 75%),www.expects-crucial-pest-bubble.club
ip-dst|port,Meterpreter botnet C2 server (confidence level: 75%),45.143.167.125|82
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 75%),45.196.247.156|8080
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 75%),45.196.247.225|8080
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 75%),45.196.247.226|8080
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 75%),45.196.247.227|8080
ip-dst|port,FAKEUPDATES payload delivery server (confidence level: 100%),85.235.205.148|443
ip-dst|port,XWorm botnet C2 server (confidence level: 100%),154.219.109.235|7000
ip-dst|port,XWorm botnet C2 server (confidence level: 100%),147.185.221.30|34037
ip-dst|port,NjRAT botnet C2 server (confidence level: 100%),35.156.141.157|1337
ip-dst|port,Bashlite botnet C2 server (confidence level: 75%),156.226.174.175|35342
