Type,Comment,Value
ip-dst|port,NetSupportManager RAT botnet C2 server (confidence level: 50%),185.207.133.123|4545
ip-dst|port,Sliver botnet C2 server (confidence level: 100%),34.45.231.202|443
ip-dst|port,Quasar RAT botnet C2 server (confidence level: 100%),160.179.154.140|34280
domain,MetaStealer botnet C2 domain (confidence level: 100%),uieaaugmieqqsyem.xyz
domain,MetaStealer botnet C2 domain (confidence level: 100%),mumumaymyuimmsqs.xyz
sha1,DBatLoader payload (confidence level: 95%),c5407fb4c9d8686fd951edce8822125c0bfb5fb9
ip-dst|port,Unknown RAT botnet C2 server (confidence level: 50%),45.137.70.37|443
domain,Unknown RAT botnet C2 domain (confidence level: 50%),info.seac0cruree-den0ee-reei9-90.su
ip-dst|port,AsyncRAT botnet C2 server (confidence level: 100%),176.65.141.111|6606
ip-dst|port,Quasar RAT botnet C2 server (confidence level: 100%),105.158.173.211|8443
ip-dst|port,Quasar RAT botnet C2 server (confidence level: 100%),105.158.173.211|32443
ip-dst|port,FAKEUPDATES botnet C2 server (confidence level: 100%),194.213.18.107|443
domain,BumbleBee botnet C2 domain (confidence level: 100%),8w5aogt61el3a.life
sha1,KrakenKeylogger payload (confidence level: 95%),ba7b45f666f7bc2381c96caf892b1a01fa2b7951
domain,BumbleBee botnet C2 domain (confidence level: 100%),pkgbfa9ati6.life
ip-dst|port,Quasar RAT botnet C2 server (confidence level: 50%),41.143.200.243|8443
url,AsyncRAT botnet C2 (confidence level: 100%),https://api.telegram.org/bot7801493167:aaeb4wxjgtjohmz0aijb2st4xwzkaygrtn0/sendmessage
ip-dst|port,Quasar RAT botnet C2 server (confidence level: 100%),160.179.163.117|23
domain,MetaStealer botnet C2 domain (confidence level: 100%),kowyykgmaommaqqs.xyz
domain,MetaStealer botnet C2 domain (confidence level: 100%),ecgoueoiuwesaqoc.xyz
ip-dst|port,Sliver botnet C2 server (confidence level: 50%),167.99.51.2|31337
ip-dst|port,AsyncRAT botnet C2 server (confidence level: 100%),3.8.141.103|8808
url,Lumma Stealer botnet C2 (confidence level: 100%),https://1eposseswsnc.top/akds
