Type,Comment,Value
domain,DarkGate botnet C2 domain (confidence level: 50%),astrologia.com.co
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 50%),192.3.211.196|50050
domain,Formbook botnet C2 domain (confidence level: 50%),www.michaellobato.com
url,Lumma Stealer botnet C2 (confidence level: 100%),https://apireco.digital/gelkdo
sha256,DarkGate payload (confidence level: 50%),faa11b62d303a3ac0c51c66788849818bced4d1a17b77b1788d15b2d21086686
ip-dst|port,MooBot botnet C2 server (confidence level: 100%),107.189.28.127|80
domain,DarkGate botnet C2 domain (confidence level: 50%),revanth.com
url,Lumma Stealer botnet C2 (confidence level: 100%),https://7weaponwo.life/nghsaya
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),20.75.49.74|3333
sha256,Gofing payload (confidence level: 50%),663f8af800d179bab56cc8419ec925842723eb721e612753ca2cdba67eaec4cd
ip-dst|port,AsyncRAT botnet C2 server (confidence level: 100%),196.251.69.26|8808
url,Vidar botnet C2 (confidence level: 100%),https://qo.ap.4t.com/
sha256,Gofing payload (confidence level: 50%),d18536226565b2a88696e7a55c8838e20dad08ff04fa59ceec0c0a0be97ecfaa
sha256,Gofing payload (confidence level: 50%),3a78c7814ac80e17b283f868f48a60931f5b03459de7bae6cba4dcf2c1170a7d
ip-dst|port,Unknown malware botnet C2 server (confidence level: 75%),103.186.117.96|23951
domain,DarkGate botnet C2 domain (confidence level: 50%),wagonsskillfoundation.com
domain,DarkGate botnet C2 domain (confidence level: 50%),llumarsaudi.com
sha256,DarkGate payload (confidence level: 50%),026f4c95783ed33bc31c16a9a80842fa4a8efa4f67dff5a4739f90a8bc49a219
domain,FAKEUPDATES payload delivery domain (confidence level: 100%),ringtoday.info
domain,DarkGate botnet C2 domain (confidence level: 50%),geocentric.co.in
ip-dst|port,MooBot botnet C2 server (confidence level: 100%),176.65.148.196|80
ip-dst|port,Havoc botnet C2 server (confidence level: 100%),95.169.180.96|443
domain,Formbook botnet C2 domain (confidence level: 50%),www.et-together.vip
domain,AsyncRAT botnet C2 domain (confidence level: 100%),vibesforreal.com
ip-dst|port,ShadowPad botnet C2 server (confidence level: 50%),123.60.12.89|8000
ip-dst|port,Havoc botnet C2 server (confidence level: 100%),166.88.225.91|14443
url,Lumma Stealer botnet C2 (confidence level: 100%),https://1smeltingt.run/giiaus
url,Formbook botnet C2 (confidence level: 50%),http://www.ry-prodentims.shop/hi13/
domain,Quasar RAT botnet C2 domain (confidence level: 100%),loving-frost-51300.pktriot.net
url,Formbook botnet C2 (confidence level: 50%),http://www.wamohssurgery.com/s1/
domain,Lumma Stealer botnet C2 domain (confidence level: 100%),jellyfisnbnh.live
domain,XWorm botnet C2 domain (confidence level: 100%),base-see.gl.at.ply.gg
ip-dst|port,AsyncRAT botnet C2 server (confidence level: 100%),82.223.48.201|8808
domain,Formbook botnet C2 domain (confidence level: 50%),www.astertechhub.info
domain,DarkGate botnet C2 domain (confidence level: 50%),4am.health
ip-dst|port,ResolverRAT botnet C2 server (confidence level: 100%),185.7.214.4|56001
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),64.185.233.163|3232
domain,Cobalt Strike botnet C2 domain (confidence level: 75%),mail-exchange.phermera.ru
sha256,Gofing payload (confidence level: 50%),3b49a955b1e9597f539ea842f9d75809a6246afeebb8471cc8b6435ebdbae4cc
domain,Formbook botnet C2 domain (confidence level: 50%),www.twanguffo.xyz
sha256,DarkGate payload (confidence level: 50%),3ab10bbe57c465c223d442f1bd915fc75f9a63f88bd224506a4e2d1cefb1045a
domain,ClearFake payload delivery domain (confidence level: 100%),fukuq.icu
ip-dst|port,Quasar RAT botnet C2 server (confidence level: 100%),66.113.31.17|7547
domain,Cobalt Strike botnet C2 domain (confidence level: 75%),api.googleshop.xyz
ip-dst|port,Sliver botnet C2 server (confidence level: 90%),106.75.215.144|20000
sha256,Gofing payload (confidence level: 50%),cbb8ac94407571dc63d008da5218b09df2f8328bb899b5aaf9399dd3fa719c8d
url,Unknown malware payload delivery URL (confidence level: 50%),https://expressgourmande.com/
domain,DarkGate botnet C2 domain (confidence level: 50%),rxmedicos.in
domain,Lumma Stealer botnet C2 domain (confidence level: 75%),coderspartk.digital
sha256,Gofing payload (confidence level: 50%),690398babc2395df33bceb29d27b0f605286d5d944d81dc334e489666a6c60a4
sha256,DarkGate payload (confidence level: 50%),ad29697a7630a389d8f1476989c0cbd960dd33822e3c8e03fc75a2fbe271d8ab
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),162.14.110.82|80
url,Lumma Stealer botnet C2 (confidence level: 100%),https://zsalaccgfa.top/gsooz
sha256,Gofing payload (confidence level: 50%),bf63c5d81bf8f28bcbf7328492c8880b13421ba5b571664f32d1e0f2623a023c
domain,DarkGate botnet C2 domain (confidence level: 50%),mytexasviprewards.com
ip-dst|port,AsyncRAT botnet C2 server (confidence level: 100%),38.69.8.179|443
sha256,Gofing payload (confidence level: 50%),90f61a38d7f4dd6c20a752965159f721cd0d40b67712be1bd273556add6c4806
sha256,DarkGate payload (confidence level: 50%),9c0e3ceb7cccfb3c91e7b7f0e34ed8870fb9818d916f39c18c8501a4752e6401
ip-dst|port,XWorm botnet C2 server (confidence level: 100%),144.217.187.1|7000
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),34.27.165.68|10443
sha256,Gofing payload (confidence level: 50%),c2c45a8cbc1b13bb93b20f6195730d07143f4a8235db1342141c2353cd4c1b08
sha256,Unknown malware payload (confidence level: 75%),4188f89602c036c38fe155ad68a1dc5c0b6bb7cec17e8cdb80be4e7c357f729e
url,Lumma Stealer botnet C2 (confidence level: 100%),https://qmodelshiverd.icu/bjhnsj
ip-dst|port,AsyncRAT botnet C2 server (confidence level: 100%),18.166.104.119|443
ip-dst|port,NetSupportManager RAT botnet C2 server (confidence level: 100%),18.215.167.6|104
domain,DarkGate botnet C2 domain (confidence level: 50%),easyfitautoglass.co.za
domain,Quasar RAT botnet C2 domain (confidence level: 100%),con00.duckdns.org
ip-dst|port,AsyncRAT botnet C2 server (confidence level: 100%),128.90.106.94|8808
url,FAKEUPDATES payload delivery URL (confidence level: 100%),https://108zhao.shop/ifh/index.php
domain,ClearFake payload delivery domain (confidence level: 100%),check.xiwuc.icu
ip-dst|port,Venom RAT botnet C2 server (confidence level: 100%),171.250.176.134|6001
sha256,Gofing payload (confidence level: 50%),f96ad3da7aa1c8992a0782bf873fe439f85c37b3fbdfd6c2afe2dd808433ebb1
ip-dst|port,AsyncRAT botnet C2 server (confidence level: 100%),196.251.116.122|6606
domain,DarkGate botnet C2 domain (confidence level: 50%),pteacademic79plus.com
sha256,Unknown malware payload (confidence level: 75%),eadacc96ceb24880d14b5a458c094daab81093d5ccf5e26f5a24971b4e18e8cb
sha256,Gofing payload (confidence level: 50%),6a69ed41eafa34466100b7154e62e20cc64a4a3d8ef3d3ee89bcd54b68191116
sha256,DarkGate payload (confidence level: 50%),5d8f18f72bb20e5b36de6608bc8b5784cdf9f88149eecffa09771061cf214e64
sha256,DarkGate payload (confidence level: 50%),73be2521fabaec7a8bfc5c26f5eebfc4c38d1c484e2827a0cbac3c4291fa1ccd
sha256,DarkGate payload (confidence level: 50%),e3b3fe8bf91cbd4295f5d90496102c0db14d7ec1b536658ff83b7db1f4b0b228
url,Lumma Stealer botnet C2 (confidence level: 100%),https://torangemyther.live/iozz
sha256,DarkGate payload (confidence level: 50%),b2da2a7e096b70ea8c3fb755389ba54288a3ba73f823297f96eac2626e13c519
md5,Unknown malware payload (confidence level: 50%),27a56510e6cebf971ec7549faf3cbc70
ip-dst|port,Kimsuky botnet C2 server (confidence level: 50%),158.247.247.157|80
url,Lumma Stealer botnet C2 (confidence level: 100%),https://squavabvc.top/iuzhd
sha256,DarkGate payload (confidence level: 50%),c26f1ebcd2e7c2b2dbd7a021c45028cbaeaf5d760ac525e3984ee0e36766ffcc
sha256,DarkGate payload (confidence level: 50%),38c2831d236cca17e7a907073eb60c718ca0ab35cbaf71bc63bf8d45b74deb2b
domain,Mirai botnet C2 domain (confidence level: 50%),zorg-c2.duckdns.org
domain,Formbook botnet C2 domain (confidence level: 50%),www.aysec.net
domain,Lumma Stealer botnet C2 domain (confidence level: 75%),courtjew.digital
url,Lumma Stealer botnet C2 (confidence level: 75%),https://aquesolp.run/agosoz
domain,Unknown RAT botnet C2 domain (confidence level: 100%),helpn6.top
sha256,Unknown malware payload (confidence level: 75%),144289ed4d6a68c184b1793d8d2b3c7bbeb94d6bca179c4906a71f294b47a573
sha256,DarkGate payload (confidence level: 50%),32039dccac205468c9f43636815e636f4dc821081f495f4bacebbbaa6f05818d
domain,DarkGate botnet C2 domain (confidence level: 50%),triton.mn
sha256,DarkGate payload (confidence level: 50%),7d2412edfc441e26e86c69cc6538b00dbc4619279e872bef1d62c24ed4142adb
domain,DarkGate botnet C2 domain (confidence level: 50%),hubtron.com.pk
domain,DarkGate botnet C2 domain (confidence level: 50%),provfin.com.au
url,Formbook botnet C2 (confidence level: 50%),http://www.iaolento12.sbs/hi13/
sha256,DarkGate payload (confidence level: 50%),0f40a5fe30bfe49ad3e35226de87ff8bfa357432570d87374f72458018394676
sha256,Gofing payload (confidence level: 50%),f7b1f04ce2b8d742e887af91220aea40ad554ad6c693ecfb6d61367dad309115
domain,Unknown Stealer payload delivery domain (confidence level: 100%),shared.anteus.com
sha256,Gofing payload (confidence level: 50%),901925066a18d4c3e3bdbc29bb59f6ab0979b774433d57a8573d45817abc2f6b
ip-dst|port,Hook botnet C2 server (confidence level: 100%),82.147.85.160|80
sha256,Gofing payload (confidence level: 50%),dcaf5b3af4d9488fb30ed4c5a613b23c6c77bab0fd8e442c1f8c44af2a877d23
url,Lumma Stealer botnet C2 (confidence level: 100%),https://ssmeltingt.run/giiaus
url,Lumma Stealer botnet C2 (confidence level: 100%),https://potargett.top/dsangt
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),192.46.223.145|7443
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 50%),156.224.29.3|50050
url,Formbook botnet C2 (confidence level: 50%),http://www.uklor.shop/hi13/
sha256,DarkGate payload (confidence level: 50%),0c1b18a8b3f56fc02b245168b55972936a72ffd2dd1746e92b6a35cc25d9a713
url,Vidar botnet C2 (confidence level: 100%),https://66.44.4t.com/
domain,Formbook botnet C2 domain (confidence level: 50%),www.ellbar.shop
url,Lumma Stealer botnet C2 (confidence level: 100%),https://grodformi.run/auosoz
sha256,DarkGate payload (confidence level: 50%),cbaee40ffd6727d6d5b207d524e19f95535a0d898ce9df6611069b8b8ff252c1
url,FAKEUPDATES payload delivery URL (confidence level: 100%),https://refanprediction.shop/prime/loop.js
sha256,DarkGate payload (confidence level: 50%),5d7605d640f5ede04a0e61024513f386730bfa223f39ac0d4cf2830ea6dc8500
url,Lumma Stealer botnet C2 (confidence level: 75%),https://lpzestmodp.top/zeda
url,Lumma Stealer botnet C2 (confidence level: 75%),https://fstarofliught.top/wozd
domain,DarkGate botnet C2 domain (confidence level: 50%),ibigerservices.com
sha256,Gofing payload (confidence level: 50%),af9f289bb07b89196bc92e378ca04e2c6be87500cd30f6a3c3173a2060d202d8
domain,Remcos botnet C2 domain (confidence level: 100%),dominocloudplatform.com
domain,Formbook botnet C2 domain (confidence level: 50%),www.h10y.top
