Type,Comment,Value
url,Formbook botnet C2 (confidence level: 50%),http://www.xclusivedealsspots.sbs/my18/
domain,Havoc botnet C2 domain (confidence level: 100%),webmail.dailypromos.xyz
ip-dst|port,Remcos botnet C2 server (confidence level: 100%),172.94.9.232|5671
ip-dst|port,Vidar botnet C2 server (confidence level: 100%),138.199.200.225|443
domain,Formbook botnet C2 domain (confidence level: 50%),www.ybio.cloud
domain,Formbook botnet C2 domain (confidence level: 50%),www.endon.cloud
url,Lumma Stealer botnet C2 (confidence level: 75%),https://3orangemyther.live/api
domain,Lumma Stealer botnet C2 domain (confidence level: 100%),urbanjour.today
domain,Formbook botnet C2 domain (confidence level: 50%),www.olar-lights-089.bond
domain,Havoc botnet C2 domain (confidence level: 100%),webmail.dmustkpoint.xyz
ip-dst|port,NetSupportManager RAT botnet C2 server (confidence level: 100%),13.208.113.115|103
ip-dst|port,Sliver botnet C2 server (confidence level: 50%),194.163.188.142|31337
url,Formbook botnet C2 (confidence level: 50%),http://www.nlyfun.info/gt23/
domain,Formbook botnet C2 domain (confidence level: 50%),www.ayakinggacor.pro
domain,Astaroth botnet C2 domain (confidence level: 100%),scredinlencil.consultoria.pics
ip-dst|port,NetSupportManager RAT botnet C2 server (confidence level: 50%),52.53.183.22|6667
domain,CryptBot botnet C2 domain (confidence level: 100%),tvfor4pn.top
domain,Astaroth botnet C2 domain (confidence level: 100%),vagunim50.consultoria.pics
domain,Lumma Stealer botnet C2 domain (confidence level: 100%),towerymodest.top
domain,Ramnit botnet C2 domain (confidence level: 50%),iuehgutgmv.com
ip-dst|port,ValleyRAT botnet C2 server (confidence level: 100%),45.192.169.99|27972
md5,Unknown malware payload (confidence level: 50%),1b701df9e6b5252feef3d1d8dcfe12f5
domain,Havoc botnet C2 domain (confidence level: 100%),cpanel.top10gamesofoto1.xyz
domain,Formbook botnet C2 domain (confidence level: 50%),www.ihdwt.info
ip-dst|port,BianLian botnet C2 server (confidence level: 75%),195.49.25.226|443
ip-dst|port,ReedBed botnet C2 server (confidence level: 100%),38.180.138.15|443
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),34.199.213.212|443
url,Unknown Loader botnet C2 (confidence level: 100%),http://baitfurniture.xyz/lod.php
domain,Formbook botnet C2 domain (confidence level: 50%),www.ookdreamstudio.art
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),213.232.204.203|7443
md5,Rhadamanthys payload (confidence level: 50%),2deeba7999f91c10bbb62a5f93377dff
domain,Havoc botnet C2 domain (confidence level: 100%),cpcontacts.newzmediaworld.xyz
ip-dst|port,AsyncRAT botnet C2 server (confidence level: 100%),46.246.82.16|8888
url,Lumma Stealer botnet C2 (confidence level: 100%),https://weaponwisd.world/api
domain,DarkComet botnet C2 domain (confidence level: 100%),adriendk69.no-ip.org
domain,Havoc botnet C2 domain (confidence level: 100%),ec2-18-97-23-200.compute-1.amazonaws.com
domain,Formbook botnet C2 domain (confidence level: 50%),www.judecomcarinho.fun
ip-dst|port,pupy botnet C2 server (confidence level: 100%),165.154.236.59|443
domain,Formbook botnet C2 domain (confidence level: 50%),www.elonyyoung.net
domain,BumbleBee botnet C2 domain (confidence level: 100%),ax1ygtd18gp.click
domain,Ramnit botnet C2 domain (confidence level: 50%),lwqhcoemrdvncihd.com
url,Unknown malware botnet C2 (confidence level: 95%),http://soc.ridinggearz.com/dlbqrhg2wkucd3f3dkhwpujan8jfoalvglyzil4vp0rm6xctt3gv9er1zjsdbasoona1xynihxtsuljezgzcuf8kvm76wbkqz2of20smm5kcmxho4drptweqwxtfhq90ocoreeubsqj5cyqg9aib5w6ns/verify
domain,Unknown Webinject botnet C2 domain (confidence level: 75%),shoneecheepteka.top
domain,Formbook botnet C2 domain (confidence level: 50%),www.usk360.xyz
domain,CyberGate botnet C2 domain (confidence level: 100%),awesomedownloads.no-ip.biz
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),195.211.98.236|8080
url,Coper botnet C2 (confidence level: 100%),https://twilightbobofoglade.xyz/ode4ytdiymy1ytdl/
domain,Unknown malware payload delivery domain (confidence level: 50%),id.kickfire.com
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),159.89.16.181|2222
url,Lumma Stealer botnet C2 (confidence level: 75%),https://xexarthynature.run/api
url,Formbook botnet C2 (confidence level: 50%),http://www.pps-61461.bond/hm26/
ip-dst|port,Unknown malware botnet C2 server (confidence level: 50%),54.204.231.234|443
url,FAKEUPDATES payload delivery URL (confidence level: 100%),https://kfzversicherungskosten.top/files/index.php
ip-dst|port,DCRat botnet C2 server (confidence level: 100%),46.246.14.3|9000
domain,DarkComet botnet C2 domain (confidence level: 100%),dynamichost.no-ip.org
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),116.203.134.190|3333
ip-dst|port,Sliver botnet C2 server (confidence level: 100%),142.93.68.220|8080
domain,Lumma Stealer botnet C2 domain (confidence level: 100%),market-lum.fun
ip-dst|port,Unknown malware botnet C2 server (confidence level: 50%),3.138.34.210|42222
