Type,Comment,Value
domain,Lumma Stealer botnet C2 domain (confidence level: 50%),appqzk.pics
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),43.139.185.214|80
ip-dst|port,AsyncRAT botnet C2 server (confidence level: 100%),78.161.14.229|3030
domain,Lumma Stealer botnet C2 domain (confidence level: 50%),h4.chatterscalded.top
ip-dst|port,QakBot botnet C2 server (confidence level: 75%),216.137.216.185|443
sha256,AMOS payload (confidence level: 100%),ffb145c23a1a8393567a40faadccba4e59c8b60c025bd3167ceeb5e6089de6fd
sha256,AMOS payload (confidence level: 100%),3f6fc298616c3147754d895479318f0eff3bbb5d4f989739dcd270a784015d1f
ip-dst|port,ValleyRAT botnet C2 server (confidence level: 100%),8.213.236.2|8888
ip-dst|port,XWorm botnet C2 server (confidence level: 75%),195.186.208.193|3033
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),51.210.182.99|4994
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),102.117.168.208|7443
domain,Quasar RAT botnet C2 domain (confidence level: 100%),engineering-ebay.gl.at.ply.gg
domain,Lumma Stealer botnet C2 domain (confidence level: 50%),leutjm.xyz
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),61.178.200.12|8080
ip-dst|port,Rhadamanthys botnet C2 server (confidence level: 100%),45.153.34.147|1199
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 75%),217.154.212.25|443
url,Vidar botnet C2 (confidence level: 100%),https://78.47.118.112/
url,Lumma Stealer botnet C2 (confidence level: 75%),https://unlfee.xyz/raos
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),35.82.232.130|443
ip-dst|port,Remcos botnet C2 server (confidence level: 50%),196.251.69.198|2721
domain,AsyncRAT botnet C2 domain (confidence level: 100%),zombiedomain.sytes.net
ip-dst|port,Sliver botnet C2 server (confidence level: 75%),103.69.194.85|8888
sha256,Unknown malware payload (confidence level: 50%),4575ddc65497f954a1c2d8c085b53a7dc6de1ed3e5a8817505cf595abd3f16a7
ip-dst|port,Remcos botnet C2 server (confidence level: 100%),173.225.100.131|2404
url,Unknown malware botnet C2 (confidence level: 50%),https://u6re.dezceccc.ru/zldat!voguciearvyb/
ip-dst|port,ERMAC botnet C2 server (confidence level: 100%),91.92.46.12|8080
domain,Quasar RAT botnet C2 domain (confidence level: 100%),brostoplookingformyc2-21003.portmap.io
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),107.174.88.61|8443
ip-dst|port,AsyncRAT botnet C2 server (confidence level: 100%),128.90.113.179|1018
url,Vidar botnet C2 (confidence level: 100%),https://b2.xs.mastermaths.com.sg/
url,Unknown Loader payload delivery URL (confidence level: 50%),https://onedrive.live.com/download?cid=0b476d68a3403083&resid=b476d68a3403083%21227&authkey=abk0a0lwlokyhoy
ip-dst|port,Quasar RAT botnet C2 server (confidence level: 100%),93.127.134.37|10020
url,Formbook botnet C2 (confidence level: 50%),http://www.simpleloansutah.com/hx344/
ip-dst|port,Sliver botnet C2 server (confidence level: 90%),4.201.115.65|31337
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),16.171.15.154|3333
ip-dst|port,Ghost RAT botnet C2 server (confidence level: 100%),23.249.28.80|14994
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),129.211.66.40|8080
sha256,AMOS payload (confidence level: 100%),c472f170e510c7b486d14d8516d233d497d93d676a3320ab5aeb5564e3244845
domain,DCRat botnet C2 domain (confidence level: 50%),dcupdate.duckdns.org
domain,Lumma Stealer botnet C2 domain (confidence level: 100%),10x07.ink
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 75%),118.89.182.140|2053
sha256,AMOS payload (confidence level: 100%),210c39aa4e0b801308150b609fc0acb05af61f03d382989028d00591cd0d89b6
domain,Mirai botnet C2 domain (confidence level: 50%),abc.galaxias.cc
ip-dst|port,NetSupportManager RAT botnet C2 server (confidence level: 100%),93.198.177.105|81
url,Stealc botnet C2 (confidence level: 100%),http://46.175.147.105/05e05895631848b8.php
url,Unknown malware payload delivery URL (confidence level: 50%),https://dropthefile.com/recaptcha
ip-dst|port,Havoc botnet C2 server (confidence level: 100%),37.72.168.146|14443
ip-dst|port,NetSupportManager RAT botnet C2 server (confidence level: 100%),18.170.213.135|7170
url,Formbook botnet C2 (confidence level: 50%),http://www.afromystique.com/hx344/
sha256,AMOS payload (confidence level: 100%),a445ad7f0e377d83b02b83c83e2048630600143c4b6fb64d2687f626360d5919
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 50%),121.61.101.68|444
ip-dst|port,Remcos botnet C2 server (confidence level: 100%),62.60.226.198|40102
domain,AsyncRAT botnet C2 domain (confidence level: 100%),conhostlogsdown.sytes.net
ip-dst|port,Remcos botnet C2 server (confidence level: 100%),205.209.99.214|7070
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),103.136.150.48|443
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),13.210.249.235|8080
ip-dst|port,AsyncRAT botnet C2 server (confidence level: 100%),128.90.113.17|8808
ip-dst|port,QakBot botnet C2 server (confidence level: 75%),178.87.199.113|443
sha256,DragonForce payload (confidence level: 100%),b9bba02d18bacc4bc8d9e4f70657d381568075590cc9d0e7590327d854224b32
ip-dst|port,NetSupportManager RAT botnet C2 server (confidence level: 100%),18.230.76.228|12000
url,Formbook botnet C2 (confidence level: 50%),http://www.umanrightshelp.net/o09a/
ip-dst|port,Aurotun Stealer botnet C2 server (confidence level: 100%),103.119.47.218|45654
ip-dst|port,Remcos botnet C2 server (confidence level: 75%),196.251.116.140|2404
ip-dst|port,Quasar RAT botnet C2 server (confidence level: 100%),31.57.219.48|5938
url,Formbook botnet C2 (confidence level: 50%),http://www.bp8el.top/kk14/
url,Formbook botnet C2 (confidence level: 50%),http://www.homasyangarchive.net/kk14/
ip-dst|port,XWorm botnet C2 server (confidence level: 100%),150.109.120.102|15151
domain,Unknown malware botnet C2 domain (confidence level: 100%),212-83-148-39.rev.poneytelecom.eu
ip-dst|port,NetSupportManager RAT botnet C2 server (confidence level: 100%),3.81.110.95|2003
url,Unknown Loader payload delivery URL (confidence level: 50%),https://onedrive.live.com/download?cid=7c3bbcb226195604&resid=7c3bbcb226195604%21107&authkey=ahbjnu2mopli-jo
sha256,AMOS payload (confidence level: 100%),3a851d0d6495a7cf773fefb9732b2ad87a3ed73165126ffbd34daa8a64975a21
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 75%),20.2.91.65|443
ip-dst|port,BianLian botnet C2 server (confidence level: 100%),194.5.212.164|8080
domain,AsyncRAT botnet C2 domain (confidence level: 100%),procesoexitos1.duckdns.org
ip-dst|port,NetSupportManager RAT botnet C2 server (confidence level: 100%),79.241.109.7|81
ip-dst|port,NetSupportManager RAT botnet C2 server (confidence level: 100%),54.160.149.207|18244
url,Formbook botnet C2 (confidence level: 50%),http://www.ov-hzwu.live/o09a/
domain,Formbook botnet C2 domain (confidence level: 50%),www.righton.top
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),211.101.236.247|8888
domain,Lumma Stealer botnet C2 domain (confidence level: 50%),cziv.shop
sha256,AMOS payload (confidence level: 100%),972c8f267417e0c2fec8604318ab7743361c9eb04d8494d826b68842306642f0
ip-dst|port,xmrig botnet C2 server (confidence level: 100%),196.251.86.71|8080
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),160.25.7.240|80
url,Formbook botnet C2 (confidence level: 50%),http://www.squaremeed.club/hx344/
ip-dst|port,AsyncRAT botnet C2 server (confidence level: 100%),16.171.61.189|8808
url,Lumma Stealer botnet C2 (confidence level: 100%),https://silvyg.xyz/bybi
domain,Formbook botnet C2 domain (confidence level: 50%),www.sy808.top
url,Unknown malware payload delivery URL (confidence level: 100%),https://kerewz.com/shield.msi
ip-dst|port,Chaos botnet C2 server (confidence level: 100%),94.74.106.10|8080
ip-dst|port,AsyncRAT botnet C2 server (confidence level: 50%),193.161.193.99|41439
ip-dst|port,AsyncRAT botnet C2 server (confidence level: 100%),196.251.88.20|8088
ip-dst|port,Quasar RAT botnet C2 server (confidence level: 100%),160.202.133.143|6343
url,Formbook botnet C2 (confidence level: 50%),http://www.broparking.com/hx344/
url,Formbook botnet C2 (confidence level: 50%),http://www.turboserviceindia.com/hx344/
ip-dst|port,Remcos botnet C2 server (confidence level: 75%),196.251.66.55|2404
domain,Havoc botnet C2 domain (confidence level: 100%),onedrive-office.com
sha256,AMOS payload (confidence level: 100%),1cf503bddd9aded1d1a4c8e4687853b880c1710f898c12115352a9a6749f83f0
domain,Formbook botnet C2 domain (confidence level: 50%),www.pontosappareltrading.com
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),43.159.57.217|4444
url,Formbook botnet C2 (confidence level: 50%),http://www.tamilmv.win/o09a/
ip-dst|port,Nimplant botnet C2 server (confidence level: 100%),194.26.192.127|443
domain,Cobalt Strike botnet C2 domain (confidence level: 75%),ns3.admlistdel.com
domain,Formbook botnet C2 domain (confidence level: 50%),www.yperliquid.credit
sha256,AMOS payload (confidence level: 100%),5e1f4d97112dde0cc8a413f43056fb683405cdd6e3a1a4b49271303cde71719b
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),154.9.25.38|8888
ip-dst|port,MimiKatz botnet C2 server (confidence level: 100%),94.237.87.254|8000
ip-dst|port,Hook botnet C2 server (confidence level: 100%),98.71.173.119|80
sha256,AMOS payload (confidence level: 100%),03024a71c020fc261c09fa009943ece64f39301e1a9dd9a87ea95b2d89345550
sha256,AMOS payload (confidence level: 100%),430cac4c610fa454f1846373b977664a0677d12e82b70a2968576feb85872da9
ip-dst|port,BazarBackdoor botnet C2 server (confidence level: 100%),185.64.106.73|12233
domain,Kimsuky botnet C2 domain (confidence level: 50%),hyper.cadorg.p-e.kr
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),1.12.233.147|1499
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),195.146.11.13|3333
ip-dst|port,Remcos botnet C2 server (confidence level: 100%),124.198.132.143|1000
ip-dst|port,Sliver botnet C2 server (confidence level: 100%),118.31.41.114|8088
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),107.174.127.172|8080
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),115.175.33.14|80
domain,AsyncRAT botnet C2 domain (confidence level: 100%),informesespeciales123.duckdns.org
ip-dst|port,DeimosC2 botnet C2 server (confidence level: 75%),163.181.121.85|4506
sha256,AMOS payload (confidence level: 100%),225a7be72befb650a53fe3590dfa80e4cabe5ac6c8e9e968f414ca5dd64e867c
sha256,DragonForce payload (confidence level: 100%),312ca1a8e35dcf5b80b1526948bd1081fed2293b31d061635e9f048f3fe5eb83
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 75%),47.107.136.106|53
ip-dst|port,Quasar RAT botnet C2 server (confidence level: 100%),94.21.25.164|4782
ip-dst|port,Sliver botnet C2 server (confidence level: 90%),34.172.236.77|443
sha256,AMOS payload (confidence level: 100%),7f678d5ef6456002f57a485703a572693e9e9f0092868482f76b81bd3186a10b
sha256,AMOS payload (confidence level: 100%),9956ac019d818636e34910fbd0b7c31253156e6587afbd3557c4ce8f3900f71d
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),95.217.15.168|3333
ip-dst|port,XWorm botnet C2 server (confidence level: 100%),85.203.4.68|5000
ip-dst|port,MooBot botnet C2 server (confidence level: 100%),87.121.84.155|80
ip-dst|port,Remcos botnet C2 server (confidence level: 100%),198.23.175.35|6500
domain,Remcos botnet C2 domain (confidence level: 100%),www.screence.store
url,LockBit botnet C2 (confidence level: 50%),http://lockbitsptqsmaf56cmo7bieqwh5htlsfkodpahsaurxlquoz67zwrad.onion
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),117.50.184.253|80
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),8.138.6.165|8888
sha256,AMOS payload (confidence level: 100%),6a884f593f4f6b474c3a164065b48d1c30d188e96329220aa94b4d97ac27b9da
ip-dst|port,ValleyRAT botnet C2 server (confidence level: 100%),8.213.236.2|4448
ip-dst|port,Unknown malware botnet C2 server (confidence level: 50%),188.40.233.11|3333
ip-dst|port,NetSupportManager RAT botnet C2 server (confidence level: 50%),54.67.30.185|12220
ip-dst|port,NetSupportManager RAT botnet C2 server (confidence level: 50%),43.199.162.210|21025
ip-dst|port,NetSupportManager RAT botnet C2 server (confidence level: 100%),51.95.20.122|11102
ip-dst|port,ValleyRAT botnet C2 server (confidence level: 100%),103.215.78.152|8888
sha256,AMOS payload (confidence level: 100%),21297dd70cd3b8913dc6744d545c718e4e567186138805144b384c38134acb83
domain,Kimsuky botnet C2 domain (confidence level: 50%),vamboo.n-e.kr
