Type,Comment,Value
sha256,Rhadamanthys payload (confidence level: 50%),b1d55be5be1d3eaccbe421b7324349c78f587b1906c414df98e08b1c320c279e
url,Formbook botnet C2 (confidence level: 50%),http://www.erenityhottub.net/sy30/
url,Formbook botnet C2 (confidence level: 50%),http://www.mijdvaz.xyz/sy30/
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),109.71.252.84|8080
ip-dst|port,Unknown malware botnet C2 server (confidence level: 50%),98.83.29.240|8500
domain,Havoc botnet C2 domain (confidence level: 100%),cpcalendars.gamesofufabet.website
ip-dst|port,DCRat botnet C2 server (confidence level: 100%),196.251.83.37|2000
domain,Havoc botnet C2 domain (confidence level: 100%),webmail.medtopzhub.xyz
ip-dst|port,Mirai botnet C2 server (confidence level: 100%),128.0.118.23|1337
domain,Havoc botnet C2 domain (confidence level: 100%),cpcalendars.toplavishnewz43.xyz
domain,ClearFake payload delivery domain (confidence level: 100%),check.hewud.icu
sha256,Snake payload (confidence level: 50%),fad57f5e38d607e110e979af2a37d5c837fc3ce9e5028ef3ac6f9ea124a4d781
sha256,Rhadamanthys payload (confidence level: 50%),2ee44a6db442cea58d55f0ca03f77e5b6f77de3a528255a67398533b2e827b27
sha256,Snake payload (confidence level: 50%),018e5e3d7699b8354c0a22e6a35cba6a67e23121c1b441772e4122671b6e04b2
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),202.165.123.57|1234
sha256,Rhadamanthys payload (confidence level: 50%),069c13063d9f5a0792437bf219b30dd2e3c6c1fa498970ad61505571bbdf1adc
domain,Lumma Stealer botnet C2 domain (confidence level: 100%),spontaggere.click
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 75%),149.28.134.118|53
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),114.119.181.164|443
url,MASS Logger payload delivery URL (confidence level: 50%),http://37.139.129.142/htdocs/dmyptnsddewijwz.exe
domain,Astaroth botnet C2 domain (confidence level: 100%),flipinvaz.soniarocha.blog
url,Lumma Stealer botnet C2 (confidence level: 100%),https://pixelpottato.top/api
sha256,Snake payload (confidence level: 50%),1d8f29874ddf3692e2dfd5953b53e503b64659e6156e1866d9779d37dd2c67aa
domain,Unknown malware botnet C2 domain (confidence level: 100%),mail.195-230-22-20.cprapid.com
url,Cobalt Strike botnet C2 (confidence level: 75%),http://20.74.209.192:4443/unhr
sha256,Snake payload (confidence level: 50%),05e54dba8d44042c6546f6acf6750346061dffb4392e8c7d1f5de9336ed91194
sha256,Snake payload (confidence level: 50%),214e07bc5d2f6f3f33beb0888faf7dceaddcec513d561cbe19e852640004cb1f
domain,XWorm botnet C2 domain (confidence level: 100%),corporate-nine.gl.at.ply.gg
url,Unknown malware botnet C2 (confidence level: 100%),http://162.251.123.206:2404/supershell/login
sha256,Rhadamanthys payload (confidence level: 50%),7756431b92275fb06dc0e774a77f6765bdb8e8c416055ba637a8b284e2ff779f
domain,DarkComet botnet C2 domain (confidence level: 100%),wndsmanager.no-ip.biz
domain,DarkComet botnet C2 domain (confidence level: 100%),taping.duckdns.org
sha256,Snake payload (confidence level: 50%),0d8db65006b42737ea8218c7c578b07fd854e2bfac67dc76d0c5fe09242c4916
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),193.164.6.126|80
sha256,Snake payload (confidence level: 50%),23f03fa4c5f8f60430c965e0576afba38967bcdab90266ca6d20153aa0d2d712
sha256,Snake payload (confidence level: 50%),011685b79fd73b0df80c483cc59d5c3d69d0490ef66152dc5fcc2a8a5cd65e85
