Type,Comment,Value
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),115.120.217.77|8080
domain,SPICA botnet C2 domain (confidence level: 50%),s3.kefel.tech
ip-dst|port,XWorm botnet C2 server (confidence level: 100%),172.94.127.2|4000
ip-dst|port,Sliver botnet C2 server (confidence level: 50%),24.199.97.82|31337
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),47.254.85.24|443
url,DCRat botnet C2 (confidence level: 100%),http://ct75800.tw1.ru/24e1bab6.php
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),117.72.75.39|60000
domain,Neconyd botnet C2 domain (confidence level: 100%),ow5dirasuek.com
domain,Formbook botnet C2 domain (confidence level: 50%),www.olarisfinance.pro
domain,Remcos botnet C2 domain (confidence level: 100%),sheddinho1122.ddns.net
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),77.83.207.151|51144
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),207.148.111.155|8443
ip-dst|port,Latrodectus botnet C2 server (confidence level: 90%),77.90.153.140|443
domain,Lumma Stealer botnet C2 domain (confidence level: 50%),mahrox.shop
domain,Lumma Stealer botnet C2 domain (confidence level: 50%),jaizmf.top
ip-dst|port,Remcos botnet C2 server (confidence level: 100%),195.206.105.227|42830
domain,Brute Ratel C4 botnet C2 domain (confidence level: 100%),164-90-144-91.ipv4.staticdns3.io
ip-dst|port,Mirai botnet C2 server (confidence level: 100%),156.229.125.160|3778
ip-dst|port,Ghost RAT botnet C2 server (confidence level: 100%),43.226.79.54|8000
ip-dst|port,ValleyRAT botnet C2 server (confidence level: 100%),23.249.28.80|90
domain,Unknown malware payload delivery domain (confidence level: 100%),forbescheck.top
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),47.92.193.143|4444
sha256,AMOS payload (confidence level: 100%),7e34d6ee10646191e4913ce0e68a6454bdf0f381cac7cae77276bdecac2a02cf
ip-dst|port,Hook botnet C2 server (confidence level: 100%),156.238.243.16|80
ip-dst|port,Remcos botnet C2 server (confidence level: 100%),216.250.252.62|2404
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),13.211.97.137|443
domain,Unknown Loader payload delivery domain (confidence level: 90%),es-bet365.com
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),103.235.75.70|3333
url,XWorm botnet C2 (confidence level: 50%),https://pastebin.com/edit/fwjes08r
ip-dst|port,Nanocore RAT botnet C2 server (confidence level: 100%),5.181.171.222|53
url,Amadey botnet C2 (confidence level: 50%),http://176.46.157.50/tu3d2rom/login.php
ip-dst|port,AsyncRAT botnet C2 server (confidence level: 100%),128.90.113.155|5000
url,Lumma Stealer botnet C2 (confidence level: 100%),https://uncombsguq.xyz/aziq
url,Vidar botnet C2 (confidence level: 100%),https://b1.a.exifit.ir/
url,Formbook botnet C2 (confidence level: 50%),http://www.reace.dev/ms14/
sha256,AMOS payload (confidence level: 100%),42edca51b914063a27920ff5ce88350afd876a5e3276b9c8b141a9959757cfa9
domain,Lumma Stealer botnet C2 domain (confidence level: 50%),falsiu.shop
ip-dst|port,Remcos botnet C2 server (confidence level: 100%),172.245.4.223|16409
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),107.175.76.49|4433
ip-dst|port,NetSupportManager RAT botnet C2 server (confidence level: 50%),205.185.114.104|10254
ip-dst|port,Havoc botnet C2 server (confidence level: 100%),77.246.110.116|443
ip-dst|port,Sliver botnet C2 server (confidence level: 100%),139.84.218.221|443
ip-dst|port,Bashlite botnet C2 server (confidence level: 100%),196.251.86.61|80
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),47.121.130.60|8888
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),164.90.176.178|443
domain,Formbook botnet C2 domain (confidence level: 50%),www.ronostic.tech
ip-dst|port,NetSupportManager RAT botnet C2 server (confidence level: 100%),45.125.66.123|443
ip-dst|port,NetSupportManager RAT botnet C2 server (confidence level: 100%),54.250.24.180|1000
domain,Formbook botnet C2 domain (confidence level: 50%),www.ingitchyvisitwhistle.christmas
domain,Unknown malware botnet C2 domain (confidence level: 100%),simpieswap.org
