Type,Comment,Value
ip-dst|port,DarkComet botnet C2 server (confidence level: 50%),41.143.213.119|11401
ip-dst|port,Remcos botnet C2 server (confidence level: 100%),205.209.99.214|7070
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 50%),158.247.193.230|443
ip-dst|port,DCRat botnet C2 server (confidence level: 100%),3.69.157.220|13372
domain,Unknown malware payload delivery domain (confidence level: 100%),security.flsecuard.com
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),179.43.186.223|82
ip-dst|port,DarkComet botnet C2 server (confidence level: 50%),41.143.206.243|54138
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),122.164.178.173|80
domain,MetaStealer botnet C2 domain (confidence level: 100%),oesosgekkiysmcay.xyz
ip-dst|port,Quasar RAT botnet C2 server (confidence level: 100%),160.178.214.144|20625
url,Lumma Stealer botnet C2 (confidence level: 75%),https://saokwe.xyz/plxa/api
domain,ArrowRAT botnet C2 domain (confidence level: 50%),qatar.uhdengine.com
domain,MetaStealer botnet C2 domain (confidence level: 100%),aseycmgkasmciwgm.xyz
url,Formbook botnet C2 (confidence level: 50%),http://www.gzd.net/o09a/
url,Vidar botnet C2 (confidence level: 100%),https://19.171.learnblockchain101.com/
domain,magecart credit card skimming domain (confidence level: 100%),cdn.iconstaff.top
domain,MetaStealer botnet C2 domain (confidence level: 100%),cemuuauumkcigmui.xyz
domain,Cobalt Strike botnet C2 domain (confidence level: 75%),lieri.ru
domain,MetaStealer botnet C2 domain (confidence level: 100%),gueaqyosgiyocais.xyz
url,Formbook botnet C2 (confidence level: 50%),http://www.4271195.xyz/hi07/
md5,Unknown malware payload (confidence level: 50%),f6664f4e77b7bcc59772cd359fdf271c
domain,Mirai botnet C2 domain (confidence level: 100%),xaxa.marvisxoxo.st
domain,Nanocore RAT botnet C2 domain (confidence level: 100%),thechair112.ddns.net
ip-dst|port,Quasar RAT botnet C2 server (confidence level: 100%),147.185.221.28|57153
domain,MetaStealer botnet C2 domain (confidence level: 100%),kwucsossiimaywua.xyz
url,Formbook botnet C2 (confidence level: 50%),http://www.10af.top/i26e/
domain,MetaStealer botnet C2 domain (confidence level: 100%),eoaiaymoayqcigki.xyz
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),38.146.27.131|4000
domain,ArrowRAT botnet C2 domain (confidence level: 100%),psedrfjygyugyufyt.duckdns.org
domain,Formbook botnet C2 domain (confidence level: 50%),www.heexpress.net
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),115.238.252.51|443
ip-dst|port,DarkComet botnet C2 server (confidence level: 100%),41.143.206.243|11709
domain,MetaStealer botnet C2 domain (confidence level: 100%),auwwcoyswekscosw.xyz
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),43.163.90.110|7443
ip-dst|port,Remcos botnet C2 server (confidence level: 100%),185.104.194.25|30304
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),8.138.47.245|80
ip-dst|port,Mirai botnet C2 server (confidence level: 100%),83.229.87.221|1440
domain,Lumma Stealer botnet C2 domain (confidence level: 100%),disstqr.run
ip-dst|port,Quasar RAT botnet C2 server (confidence level: 50%),41.143.213.119|8834
domain,Lumma Stealer botnet C2 domain (confidence level: 100%),massisv.digital
domain,FAKEUPDATES botnet C2 domain (confidence level: 100%),app.qms2go.com
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),13.48.133.87|3333
domain,MetaStealer botnet C2 domain (confidence level: 100%),wsocmwymmiqoaukg.xyz
url,Formbook botnet C2 (confidence level: 50%),http://www.zmcx7gpt.top/o09a/
url,Formbook botnet C2 (confidence level: 50%),http://www.undacja-ibd.online/i26e/
domain,MetaStealer botnet C2 domain (confidence level: 100%),uogyaomywswssqik.xyz
ip-dst|port,Hook botnet C2 server (confidence level: 100%),121.127.231.163|8082
ip-dst|port,Rhadamanthys botnet C2 server (confidence level: 100%),107.150.0.77|8888
domain,NjRAT botnet C2 domain (confidence level: 50%),infra.hitius.bar
ip-dst|port,Rhadamanthys botnet C2 server (confidence level: 100%),176.123.7.193|8888
url,Stealc botnet C2 (confidence level: 100%),http://45.91.202.249/4d508511aa6b4a4e.php
ip-dst|port,Quasar RAT botnet C2 server (confidence level: 100%),41.143.213.119|1913
domain,MetaStealer botnet C2 domain (confidence level: 100%),oiukwgimkaukqmyq.xyz
ip-dst|port,Quasar RAT botnet C2 server (confidence level: 100%),78.70.235.238|4782
domain,MetaStealer botnet C2 domain (confidence level: 100%),uoqssiaikysusqua.xyz
md5,Akira payload (confidence level: 50%),1a7df536c3bb676a6f90af5b3bea5302
domain,MetaStealer botnet C2 domain (confidence level: 100%),kuyaggamyeyimiws.xyz
domain,MetaStealer botnet C2 domain (confidence level: 100%),mysowsiyeswymqcw.xyz
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),37.114.50.115|1337
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),1.15.64.49|443
url,Formbook botnet C2 (confidence level: 50%),http://www.ecoverycenter.health/i26e/
domain,Kimsuky botnet C2 domain (confidence level: 50%),nomera.n-e.kr
domain,DarkComet botnet C2 domain (confidence level: 100%),panadora78.no-ip.biz
url,Formbook botnet C2 (confidence level: 50%),http://www.usbud.nyc/s01s/
ip-dst|port,Mirai botnet C2 server (confidence level: 100%),38.54.15.75|16326
domain,Formbook botnet C2 domain (confidence level: 50%),www.usmmsa.net
